VBELN,POSNR,LFSTA,FKSTA,GBSTA,ABSTA,LFGSA,WBSTA
0001000141,000030,B,B,C,,B,A
0001000141,000040,B,B,C,,C,A
0001000142,000010,A,B,B,,A,A
0001000142,000020,B,B,B,,B,B
0001000142,000030,B,C,A,,B,B
0001000142,000040,A,C,A,,C,B
0001000142,000050,B,B,B,,B,B
0001000142,000060,B,B,B,,B,B
0001000143,000010,B,B,A,,A,C
0001000143,000020,A,C,A,,B,A
0001000143,000030,B,A,C,,B,C
0001000143,000040,A,B,B,,A,B
0001000143,000050,B,B,B,,B,C
0001000143,000060,A,B,A,,B,A
0001000144,000010,B,A,A,,C,A
0001000144,000020,B,C,C,,A,A
0001000144,000030,C,A,B,,B,B
0001000144,000040,B,B,B,,C,C
0001000145,000010,A,C,B,,B,A
0001000145,000020,B,A,B,,B,B
0001000145,000030,B,B,A,,B,B
0001000145,000040,C,B,A,,A,C
0001000145,000050,A,B,B,,B,A
0001000146,000010,B,C,A,,C,C
0001000146,000020,B,B,C,,B,B
0001000146,000030,A,B,A,,B,A
0001000146,000040,B,B,C,,B,A
0001000146,000050,A,A,C,,C,B
0001000146,000060,B,B,C,,A,A
0001000147,000010,A,B,B,,A,C
0001000147,000020,C,A,A,,A,A
0001000147,000030,B,B,C,,A,A
0001000148,000010,C,C,C,,A,B
0001000148,000020,C,A,A,,C,A
0001000149,000010,B,A,C,,C,A
0001000149,000020,B,C,B,,C,B
0001000149,000030,A,B,A,,B,A
0001000149,000040,A,C,B,,C,B
0001000149,000050,A,C,B,,B,C
0001000150,000010,B,A,C,,B,A
0001000150,000020,B,A,A,,B,C
0001000150,000030,A,A,B,,C,A
0001000150,000040,A,A,A,,B,B
0001000151,000010,B,C,C,,C,A
0001000151,000020,C,A,B,,C,A
0001000151,000030,C,C,A,,C,C
0001000151,000040,A,B,C,,C,A
0001000151,000050,A,A,C,,C,A
0001000152,000010,C,B,C,,C,B
0001000152,000020,A,A,A,,B,B
0001000152,000030,B,C,A,,C,A
0001000152,000040,A,A,B,,B,B
0001000152,000050,C,A,B,,B,B
0001000152,000060,A,B,C,,B,C
0001000153,000010,B,A,C,,C,A
0001000153,000020,B,B,A,,B,A
0001000153,000030,C,A,A,,B,A
0001000154,000010,B,C,B,,B,C
0001000154,000020,B,B,C,,B,C
0001000154,000030,B,C,A,,C,A
0001000154,000040,C,A,A,,C,B
0001000155,000010,B,C,B,,B,B
0001000155,000020,C,A,A,,B,B
0001000155,000030,B,C,B,,B,A
0001000155,000040,A,B,C,,A,A
0001000155,000050,A,B,A,,B,A
0001000155,000060,B,A,B,,A,A
0001000155,000070,A,C,A,,B,B
0001000156,000010,C,B,B,,C,B
0001000156,000020,A,B,C,,B,B
0001000156,000030,A,B,C,,C,A
0001000156,000040,B,A,A,,B,B
0001000156,000050,C,A,A,,B,B
0001000156,000060,A,A,A,,C,B
0001000156,000070,B,B,C,,A,C
0001000157,000010,B,B,B,,B,A
0001000157,000020,B,A,A,,A,B
0001000157,000030,A,C,C,,B,C
0001000157,000040,B,B,A,,B,B
0001000158,000010,B,C,B,,B,B
0001000158,000020,C,A,B,,A,B
0001000158,000030,A,B,A,,A,C
0001000159,000010,B,B,C,,B,B
0001000159,000020,A,A,B,,B,B
0001000159,000030,B,B,B,,C,A
0001000159,000040,A,A,C,,C,C
0001000159,000050,B,C,A,,B,B
0001000159,000060,C,B,B,,A,C
0001000159,000070,A,B,B,,B,C
0001000159,000080,C,A,B,,B,A
0001000160,000010,C,A,A,,B,A
0001000160,000020,A,B,A,,B,B
0001000160,000030,B,B,C,,A,A
0001000160,000040,A,A,B,,B,A
0001000160,000050,B,B,B,,B,B
0001000161,000010,B,B,C,,B,B
0001000161,000020,B,B,C,,B,C
0001000162,000010,A,C,A,,B,B
0001000162,000020,C,B,C,,B,B
0001000162,000030,B,C,A,,A,A
0001000162,000040,A,B,B,,C,B
0001000162,000050,A,B,C,,B,B
0001000163,000010,B,B,A,,C,B
0001000163,000020,A,B,A,,C,B
0001000163,000030,C,B,A,,A,A
0001000163,000040,A,C,C,,C,A
0001000163,000050,A,B,C,,C,A
0001000163,000060,C,C,B,,C,A
0001000164,000010,A,A,C,,B,B
0001000164,000020,B,A,B,,B,A
0001000164,000030,C,A,A,,B,B
0001000165,000010,B,A,C,,B,C
0001000165,000020,C,C,A,,B,B
0001000165,000030,A,C,B,,C,A
0001000166,000010,B,B,A,,B,C
0001000166,000020,A,B,A,,A,C
0001000166,000030,A,C,B,,C,B
0001000167,000010,A,B,A,,A,A
0001000167,000020,B,A,A,,C,B
0001000167,000030,B,A,A,,C,C
0001000167,000040,B,B,A,,A,A
0001000167,000050,A,A,C,,B,B
0001000168,000010,B,B,B,,A,C
0001000168,000020,C,C,B,,B,A
0001000168,000030,B,B,A,,B,C
0001000168,000040,A,B,C,,B,A
0001000168,000050,A,A,B,,B,C
0001000169,000010,A,C,C,,B,B
0001000169,000020,C,B,C,,B,B
0001000169,000030,B,A,A,,A,C
0001000169,000040,C,A,B,,B,B
0001000169,000050,B,C,A,,B,A
0001000169,000060,A,B,A,,B,C
0001000169,000070,C,C,B,,B,C
0001000170,000010,A,C,A,,A,A
0001000170,000020,C,A,B,,B,B
0001000170,000030,B,B,B,,B,B
0001000170,000040,B,B,A,,B,A
0001000171,000010,B,B,B,,B,A
0001000171,000020,B,C,B,,B,A
0001000171,000030,B,B,A,,B,B
0001000171,000040,A,B,A,,A,B
0001000171,000050,B,A,A,,C,B
0001000171,000060,B,C,C,,A,B
0001000171,000070,B,B,B,,A,C
0001000171,000080,C,A,C,,A,A
0001000172,000010,B,A,B,,B,A
0001000172,000020,B,C,A,,B,A
0001000172,000030,B,A,A,,B,A
0001000172,000040,A,B,C,,A,A
0001000172,000050,B,B,A,,B,A
0001000173,000010,C,A,A,,C,C
0001000173,000020,A,A,A,,B,A
0001000173,000030,B,C,A,,B,A
0001000173,000040,B,B,C,,B,B
0001000174,000010,B,B,A,,B,A
0001000174,000020,C,B,A,,B,B
0001000174,000030,A,A,A,,A,A
0001000174,000040,B,C,C,,B,C
0001000174,000050,A,B,B,,B,B
0001000175,000010,B,B,B,,A,A
0001000175,000020,B,B,C,,A,A
0001000175,000030,B,A,A,,B,A
0001000175,000040,B,A,B,,B,C
0001000176,000010,A,C,C,,B,C
0001000176,000020,A,C,A,,C,C
0001000176,000030,B,B,C,,A,C
0001000176,000040,B,B,B,,B,B
0001000176,000050,B,B,B,,B,C
0001000176,000060,C,B,B,,B,B
0001000177,000010,C,C,B,,A,A
0001000177,000020,A,B,B,,B,A
0001000177,000030,B,B,C,,A,A
0001000177,000040,B,B,A,,B,B
0001000178,000010,B,A,A,,C,C
0001000178,000020,B,B,B,,B,C
0001000178,000030,B,B,C,,A,B
0001000178,000040,B,B,B,,C,C
0001000179,000010,B,B,B,,B,B
0001000179,000020,B,A,A,,B,B
0001000179,000030,C,C,B,,A,B
0001000179,000040,B,B,B,,B,B
0001000179,000050,C,B,B,,C,C
0001000180,000010,B,B,B,,B,B
0001000180,000020,B,B,C,,C,B
0001000180,000030,B,C,B,,B,A
0001000180,000040,B,B,B,,C,A
0001000180,000050,B,B,B,,B,C
0001000180,000060,A,B,B,,B,B
0001000181,000010,B,B,B,,B,A
0001000181,000020,A,C,C,,C,A
0001000181,000030,A,A,A,,A,B
0001000181,000040,C,B,A,,A,C
0001000181,000050,B,B,C,,B,B
0001000181,000060,A,B,C,,A,A
0001000181,000070,B,C,C,,B,A
0001000181,000080,C,B,B,,A,B
0001000181,000090,A,A,B,,A,B
0001000182,000010,B,B,A,,A,B
0001000182,000020,B,A,A,,C,B
0001000182,000030,B,C,C,,A,B
0001000183,000010,B,A,B,,C,C
0001000183,000020,B,B,B,,A,B
0001000183,000030,C,B,B,,B,A
0001000183,000040,B,B,B,,A,B
0001000183,000050,B,B,C,,C,B
0001000183,000060,B,B,C,,B,A
0001000184,000010,A,B,A,,A,A
0001000184,000020,C,B,B,,A,A
0001000184,000030,C,B,B,,C,B
0001000184,000040,B,A,C,,C,C
0001000184,000050,B,B,A,,C,B
0001000185,000010,B,C,A,,B,A
0001000186,000010,C,A,C,,B,B
0001000186,000020,B,B,B,,B,A
0001000186,000030,C,B,B,,C,A
0001000186,000040,B,B,A,,C,C
0001000187,000010,C,A,C,,A,A
0001000187,000020,A,C,C,,B,C
0001000187,000030,B,C,A,,C,A
0001000187,000040,B,A,C,,C,B
0001000187,000050,B,C,A,,B,A
0001000188,000010,B,B,C,,A,A
0001000188,000020,C,C,C,,B,A
0001000188,000030,C,C,A,,A,C
0001000188,000040,B,B,A,,A,C
0001000188,000050,C,C,B,,B,A
0001000189,000010,A,A,B,,C,B
0001000190,000010,A,B,C,,B,A
0001000190,000020,C,B,A,,B,C
0001000190,000030,B,B,B,,A,B
0001000190,000040,A,B,C,,B,A
0001000190,000050,B,C,A,,B,B
0001000190,000060,B,C,C,,A,C
0001000190,000070,C,C,C,,C,A
0001000190,000080,B,B,C,,C,B
0001000190,000090,B,B,C,,A,A
0001000190,000100,B,A,B,,B,C
0001000190,000110,A,B,C,,A,B
0001000191,000010,C,B,B,,B,A
0001000191,000020,A,C,A,,A,A
0001000191,000030,C,A,A,,B,B
0001000191,000040,B,B,C,,B,B
0001000191,000050,B,C,A,,C,C
0001000191,000060,C,A,C,,B,A
0001000191,000070,A,B,B,,A,C
0001000192,000010,B,B,C,,A,C
0001000192,000020,C,C,B,,B,A
0001000193,000010,C,B,C,,B,C
0001000193,000020,A,A,C,,C,A
0001000193,000030,C,B,C,,B,A
0001000193,000040,B,C,B,,B,B
0001000194,000010,B,B,C,,B,A
0001000195,000010,B,C,A,,C,B
0001000195,000020,B,C,C,,A,B
0001000195,000030,B,B,B,,B,A
0001000195,000040,A,C,C,,A,A
0001000195,000050,A,B,A,,A,A
0001000196,000010,A,A,A,,B,A
0001000196,000020,B,B,B,,B,B
0001000196,000030,B,C,A,,B,A
0001000196,000040,B,C,B,,B,A
0001000197,000010,B,B,C,,B,B
0001000197,000020,A,B,B,,C,A
0001000197,000030,B,B,C,,B,C
0001000198,000010,B,A,B,,B,A
0001000198,000020,A,B,C,,B,A
0001000199,000010,B,B,A,,A,C
0001000199,000020,B,B,A,,C,A
0001000199,000030,C,C,B,,A,B
0001000199,000040,B,B,B,,B,B
0001000199,000050,B,A,A,,A,A
0001000199,000060,B,C,A,,A,B
0001000199,000070,B,C,A,,B,A
0001000199,000080,B,B,B,,B,C
0001000199,000090,A,B,A,,B,B
0001000199,000100,B,B,A,,C,B
0001000199,000110,A,B,B,,A,A
0001000199,000120,B,A,C,,C,A
0001000200,000010,A,B,C,,B,B
0001000200,000020,A,A,C,,A,B
0001000200,000030,A,B,A,,B,B
0001000200,000040,C,C,A,,B,A
0001000200,000050,B,C,C,,A,A
0001000200,000060,C,B,B,,B,C
0001000200,000070,A,B,B,,C,A
0001000200,000080,B,B,C,,B,A
0001000200,000090,A,C,C,,B,B
0001000200,000100,B,B,A,,B,B
0001000201,000010,B,C,C,,A,C
0001000201,000020,B,C,A,,C,A
0001000201,000030,C,C,B,,C,B
0001000201,000040,C,B,A,,B,B
0001000201,000050,C,B,A,,A,A
0001000201,000060,C,B,B,,B,B
0001000202,000010,B,B,B,,B,A
0001000202,000020,B,A,B,,A,B
0001000202,000030,B,C,B,,B,A
0001000202,000040,A,C,C,,B,B
0001000202,000050,B,C,A,,B,B
0001000202,000060,B,B,A,,B,C
0001000202,000070,B,C,A,,C,A
0001000203,000010,B,C,B,,B,B
0001000203,000020,C,A,C,,A,B
0001000203,000030,A,B,B,,A,A
0001000203,000040,A,B,C,,A,B
0001000203,000050,B,A,A,,B,A
0001000203,000060,B,B,B,,B,C
0001000204,000010,B,B,A,,C,B
0001000204,000020,C,B,B,,B,B
0001000204,000030,B,B,A,,C,B
0001000204,000040,B,C,B,,B,A
0001000205,000010,C,C,B,,A,A
0001000205,000020,A,C,B,,B,A
0001000205,000030,A,C,B,,B,B
0001000205,000040,B,B,C,,B,A
0001000205,000050,C,A,B,,B,A
0001000205,000060,B,B,C,,A,B
0001000205,000070,B,C,B,,B,B
0001000205,000080,A,B,B,,B,A
0001000205,000090,A,A,A,,B,B
0001000205,000100,A,B,B,,C,C
0001000206,000010,A,B,A,,C,C
0001000206,000020,B,B,A,,B,B
0001000206,000030,B,C,C,,C,C
0001000206,000040,B,B,C,,A,C
0001000206,000050,B,B,C,,C,A
0001000206,000060,A,C,A,,B,B
0001000207,000010,B,B,A,,B,B
0001000207,000020,B,C,A,,C,B
0001000207,000030,B,C,C,,C,A
0001000207,000040,C,B,A,,B,A
0001000207,000050,A,B,A,,C,A
0001000207,000060,B,A,A,,B,C
0001000207,000070,A,A,A,,B,A
0001000207,000080,A,B,B,,B,B
0001000208,000010,A,C,C,,B,B
0001000208,000020,A,B,B,,A,B
0001000208,000030,C,B,C,,B,A
0001000208,000040,C,C,B,,B,B
0001000208,000050,B,C,B,,B,A
0001000208,000060,C,A,C,,A,A
0001000208,000070,B,B,A,,C,C
0001000208,000080,A,B,B,,C,B
0001000208,000090,A,A,A,,A,A
0001000209,000010,C,B,A,,B,A
0001000209,000020,A,B,A,,B,A
0001000209,000030,B,C,A,,C,B
0001000210,000010,B,B,C,,B,B
0001000210,000020,B,A,C,,C,A
0001000210,000030,B,B,C,,B,C
0001000210,000040,B,A,B,,C,A
0001000211,000010,B,A,B,,B,C
0001000211,000020,B,B,A,,A,B
0001000211,000030,A,C,B,,B,B
0001000211,000040,B,B,B,,C,B
0001000212,000010,B,B,B,,A,B
0001000212,000020,A,A,C,,A,C
0001000212,000030,A,A,A,,A,A
0001000212,000040,A,B,C,,B,B
0001000212,000050,B,A,A,,B,B
0001000212,000060,C,C,B,,B,B
0001000212,000070,B,B,B,,B,B
0001000212,000080,B,C,A,,B,B
0001000212,000090,A,B,C,,B,A
0001000212,000100,A,B,C,,B,A
0001000213,000010,B,C,B,,B,A
0001000213,000020,B,C,A,,B,C
0001000213,000030,C,C,A,,C,B
0001000213,000040,C,A,C,,C,A
0001000214,000010,A,C,A,,A,C
0001000214,000020,B,B,B,,C,B
0001000214,000030,B,A,A,,C,C
0001000215,000010,B,B,A,,A,B
0001000215,000020,A,C,B,,B,C
0001000215,000030,B,C,B,,B,B
0001000215,000040,A,C,B,,B,A
0001000215,000050,C,B,B,,C,C
0001000215,000060,C,C,C,,B,B
0001000216,000010,C,A,B,,C,A
0001000216,000020,B,C,A,,C,A
0001000216,000030,C,B,A,,C,C
0001000216,000040,A,C,B,,C,A
0001000216,000050,B,C,B,,C,B
0001000217,000010,B,B,B,,A,B
0001000217,000020,A,C,A,,B,A
0001000217,000030,B,A,B,,C,B
0001000217,000040,C,B,B,,A,A
0001000217,000050,B,B,B,,C,C
0001000218,000010,A,C,C,,B,B
0001000218,000020,A,C,B,,B,C
0001000218,000030,B,B,C,,C,A
0001000219,000010,B,C,A,,C,B
0001000220,000010,B,B,C,,B,A
0001000221,000010,C,B,A,,B,A
0001000222,000010,B,B,A,,A,C
0001000222,000020,B,A,B,,A,B
0001000222,000030,B,C,A,,A,B
0001000222,000040,A,B,A,,A,A
0001000222,000050,B,C,A,,A,A
0001000222,000060,B,C,C,,A,C
0001000223,000010,A,A,A,,C,A
0001000223,000020,B,B,B,,A,C
0001000223,000030,C,C,A,,C,B
0001000224,000010,C,B,A,,B,C
0001000224,000020,B,B,A,,A,B
0001000224,000030,A,A,B,,A,B
0001000224,000040,C,B,A,,B,B
0001000225,000010,A,C,B,,B,C
0001000225,000020,B,B,C,,A,A
0001000225,000030,A,B,B,,A,A
0001000225,000040,B,B,B,,B,C
0001000225,000050,B,B,B,,B,B
0001000225,000060,A,C,B,,B,B
0001000226,000010,B,C,B,,C,B
0001000226,000020,A,C,A,,A,B
0001000227,000010,B,A,B,,A,B
0001000227,000020,C,B,B,,A,C
0001000227,000030,B,C,B,,B,C
0001000228,000010,B,C,C,,A,A
0001000228,000020,A,C,B,,B,A
0001000228,000030,B,A,B,,B,C
0001000228,000040,B,C,A,,B,B
0001000228,000050,B,A,A,,A,A
0001000228,000060,B,C,C,,C,C
0001000228,000070,C,C,C,,A,A
0001000229,000010,C,B,A,,B,B
0001000229,000020,B,B,C,,B,B
0001000229,000030,A,B,C,,C,B
0001000229,000040,C,A,C,,A,B
0001000230,000010,A,B,C,,B,A
0001000230,000020,C,A,A,,B,B
0001000231,000010,A,B,A,,C,B
0001000231,000020,A,A,C,,C,A
0001000231,000030,B,B,B,,C,A
0001000231,000040,B,A,B,,B,B
0001000232,000010,C,B,A,,B,B
0001000232,000020,B,C,A,,C,A
0001000232,000030,C,B,A,,A,A
0001000232,000040,A,B,C,,A,C
0001000232,000050,A,B,A,,B,B
0001000233,000010,B,B,A,,C,A
0001000233,000020,B,B,C,,C,C
0001000233,000030,B,A,B,,A,B
0001000233,000040,A,B,A,,A,C
0001000233,000050,A,C,A,,B,A
0001000233,000060,A,A,B,,B,C
0001000233,000070,B,C,A,,B,B
0001000234,000010,A,B,C,,A,A
0001000235,000010,C,C,B,,C,B
0001000235,000020,C,B,B,,B,B
0001000236,000010,C,B,A,,C,A
0001000236,000020,A,B,A,,C,B
0001000236,000030,B,B,B,,A,B
0001000236,000040,A,C,C,,C,B
0001000236,000050,C,B,A,,B,B
0001000236,000060,B,A,B,,B,A
0001000237,000010,C,B,C,,B,A
0001000237,000020,A,C,B,,B,C
0001000237,000030,C,A,B,,C,A
0001000237,000040,C,B,B,,A,C
0001000237,000050,B,C,B,,B,C
0001000237,000060,B,A,C,,B,B
0001000238,000010,A,B,C,,C,A
0001000238,000020,A,C,C,,A,B
0001000238,000030,C,B,B,,B,A
0001000239,000010,B,B,A,,B,A
0001000239,000020,B,B,C,,C,B
0001000239,000030,C,A,B,,A,B
0001000239,000040,C,B,A,,B,C
0001000239,000050,C,C,C,,A,A
0001000239,000060,B,C,B,,C,A
0001000239,000070,B,C,C,,B,A
0001000239,000080,C,B,A,,A,B
0001000240,000010,B,A,A,,B,C
0001000240,000020,B,C,A,,C,A
0001000240,000030,C,B,C,,C,C
0001000240,000040,B,B,A,,B,C
0001000241,000010,C,B,A,,A,B
0001000242,000010,B,A,A,,A,B
0001000242,000020,B,B,B,,B,A
0001000242,000030,C,A,B,,B,A
0001000242,000040,B,A,B,,C,B
0001000242,000050,A,B,A,,B,B
0001000243,000010,B,B,A,,C,C
0001000243,000020,B,B,B,,B,C
0001000243,000030,C,B,A,,A,C
0001000243,000040,B,C,C,,B,C
0001000243,000050,A,B,A,,A,C
0001000243,000060,C,A,A,,C,B
0001000243,000070,B,B,C,,A,C
0001000244,000010,B,B,B,,B,A
0001000244,000020,B,A,A,,B,A
0001000244,000030,B,A,C,,B,A
0001000244,000040,C,C,B,,C,A
0001000245,000010,A,C,A,,C,C
0001000245,000020,A,B,A,,B,C
0001000245,000030,A,B,B,,A,C
0001000245,000040,C,B,C,,C,C
0001000245,000050,B,C,C,,A,B
0001000245,000060,B,A,A,,B,A
0001000245,000070,B,A,B,,B,A
0001000245,000080,C,B,C,,B,B
0001000245,000090,B,C,C,,B,B
0001000245,000100,B,B,B,,B,A
0001000246,000010,B,C,A,,C,C
0001000247,000010,C,B,B,,A,A
0001000247,000020,A,B,B,,B,A
0001000247,000030,B,A,B,,C,A
0001000248,000010,B,B,A,,B,C
0001000248,000020,A,B,C,,C,A
0001000248,000030,B,A,C,,B,B
0001000248,000040,A,C,B,,B,B
0001000249,000010,B,B,A,,B,C
0001000249,000020,B,A,A,,A,B
0001000249,000030,A,B,A,,B,A
0001000249,000040,B,C,B,,A,B
0001000249,000050,C,C,A,,B,B
0001000249,000060,B,A,A,,B,A
0001000249,000070,B,C,B,,B,A
0001000249,000080,B,B,B,,B,A
0001000250,000010,B,A,B,,B,A
0001000250,000020,A,B,A,,B,C
0001000250,000030,A,B,C,,A,C
0001000250,000040,B,B,B,,B,A
0001000250,000050,C,B,A,,B,B
0001000250,000060,C,B,B,,C,B
0001000250,000070,B,C,A,,A,A
0001000251,000010,B,A,A,,B,B
0001000251,000020,C,C,A,,B,B
0001000251,000030,A,B,B,,A,B
0001000251,000040,B,C,B,,C,C
0001000251,000050,B,B,C,,A,B
0001000251,000060,A,A,B,,B,B
0001000251,000070,B,C,C,,B,A
0001000251,000080,B,A,B,,C,B
0001000251,000090,C,B,B,,B,A
0001000251,000100,B,B,B,,B,B
0001000251,000110,C,C,C,,C,A
0001000252,000010,B,C,A,,A,C
0001000252,000020,A,B,C,,B,A
0001000252,000030,A,A,A,,C,C
0001000252,000040,B,A,A,,C,B
0001000252,000050,B,B,C,,B,C
0001000252,000060,A,A,B,,C,B
0001000252,000070,B,B,B,,B,A
0001000253,000010,B,A,A,,A,C
0001000253,000020,C,C,B,,A,B
0001000253,000030,B,B,A,,C,A
0001000253,000040,B,C,A,,A,B
0001000253,000050,A,B,B,,B,A
0001000254,000010,C,B,B,,A,B
0001000254,000020,B,A,C,,B,B
0001000254,000030,A,B,A,,B,B
0001000254,000040,A,B,B,,B,A
0001000255,000010,B,B,C,,A,B
0001000255,000020,A,C,A,,A,B
0001000255,000030,A,C,B,,B,C
0001000255,000040,B,C,A,,B,A
0001000255,000050,C,A,A,,A,A
0001000255,000060,B,B,C,,C,B
0001000256,000010,A,B,A,,B,C
0001000256,000020,A,B,A,,A,A
0001000256,000030,B,C,B,,A,B
0001000256,000040,C,B,A,,A,B
0001000256,000050,B,B,A,,A,A
0001000256,000060,C,B,C,,A,A
0001000257,000010,C,B,C,,A,B
0001000257,000020,C,B,A,,A,A
0001000257,000030,C,C,B,,A,B
0001000257,000040,B,C,A,,B,A
0001000257,000050,A,C,A,,B,A
0001000257,000060,B,B,A,,A,B
0001000257,000070,A,B,A,,B,B
0001000258,000010,B,B,B,,B,C
0001000258,000020,B,B,B,,B,B
0001000258,000030,A,A,A,,A,A
0001000259,000010,B,B,B,,B,A
0001000259,000020,A,B,B,,C,A
0001000259,000030,A,B,A,,B,B
0001000259,000040,B,B,A,,B,B
0001000259,000050,B,B,C,,B,B
0001000259,000060,A,B,A,,B,A
0001000259,000070,C,C,B,,A,A
0001000259,000080,C,B,C,,B,A
0001000259,000090,A,A,C,,B,A
0001000259,000100,C,A,C,,B,C
0001000259,000110,C,B,A,,B,B
0001000260,000010,B,B,C,,C,A
0001000260,000020,B,C,A,,A,B
0001000260,000030,A,B,A,,B,B
0001000260,000040,B,B,B,,B,B
0001000260,000050,C,B,B,,B,C
0001000260,000060,A,A,B,,B,A
0001000260,000070,B,C,A,,B,B
0001000261,000010,A,A,A,,A,B
0001000261,000020,A,B,C,,B,C
0001000261,000030,A,A,C,,A,B
0001000261,000040,B,C,B,,A,A
0001000261,000050,B,C,B,,C,A
0001000261,000060,B,C,B,,A,A
0001000262,000010,B,B,C,,B,B
0001000262,000020,C,B,B,,B,B
0001000262,000030,B,C,A,,B,C
0001000262,000040,C,B,C,,C,A
0001000263,000010,A,C,B,,B,A
0001000263,000020,C,C,C,,B,C
0001000263,000030,B,A,A,,A,C
0001000264,000010,C,B,B,,A,C
0001000264,000020,B,B,C,,C,B
0001000264,000030,B,B,B,,C,A
0001000264,000040,C,A,C,,C,C
0001000264,000050,B,A,C,,C,A
0001000264,000060,B,B,A,,B,A
0001000264,000070,A,A,C,,A,B
0001000265,000010,A,A,A,,C,C
0001000265,000020,B,C,C,,B,B
0001000265,000030,B,B,C,,A,C
0001000265,000040,C,B,A,,C,C
0001000266,000010,A,B,A,,A,C
0001000266,000020,B,B,B,,C,B
0001000266,000030,B,B,B,,B,C
0001000267,000010,C,B,A,,C,C
0001000267,000020,B,C,C,,A,B
0001000267,000030,B,B,C,,B,A
0001000267,000040,A,B,B,,B,A
0001000267,000050,C,A,A,,B,A
0001000267,000060,B,C,C,,B,A
0001000268,000010,A,B,A,,C,A
0001000268,000020,A,A,C,,B,A
0001000268,000030,A,B,C,,A,A
0001000268,000040,C,C,C,,C,A
0001000268,000050,C,B,B,,B,C
0001000268,000060,C,C,B,,B,A
0001000269,000010,B,C,A,,C,A
0001000269,000020,B,B,A,,C,C
0001000270,000010,B,A,A,,A,A
0001000270,000020,A,B,C,,B,B
0001000270,000030,A,A,B,,B,B
0001000270,000040,B,A,A,,A,C
0001000270,000050,B,A,A,,B,B
0001000270,000060,C,A,B,,B,A
0001000270,000070,B,C,A,,A,A
0001000270,000080,C,C,A,,B,A
0001000270,000090,A,B,B,,C,A
0001000271,000010,B,B,C,,B,A
0001000271,000020,A,B,B,,A,B
0001000271,000030,C,C,A,,B,B
0001000271,000040,B,A,A,,B,A
0001000271,000050,A,B,B,,A,A
0001000272,000010,B,C,B,,C,B
0001000272,000020,B,A,B,,C,B
0001000272,000030,C,C,C,,B,A
0001000273,000010,B,B,A,,C,B
0001000273,000020,C,B,A,,A,B
0001000273,000030,A,A,C,,B,A
0001000273,000040,B,B,A,,B,A
0001000273,000050,B,B,A,,B,A
0001000273,000060,B,A,B,,B,B
0001000273,000070,A,B,A,,C,A
0001000273,000080,B,B,A,,B,A
0001000273,000090,B,B,B,,B,A
0001000273,000100,C,A,A,,B,B
0001000274,000010,C,A,C,,B,B
0001000274,000020,A,B,C,,C,B
0001000274,000030,B,C,B,,A,B
0001000274,000040,B,C,C,,B,B
0001000275,000010,B,C,A,,A,A
0001000275,000020,C,C,A,,B,B
0001000275,000030,C,B,A,,B,A
0001000275,000040,A,B,C,,B,B
0001000275,000050,A,C,B,,A,C
0001000276,000010,B,B,B,,B,B
0001000276,000020,A,A,A,,B,A
0001000276,000030,B,C,B,,B,B
0001000276,000040,C,B,B,,B,A
0001000276,000050,C,C,B,,C,B
0001000276,000060,B,C,A,,B,C
0001000276,000070,B,B,B,,B,C
0001000276,000080,A,A,C,,B,C
0001000276,000090,A,A,C,,B,A
0001000276,000100,C,C,B,,C,B
0001000277,000010,A,A,C,,C,C
0001000277,000020,B,B,C,,B,B
0001000277,000030,B,B,B,,A,B
0001000277,000040,A,B,A,,B,A
0001000277,000050,B,B,B,,A,B
0001000277,000060,B,A,B,,C,C
0001000278,000010,B,C,B,,B,A
0001000278,000020,C,B,B,,B,A
0001000278,000030,A,B,B,,A,A
0001000278,000040,B,A,A,,A,B
0001000278,000050,B,C,C,,B,B
0001000278,000060,A,A,C,,B,C
0001000278,000070,C,B,C,,A,B
0001000278,000080,A,C,A,,C,B
0001000278,000090,B,C,A,,B,A
0001000279,000010,A,C,A,,B,B
0001000279,000020,B,A,A,,B,A
0001000279,000030,B,B,B,,B,A
0001000279,000040,A,A,C,,B,B
0001000279,000050,B,B,B,,B,C
0001000279,000060,B,C,B,,B,A
0001000279,000070,C,C,C,,B,C
0001000279,000080,A,A,A,,C,B
0001000279,000090,B,B,B,,C,A
0001000280,000010,A,C,A,,A,A
0001000280,000020,A,C,A,,A,B
0001000280,000030,B,A,A,,A,B
0001000281,000010,C,A,C,,A,A
0001000282,000010,B,B,B,,A,B
0001000283,000010,A,A,C,,C,B
0001000283,000020,B,B,B,,A,C
0001000283,000030,A,B,C,,B,B
0001000283,000040,B,B,C,,A,B
0001000283,000050,B,B,B,,B,A
0001000283,000060,A,C,C,,B,B
0001000283,000070,A,B,B,,B,A
0001000283,000080,C,A,A,,B,A
0001000283,000090,B,B,B,,C,A
0001000283,000100,B,B,B,,A,C
0001000283,000110,C,B,A,,B,B
0001000284,000010,A,C,A,,C,B
0001000284,000020,B,C,A,,A,C
0001000284,000030,B,C,B,,C,B
0001000285,000010,B,C,C,,A,C
0001000285,000020,C,B,A,,A,A
0001000285,000030,A,C,B,,B,B
0001000285,000040,B,C,B,,A,A
0001000286,000010,B,C,B,,B,C
0001000286,000020,C,A,B,,B,B
0001000287,000010,B,C,A,,B,B
0001000287,000020,B,C,A,,A,C
0001000287,000030,C,A,C,,B,B
