VBELN,LFSTK,FKSTK,GBSTK,ABSTK,LFGSK,FKIVK,UVALL,CMGST
0001000795,B,B,C,,C,,,A
0001000796,A,A,B,,A,,,
0001000797,C,B,C,,B,,,
0001000798,A,B,C,,B,,,
0001000799,B,B,B,,A,,,
0001000800,B,A,A,,B,,,A
0001000801,B,C,C,,A,,,
0001000802,B,B,C,,A,,,
0001000803,C,B,B,,A,,,A
0001000804,B,B,C,,B,,,
0001000805,C,C,B,,A,,,A
0001000806,B,B,B,,B,,,B
0001000807,B,A,B,,C,,,A
0001000808,A,A,A,,A,,,B
0001000809,B,C,B,,B,,,
0001000810,C,B,A,,C,,,B
0001000811,C,B,C,,C,,,B
0001000812,B,C,B,,A,,,
0001000813,A,B,B,,A,,,
0001000814,A,B,A,,C,,,
0001000815,B,C,A,,C,,,A
0001000816,A,C,C,,B,,,A
0001000817,A,C,A,,C,,,
0001000818,C,A,A,,A,,,B
0001000819,A,A,B,,B,,,B
0001000820,B,B,C,,A,,,A
0001000821,C,C,B,,C,,,
0001000822,C,A,A,,B,,,
0001000823,A,C,A,,A,,,
0001000824,A,B,A,,B,,,A
0001000825,A,C,B,,B,,,A
0001000826,A,B,A,,A,,,
0001000827,A,A,B,,C,,,
0001000828,B,B,B,,A,,,
0001000829,C,B,A,,B,,,
0001000830,B,B,A,,B,,,B
0001000831,C,B,C,,C,,,A
0001000832,B,B,B,,B,,,
0001000833,A,C,B,,A,,,A
0001000834,C,B,C,,B,,,
0001000835,B,B,C,,C,,,A
0001000836,B,C,C,,B,,,
0001000837,B,B,A,,B,,,
0001000838,B,C,B,,A,,,
0001000839,B,A,C,,A,,,A
0001000840,B,C,A,,B,,,B
0001000841,A,B,A,,A,,,
0001000842,B,A,B,,B,,,
0001000843,B,B,A,,A,,,
0001000844,B,A,C,,A,,,B
0001000845,B,C,A,,A,,,
0001000846,A,C,B,,B,,,
0001000847,B,A,A,,B,,,
0001000848,B,B,B,,B,,,B
0001000849,B,B,A,,C,,,
0001000850,B,A,C,,B,,,
0001000851,B,A,A,,B,,,
0001000852,B,C,B,,B,,,A
0001000853,C,B,A,,A,,,A
0001000854,A,C,B,,B,,,
0001000855,B,C,A,,B,,,A
0001000856,A,B,C,,B,,,
0001000857,B,A,A,,B,,,
0001000858,B,B,B,,B,,,
0001000859,C,B,B,,A,,,B
0001000860,B,A,A,,B,,,B
0001000861,C,B,B,,B,,,
0001000862,C,C,C,,B,,,
0001000863,B,C,B,,B,,,
0001000864,A,A,B,,B,,,
0001000865,C,B,B,,C,,,A
0001000866,A,B,A,,A,,,
0001000867,B,B,B,,B,,,
0001000868,C,B,C,,B,,,
0001000869,A,C,B,,B,,,
0001000870,B,B,C,,B,,,B
0001000871,B,B,B,,C,,,
0001000872,A,A,C,,B,,,
0001000873,C,A,A,,B,,,
0001000874,A,A,A,,B,,,B
0001000875,B,C,B,,A,,,B
0001000876,B,B,B,,C,,,
0001000877,B,C,B,,B,,,
0001000878,A,B,B,,B,,,
0001000879,B,A,C,,B,,,A
0001000880,B,C,A,,B,,,A
0001000881,B,B,B,,C,,,
0001000882,B,C,A,,C,,,B
0001000883,B,B,B,,C,,,
0001000884,A,B,B,,A,,,
0001000885,B,C,A,,B,,,A
0001000886,B,C,A,,B,,,
0001000887,A,C,C,,A,,,
0001000888,A,C,A,,B,,,A
0001000889,B,A,B,,C,,,
0001000890,B,B,A,,B,,,
0001000891,B,C,A,,A,,,A
0001000892,B,C,B,,A,,,
0001000893,B,B,A,,A,,,A
0001000894,B,A,C,,B,,,
0001000895,A,B,A,,B,,,A
0001000896,B,A,A,,B,,,B
0001000897,C,C,C,,B,,,
0001000898,A,A,C,,A,,,B
0001000899,B,A,B,,A,,,B
0001000900,C,A,A,,A,,,
0001000901,A,B,A,,C,,,A
0001000902,C,C,B,,C,,,
0001000903,C,B,B,,B,,,
0001000904,C,A,B,,C,,,A
0001000905,A,B,B,,B,,,A
0001000906,B,C,C,,B,,,A
0001000907,B,B,B,,B,,,A
0001000908,C,B,A,,A,,,
0001000909,B,B,A,,B,,,A
0001000910,C,B,C,,B,,,
0001000911,B,B,C,,A,,,
0001000912,B,A,B,,A,,,A
0001000913,A,B,B,,C,,,
0001000914,B,B,B,,B,,,
0001000915,B,B,B,,A,,,
0001000916,B,C,B,,B,,,A
0001000917,B,B,B,,B,,,B
0001000918,B,C,B,,A,,,
0001000919,B,C,A,,A,,,B
0001000920,C,C,A,,B,,,
0001000921,C,B,B,,C,,,A
0001000922,C,B,B,,B,,,
0001000923,A,A,C,,B,,,A
0001000924,C,C,A,,C,,,
0001000925,B,B,C,,A,,,
0001000926,A,C,A,,B,,,
0001000927,B,C,B,,A,,,A
0001000928,A,C,C,,C,,,
0001000929,A,B,C,,B,,,
0001000930,B,C,B,,A,,,
0001000931,B,B,B,,B,,,
0001000932,B,B,C,,B,,,B
0001000933,B,A,B,,B,,,A
0001000934,B,C,C,,A,,,
0001000935,A,A,A,,B,,,
0001000936,B,A,B,,B,,,
0001000937,B,B,B,,C,,,B
0001000938,B,C,A,,B,,,B
0001000939,A,B,A,,A,,,
0001000940,B,C,B,,B,,,
0001000941,B,C,C,,B,,,B
0001000942,C,B,B,,B,,,A
0001000943,A,B,A,,B,,,A
0001000944,C,B,B,,B,,,
0001000945,C,C,C,,B,,,A
0001000946,B,C,B,,B,,,
0001000947,B,B,B,,B,,,A
0001000948,B,C,C,,A,,,A
0001000949,C,C,C,,B,,,A
0001000950,C,B,C,,A,,,
0001000951,C,B,B,,A,,,B
0001000952,B,B,B,,B,,,
0001000953,B,C,A,,B,,,
0001000954,B,B,B,,C,,,
0001000955,A,A,A,,B,,,B
0001000956,C,B,A,,B,,,
0001000957,B,B,A,,A,,,A
0001000958,A,B,C,,A,,,B
0001000959,C,B,A,,C,,,
0001000960,B,B,A,,B,,,B
0001000961,B,A,A,,A,,,
0001000962,B,B,A,,C,,,B
0001000963,C,C,A,,B,,,A
0001000964,A,A,A,,B,,,
0001000965,A,C,C,,A,,,
0001000966,B,B,A,,C,,,
0001000967,C,C,B,,B,,,
0001000968,B,A,C,,B,,,
0001000969,A,A,B,,B,,,
0001000970,A,B,C,,A,,,A
0001000971,C,A,B,,B,,,B
0001000972,B,B,B,,B,,,A
0001000973,B,C,A,,C,,,B
0001000974,B,C,C,,B,,,
0001000975,A,A,B,,B,,,
0001000976,A,B,C,,B,,,B
0001000977,B,C,B,,B,,,
0001000978,A,A,C,,B,,,B
0001000979,B,C,B,,A,,,B
0001000980,B,B,A,,C,,,
0001000981,C,C,C,,B,,,
0001000982,B,C,B,,A,,,A
0001000983,B,C,B,,B,,,
0001000984,B,A,B,,B,,,B
0001000985,A,B,A,,B,,,
0001000986,B,C,A,,B,,,
0001000987,B,B,A,,A,,,
0001000988,B,C,B,,A,,,
0001000989,A,B,B,,C,,,B
0001000990,B,B,B,,B,,,A
0001000991,A,B,C,,B,,,A
0001000992,A,B,A,,C,,,B
0001000993,B,C,A,,A,,,A
0001000994,B,C,B,,B,,,
0001000995,A,C,C,,B,,,B
0001000996,A,B,C,,B,,,A
0001000997,A,C,A,,C,,,A
0001000998,C,A,A,,B,,,B
0001000999,C,A,C,,B,,,
0001001000,B,C,B,,A,,,
0001001001,B,B,A,,A,,,A
0001001002,A,A,B,,B,,,B
0001001003,A,A,B,,A,,,
0001001004,B,B,A,,B,,,
0001001005,B,B,B,,B,,,
0001001006,B,B,A,,A,,,
0001001007,A,B,C,,B,,,B
0001001008,A,A,C,,B,,,
0001001009,B,B,A,,B,,,B
0001001010,B,B,C,,A,,,A
0001001011,B,B,B,,B,,,
0001001012,A,A,A,,B,,,A
0001001013,B,A,C,,B,,,A
0001001014,B,A,A,,B,,,A
0001001015,B,C,B,,A,,,
0001001016,B,B,C,,B,,,
0001001017,A,B,C,,B,,,
0001001018,B,C,B,,B,,,
0001001019,C,C,B,,A,,,A
0001001020,B,C,B,,C,,,B
0001001021,B,A,A,,A,,,
0001001022,B,A,C,,B,,,B
0001001023,B,B,A,,B,,,B
0001001024,B,B,A,,B,,,
0001001025,B,B,A,,B,,,
0001001026,B,B,A,,A,,,
0001001027,B,B,C,,B,,,
0001001028,B,C,A,,B,,,A
0001001029,B,B,A,,B,,,
0001001030,B,A,B,,A,,,
0001001031,B,C,A,,B,,,
0001001032,A,B,C,,C,,,B
0001001033,B,A,C,,B,,,
0001001034,B,B,C,,B,,,
0001001035,C,A,B,,B,,,
0001001036,B,A,C,,B,,,
0001001037,B,C,A,,A,,,A
0001001038,C,A,C,,C,,,A
0001001039,B,B,B,,B,,,B
0001001040,B,A,B,,B,,,
0001001041,B,C,B,,B,,,A
0001001042,B,B,A,,A,,,
0001001043,B,B,B,,B,,,
0001001044,B,C,B,,A,,,A
0001001045,B,C,B,,B,,,A
0001001046,B,B,B,,A,,,
0001001047,A,B,A,,C,,,A
0001001048,C,A,C,,B,,,B
0001001049,B,A,A,,B,,,
0001001050,C,B,B,,B,,,
0001001051,B,A,C,,C,,,
0001001052,A,A,A,,B,,,
0001001053,A,C,A,,B,,,A
0001001054,A,C,B,,C,,,A
0001001055,B,A,C,,A,,,A
0001001056,C,B,B,,B,,,
0001001057,A,C,A,,A,,,
0001001058,C,A,B,,B,,,B
0001001059,B,B,A,,B,,,B
0001001060,A,C,A,,B,,,
0001001061,B,B,A,,C,,,B
0001001062,A,A,B,,B,,,B
0001001063,A,B,A,,B,,,A
0001001064,B,A,A,,B,,,B
0001001065,C,B,A,,A,,,A
0001001066,B,C,C,,B,,,
0001001067,B,A,A,,B,,,A
0001001068,A,A,A,,B,,,A
0001001069,B,A,C,,B,,,
0001001070,B,B,B,,A,,,
0001001071,B,B,A,,A,,,B
0001001072,B,B,A,,B,,,B
0001001073,B,B,C,,C,,,A
0001001074,B,B,A,,B,,,
0001001075,B,A,B,,B,,,
0001001076,C,A,A,,B,,,B
0001001077,A,A,C,,C,,,
0001001078,A,B,A,,B,,,
0001001079,B,C,A,,A,,,
0001001080,C,B,B,,C,,,
0001001081,B,C,C,,B,,,
0001001082,B,C,B,,A,,,
0001001083,B,B,B,,A,,,A
0001001084,B,C,A,,B,,,
0001001085,C,B,A,,B,,,A
0001001086,C,A,A,,C,,,A
0001001087,C,C,B,,C,,,A
0001001088,C,C,B,,B,,,A
0001001089,B,A,A,,C,,,
0001001090,A,A,A,,B,,,
0001001091,B,B,A,,A,,,
0001001092,B,A,B,,B,,,
0001001093,C,C,B,,B,,,
0001001094,B,C,C,,B,,,
0001001095,B,A,B,,B,,,A
0001001096,C,C,A,,B,,,
0001001097,A,B,A,,B,,,
0001001098,C,A,B,,A,,,
0001001099,B,A,B,,A,,,B
0001001100,B,C,C,,A,,,
0001001101,C,B,A,,B,,,
0001001102,B,B,C,,B,,,A
0001001103,C,A,A,,B,,,
0001001104,A,A,A,,B,,,A
0001001105,A,B,A,,A,,,A
0001001106,B,B,A,,A,,,
0001001107,B,A,B,,A,,,
0001001108,A,A,C,,C,,,A
0001001109,B,A,B,,B,,,
0001001110,B,B,B,,C,,,
0001001111,A,C,A,,A,,,
0001001112,C,A,B,,B,,,
0001001113,C,B,A,,C,,,
0001001114,B,B,B,,A,,,
0001001115,B,B,A,,B,,,
0001001116,B,B,A,,A,,,A
0001001117,A,C,C,,A,,,
0001001118,A,B,A,,B,,,A
0001001119,A,A,A,,B,,,
0001001120,B,B,A,,A,,,
0001001121,A,C,C,,B,,,A
0001001122,A,C,C,,B,,,B
0001001123,B,C,C,,C,,,
0001001124,B,B,A,,C,,,
0001001125,A,B,C,,B,,,B
0001001126,B,A,C,,A,,,
0001001127,A,A,C,,B,,,
0001001128,B,B,A,,C,,,
0001001129,B,B,A,,A,,,
0001001130,C,A,C,,B,,,B
0001001131,A,A,A,,A,,,
0001001132,B,B,C,,C,,,A
0001001133,B,C,C,,B,,,
0001001134,A,C,A,,A,,,A
0001001135,B,C,A,,B,,,A
0001001136,C,C,A,,C,,,
0001001137,A,C,C,,A,,,
0001001138,B,C,A,,B,,,B
0001001139,B,C,A,,B,,,A
0001001140,B,A,B,,B,,,B
0001001141,B,C,B,,B,,,B
0001001142,A,C,A,,A,,,B
0001001143,B,B,A,,B,,,
0001001144,B,B,B,,B,,,B
0001001145,B,A,B,,B,,,
0001001146,B,A,B,,B,,,
0001001147,A,C,C,,A,,,
0001001148,C,B,A,,B,,,B
0001001149,A,A,B,,A,,,
0001001150,B,A,B,,B,,,
0001001151,B,B,A,,A,,,B
0001001152,B,A,A,,A,,,A
0001001153,B,B,B,,A,,,
0001001154,B,C,C,,A,,,A
0001001155,B,B,A,,B,,,
0001001156,A,B,B,,C,,,
0001001157,A,A,A,,B,,,
0001001158,B,B,C,,A,,,
0001001159,A,B,B,,C,,,B
0001001160,C,A,A,,B,,,A
0001001161,C,C,B,,C,,,
0001001162,B,B,C,,A,,,
0001001163,A,C,C,,B,,,B
0001001164,B,C,C,,B,,,
0001001165,A,C,B,,B,,,
0001001166,C,A,B,,B,,,A
0001001167,B,A,C,,B,,,
0001001168,B,A,A,,A,,,A
0001001169,A,B,C,,B,,,
0001001170,B,B,A,,A,,,B
0001001171,B,B,A,,B,,,A
0001001172,B,C,A,,A,,,
0001001173,B,C,B,,C,,,
0001001174,B,A,B,,A,,,
0001001175,A,A,A,,A,,,A
0001001176,B,B,B,,A,,,B
0001001177,C,C,C,,B,,,B
0001001178,A,C,B,,B,,,A
0001001179,B,C,A,,A,,,
0001001180,C,C,A,,B,,,
0001001181,B,B,A,,C,,,
0001001182,A,A,C,,C,,,A
0001001183,B,B,B,,B,,,
0001001184,C,B,A,,C,,,A
0001001185,B,C,A,,B,,,
0001001186,A,B,C,,A,,,
0001001187,B,A,B,,C,,,A
0001001188,B,B,B,,B,,,B
0001001189,A,A,A,,B,,,B
0001001190,B,B,C,,B,,,
0001001191,B,B,B,,A,,,A
0001001192,B,C,C,,A,,,
0001001193,B,C,C,,B,,,A
0001001194,B,B,C,,B,,,
0001001195,C,B,C,,B,,,
0001001196,C,B,B,,A,,,
0001001197,B,B,A,,A,,,
0001001198,C,C,C,,B,,,
0001001199,B,A,C,,B,,,
0001001200,C,C,A,,A,,,A
0001001201,B,C,C,,B,,,
0001001202,B,C,C,,C,,,A
0001001203,A,B,C,,B,,,B
0001001204,B,B,B,,C,,,B
0001001205,A,A,C,,B,,,
0001001206,B,C,A,,B,,,A
0001001207,B,A,B,,B,,,A
0001001208,A,C,C,,B,,,
0001001209,B,B,B,,B,,,B
0001001210,B,A,B,,B,,,
0001001211,C,B,A,,C,,,
0001001212,B,A,C,,B,,,
0001001213,B,B,B,,A,,,B
0001001214,A,A,A,,B,,,
0001001215,B,A,C,,A,,,A
0001001216,B,C,C,,B,,,
0001001217,A,C,A,,C,,,A
0001001218,B,B,C,,B,,,A
0001001219,B,A,B,,A,,,
0001001220,A,B,A,,C,,,
0001001221,B,A,C,,B,,,A
0001001222,A,B,A,,B,,,
0001001223,B,C,B,,C,,,B
0001001224,B,B,A,,B,,,A
0001001225,A,A,B,,A,,,
0001001226,C,B,A,,C,,,
0001001227,B,A,A,,B,,,
0001001228,A,A,B,,B,,,B
0001001229,C,A,C,,A,,,
0001001230,B,A,B,,B,,,
0001001231,B,C,B,,B,,,B
0001001232,B,C,C,,C,,,
0001001233,B,C,A,,C,,,
0001001234,A,B,B,,A,,,A
0001001235,A,C,C,,B,,,
0001001236,C,A,C,,B,,,
0001001237,B,B,B,,B,,,B
0001001238,A,B,A,,C,,,
0001001239,B,C,B,,A,,,B
0001001240,A,A,B,,C,,,
0001001241,C,A,C,,A,,,A
0001001242,C,B,A,,B,,,
0001001243,B,B,C,,A,,,A
0001001244,A,B,A,,B,,,A
0001001245,A,C,B,,B,,,B
0001001246,A,C,B,,A,,,
0001001247,B,A,A,,B,,,B
0001001248,C,B,A,,C,,,
0001001249,B,C,B,,B,,,
0001001250,A,C,C,,B,,,A
0001001251,B,C,C,,B,,,
0001001252,B,A,A,,C,,,
0001001253,A,B,B,,A,,,
0001001254,A,B,A,,A,,,A
0001001255,A,B,B,,C,,,
0001001256,A,A,A,,B,,,
0001001257,B,B,A,,A,,,
0001001258,B,C,B,,A,,,A
0001001259,C,B,A,,A,,,
0001001260,B,A,A,,B,,,
0001001261,C,A,A,,B,,,A
0001001262,A,B,A,,A,,,
0001001263,B,C,B,,A,,,
0001001264,A,C,A,,A,,,A
0001001265,B,C,B,,A,,,
0001001266,A,B,A,,A,,,A
0001001267,A,A,A,,C,,,
0001001268,A,B,B,,A,,,
0001001269,B,B,B,,A,,,
0001001270,C,C,A,,B,,,A
0001001271,C,B,B,,B,,,
0001001272,B,C,B,,B,,,A
0001001273,B,C,B,,B,,,A
0001001274,C,C,C,,A,,,
0001001275,A,C,A,,C,,,
0001001276,C,C,A,,B,,,
0001001277,B,B,A,,C,,,B
0001001278,A,A,B,,C,,,A
0001001279,B,B,C,,A,,,B
0001001280,C,B,B,,C,,,
0001001281,A,B,C,,A,,,
0001001282,B,C,B,,B,,,B
0001001283,A,A,B,,A,,,A
0001001284,B,C,A,,B,,,B
0001001285,B,A,B,,A,,,A
0001001286,A,B,A,,B,,,
0001001287,A,B,C,,C,,,
0001001288,A,B,B,,C,,,A
0001001289,C,A,B,,B,,,
0001001290,B,A,B,,B,,,A
0001001291,C,A,B,,A,,,A
0001001292,C,A,A,,C,,,A
0001001293,B,B,C,,A,,,A
0001001294,B,B,B,,B,,,B
0001001295,C,B,C,,A,,,A
0001001296,B,B,A,,A,,,A
0001001297,B,B,C,,C,,,
0001001298,B,C,A,,A,,,A
0001001299,C,C,A,,A,,,A
0001001300,A,C,C,,B,,,
0001001301,B,B,A,,A,,,B
0001001302,B,C,A,,B,,,A
0001001303,C,A,B,,B,,,B
0001001304,A,B,A,,A,,,
0001001305,B,C,B,,B,,,A
0001001306,B,A,B,,B,,,
0001001307,B,B,C,,B,,,
0001001308,B,A,B,,C,,,A
0001001309,B,B,A,,B,,,B
0001001310,B,B,A,,A,,,A
0001001311,B,B,B,,B,,,
0001001312,B,A,C,,B,,,
0001001313,B,B,B,,B,,,B
0001001314,A,B,A,,B,,,A
0001001315,A,A,C,,B,,,A
0001001316,B,C,A,,B,,,B
0001001317,B,C,A,,A,,,A
0001001318,A,B,A,,B,,,A
0001001319,C,A,A,,A,,,
0001001320,A,C,A,,A,,,
0001001321,C,C,B,,B,,,
0001001322,A,A,A,,C,,,
0001001323,A,B,B,,C,,,B
0001001324,B,B,A,,C,,,
0001001325,A,B,A,,B,,,A
0001001326,A,C,A,,C,,,
0001001327,A,A,C,,C,,,A
0001001328,B,B,A,,B,,,
0001001329,B,B,B,,B,,,
0001001330,C,C,C,,B,,,
0001001331,B,C,A,,B,,,
0001001332,C,B,A,,B,,,A
0001001333,C,B,A,,B,,,
0001001334,B,A,A,,A,,,B
0001001335,C,A,C,,A,,,
0001001336,B,C,B,,A,,,
0001001337,B,B,B,,A,,,B
0001001338,A,B,B,,B,,,
0001001339,C,A,C,,C,,,B
0001001340,A,A,B,,B,,,
0001001341,C,B,B,,B,,,
0001001342,C,A,A,,A,,,
0001001343,B,A,C,,A,,,B
0001001344,B,A,A,,B,,,
0001001345,B,A,B,,C,,,B
0001001346,C,C,C,,B,,,
0001001347,A,B,C,,B,,,
0001001348,C,B,C,,C,,,A
0001001349,A,B,B,,A,,,A
0001001350,C,C,A,,B,,,
0001001351,C,B,A,,B,,,
0001001352,B,A,C,,A,,,
0001001353,B,B,A,,C,,,
0001001354,B,B,C,,B,,,A
0001001355,B,C,A,,B,,,
0001001356,A,C,C,,A,,,A
0001001357,B,B,B,,B,,,
0001001358,A,B,A,,A,,,A
0001001359,B,C,B,,B,,,
0001001360,B,B,B,,B,,,B
0001001361,B,B,A,,B,,,
0001001362,B,A,A,,A,,,B
0001001363,C,A,B,,B,,,
0001001364,A,B,C,,A,,,A
0001001365,B,A,A,,A,,,A
0001001366,A,B,C,,C,,,
0001001367,A,C,B,,A,,,A
0001001368,B,A,B,,B,,,B
0001001369,B,A,B,,A,,,
0001001370,B,C,B,,B,,,
0001001371,C,B,A,,B,,,A
0001001372,B,A,B,,B,,,
0001001373,C,B,C,,B,,,
0001001374,A,B,A,,A,,,
0001001375,A,A,A,,C,,,
0001001376,B,A,B,,C,,,
0001001377,B,A,A,,B,,,
0001001378,B,B,B,,B,,,B
0001001379,A,A,A,,C,,,
0001001380,C,C,C,,A,,,
0001001381,B,B,B,,B,,,
0001001382,C,A,B,,A,,,
0001001383,C,C,C,,B,,,
0001001384,A,B,C,,B,,,B
0001001385,B,A,B,,C,,,A
0001001386,B,C,B,,B,,,
0001001387,C,A,C,,A,,,A
0001001388,B,C,B,,C,,,A
0001001389,B,B,A,,B,,,
0001001390,B,C,B,,A,,,A
0001001391,B,B,A,,A,,,
0001001392,C,A,B,,B,,,B
0001001393,B,B,C,,A,,,
0001001394,B,B,A,,C,,,A
0001001395,B,C,B,,B,,,
0001001396,C,B,B,,B,,,
0001001397,B,A,A,,B,,,B
0001001398,C,B,A,,B,,,
0001001399,C,B,B,,A,,,A
0001001400,B,B,C,,B,,,B
0001001401,A,A,A,,B,,,
0001001402,A,C,C,,A,,,
0001001403,A,A,A,,A,,,A
0001001404,C,B,C,,B,,,
0001001405,B,A,C,,A,,,A
0001001406,B,C,B,,C,,,A
0001001407,C,C,B,,B,,,B
0001001408,A,B,A,,A,,,
0001001409,B,B,B,,B,,,B
0001001410,B,B,B,,A,,,B
0001001411,C,B,C,,B,,,
0001001412,B,A,C,,C,,,B
0001001413,B,C,B,,B,,,
0001001414,B,B,A,,A,,,A
0001001415,B,B,A,,A,,,A
0001001416,B,B,B,,B,,,B
0001001417,B,C,A,,B,,,
0001001418,C,B,B,,B,,,
0001001419,A,C,A,,C,,,A
0001001420,A,B,B,,B,,,A
0001001421,A,B,B,,A,,,
0001001422,B,A,C,,B,,,
0001001423,B,B,A,,B,,,A
0001001424,C,A,A,,A,,,
0001001425,B,B,A,,A,,,
0001001426,A,A,A,,B,,,
0001001427,B,B,B,,C,,,
0001001428,A,B,B,,B,,,A
0001001429,B,A,C,,A,,,
0001001430,A,B,C,,A,,,A
0001001431,A,A,A,,A,,,
0001001432,A,B,C,,A,,,B
0001001433,B,B,A,,B,,,A
0001001434,B,A,A,,B,,,
0001001435,C,B,A,,B,,,
0001001436,A,C,A,,A,,,B
0001001437,C,C,C,,C,,,A
0001001438,C,A,A,,B,,,A
0001001439,A,B,B,,A,,,A
0001001440,A,A,A,,B,,,
0001001441,B,B,C,,A,,,
0001001442,C,C,A,,B,,,
0001001443,B,A,C,,B,,,
0001001444,B,A,C,,B,,,
0001001445,B,C,B,,A,,,
0001001446,B,B,B,,B,,,B
0001001447,B,B,B,,B,,,
0001001448,A,A,A,,B,,,A
0001001449,C,A,B,,B,,,A
0001001450,B,B,B,,B,,,A
0001001451,B,B,C,,C,,,
0001001452,B,C,B,,B,,,A
0001001453,B,B,C,,A,,,A
0001001454,C,B,C,,A,,,B
0001001455,B,B,C,,C,,,A
0001001456,B,A,B,,B,,,A
0001001457,B,B,C,,A,,,
0001001458,B,B,A,,B,,,
0001001459,A,A,A,,B,,,
0001001460,B,A,B,,B,,,
0001001461,B,C,B,,B,,,
0001001462,A,B,A,,C,,,A
0001001463,B,B,C,,A,,,A
0001001464,B,B,B,,B,,,
0001001465,C,C,A,,A,,,
0001001466,B,A,A,,A,,,A
0001001467,A,C,C,,B,,,
0001001468,B,A,A,,A,,,
0001001469,A,C,A,,C,,,
0001001470,A,B,A,,C,,,B
0001001471,A,A,A,,C,,,A
0001001472,B,C,C,,A,,,A
0001001473,C,C,B,,A,,,
0001001474,B,B,A,,A,,,B
0001001475,C,B,A,,C,,,A
0001001476,A,B,C,,B,,,
0001001477,A,C,B,,B,,,A
0001001478,B,C,B,,A,,,
0001001479,B,A,A,,B,,,A
0001001480,B,A,A,,C,,,A
0001001481,A,B,A,,B,,,
0001001482,C,C,C,,A,,,
0001001483,B,B,B,,A,,,B
0001001484,C,B,C,,B,,,
0001001485,A,B,B,,B,,,
0001001486,A,C,B,,A,,,B
0001001487,A,C,C,,B,,,
0001001488,C,A,B,,B,,,A
0001001489,C,A,B,,B,,,B
0001001490,A,B,A,,C,,,
0001001491,B,B,C,,A,,,B
0001001492,B,B,A,,C,,,A
0001001493,B,B,C,,B,,,A
0001001494,C,A,A,,A,,,A
0001001495,B,C,B,,B,,,B
0001001496,A,B,A,,B,,,
0001001497,C,B,A,,B,,,
0001001498,C,B,A,,A,,,B
0001001499,A,C,A,,B,,,
0001001500,B,B,A,,B,,,
0001001501,C,B,A,,A,,,
0001001502,B,B,A,,A,,,
0001001503,B,B,C,,B,,,A
0001001504,C,B,A,,B,,,
0001001505,A,C,A,,B,,,A
0001001506,B,B,A,,B,,,
0001001507,B,B,C,,B,,,
0001001508,A,A,A,,A,,,A
0001001509,A,B,B,,B,,,
0001001510,B,B,B,,B,,,A
0001001511,B,B,A,,C,,,
0001001512,B,A,B,,B,,,B
0001001513,A,C,B,,C,,,B
0001001514,A,B,A,,A,,,A
0001001515,C,C,B,,B,,,
0001001516,A,A,B,,A,,,
0001001517,B,B,B,,C,,,A
0001001518,B,C,B,,A,,,A
0001001519,B,B,A,,A,,,
0001001520,B,B,A,,C,,,
0001001521,A,A,C,,C,,,A
0001001522,A,A,B,,A,,,
0001001523,A,A,A,,B,,,A
0001001524,B,A,A,,B,,,A
0001001525,B,B,B,,B,,,
0001001526,B,C,A,,B,,,
0001001527,A,C,A,,B,,,
0001001528,B,B,A,,A,,,A
0001001529,B,A,B,,B,,,B
0001001530,C,B,B,,A,,,
0001001531,B,A,B,,B,,,B
0001001532,A,B,A,,A,,,
0001001533,B,C,B,,A,,,A
0001001534,B,A,B,,B,,,A
0001001535,B,B,C,,B,,,A
0001001536,B,C,C,,A,,,
0001001537,B,C,B,,B,,,A
0001001538,A,B,A,,A,,,A
0001001539,B,C,A,,A,,,
0001001540,A,B,A,,B,,,A
0001001541,B,B,A,,A,,,B
0001001542,B,A,B,,C,,,
0001001543,B,C,B,,A,,,B
0001001544,B,C,A,,B,,,
0001001545,B,C,A,,A,,,
0001001546,C,C,B,,B,,,
0001001547,C,C,C,,A,,,
0001001548,A,B,A,,A,,,A
0001001549,B,B,A,,A,,,
0001001550,A,C,B,,B,,,B
0001001551,A,A,B,,A,,,
0001001552,A,A,B,,B,,,
0001001553,C,A,B,,B,,,A
0001001554,C,B,C,,B,,,A
0001001555,A,A,A,,A,,,
0001001556,A,B,C,,A,,,
0001001557,A,B,C,,B,,,A
0001001558,B,B,A,,B,,,B
0001001559,B,C,A,,C,,,A
0001001560,B,C,A,,C,,,A
0001001561,C,B,A,,C,,,A
0001001562,A,C,C,,B,,,A
0001001563,A,A,B,,B,,,A
0001001564,B,C,B,,B,,,A
0001001565,B,A,A,,A,,,
0001001566,B,B,C,,B,,,
0001001567,C,C,B,,A,,,
0001001568,B,B,A,,B,,,A
0001001569,A,C,A,,C,,,
0001001570,A,C,C,,B,,,
0001001571,A,A,B,,A,,,
0001001572,A,A,B,,B,,,
0001001573,B,C,B,,A,,,
0001001574,C,A,A,,B,,,
0001001575,C,A,C,,C,,,A
0001001576,B,C,A,,B,,,
0001001577,B,A,B,,A,,,B
0001001578,C,C,C,,A,,,
0001001579,B,A,A,,A,,,
0001001580,A,B,A,,B,,,B
0001001581,B,B,A,,A,,,
0001001582,A,B,B,,A,,,
0001001583,C,B,B,,B,,,B
0001001584,B,C,B,,C,,,
0001001585,B,A,B,,B,,,
0001001586,B,A,A,,B,,,B
0001001587,B,C,C,,B,,,A
0001001588,A,B,B,,C,,,A
0001001589,B,C,A,,B,,,A
0001001590,A,B,B,,B,,,B
0001001591,B,B,C,,C,,,
0001001592,C,C,B,,A,,,
