KUNNR,VKORG,VTWEG,SPART,PARVW,KUNN2
0000100130,2000,10,00,AG,0000100130
0000100130,2000,10,00,WE,0000100130
0000100130,2000,10,00,RE,0000100130
0000100130,2000,10,00,RG,0000100130
0000100131,2000,10,00,AG,0000100131
0000100131,2000,10,00,WE,0000100131
0000100131,2000,10,00,RE,0000100131
0000100131,2000,10,00,RG,0000100131
0000100132,2000,10,02,AG,0000100132
0000100132,2000,10,02,WE,0000100132
0000100132,2000,10,02,RE,0000100132
0000100132,2000,10,02,RG,0000100132
0000100133,1000,10,00,AG,0000100133
0000100133,1000,10,00,WE,0000100133
0000100133,1000,10,00,RE,0000100133
0000100133,1000,10,00,RG,0000100133
0000100134,1000,10,00,AG,0000100134
0000100134,1000,10,00,WE,0000100134
0000100134,1000,10,00,RE,0000100134
0000100134,1000,10,00,RG,0000100134
0000100135,1000,10,00,AG,0000100135
0000100135,1000,10,00,WE,0000100135
0000100135,1000,10,00,RE,0000100135
0000100135,1000,10,00,RG,0000100135
0000100136,2000,10,01,AG,0000100136
0000100136,2000,10,01,WE,0000100136
0000100136,2000,10,01,RE,0000100136
0000100136,2000,10,01,RG,0000100136
0000100137,1000,10,02,AG,0000100137
0000100137,1000,10,02,WE,0000100137
0000100137,1000,10,02,RE,0000100137
0000100137,1000,10,02,RG,0000100137
0000100138,1000,10,01,AG,0000100138
0000100138,1000,10,01,WE,0000100138
0000100138,1000,10,01,RE,0000100138
0000100138,1000,10,01,RG,0000100138
0000100139,1000,10,01,AG,0000100139
0000100139,1000,10,01,WE,0000100139
0000100139,1000,10,01,RE,0000100139
0000100139,1000,10,01,RG,0000100139
0000100140,2000,30,00,AG,0000100140
0000100140,2000,30,00,WE,0000100140
0000100140,2000,30,00,RE,0000100140
0000100140,2000,30,00,RG,0000100140
0000100141,3000,10,00,AG,0000100141
0000100141,3000,10,00,WE,0000100141
0000100141,3000,10,00,RE,0000100141
0000100141,3000,10,00,RG,0000100141
0000100142,2000,30,02,AG,0000100142
0000100142,2000,30,02,WE,0000100142
0000100142,2000,30,02,RE,0000100142
0000100142,2000,30,02,RG,0000100142
0000100143,1000,10,01,AG,0000100143
0000100143,1000,10,01,WE,0000100143
0000100143,1000,10,01,RE,0000100143
0000100143,1000,10,01,RG,0000100143
0000100144,1000,30,01,AG,0000100144
0000100144,1000,30,01,WE,0000100144
0000100144,1000,30,01,RE,0000100144
0000100144,1000,30,01,RG,0000100144
0000100145,1000,30,01,AG,0000100145
0000100145,1000,30,01,WE,0000100145
0000100145,1000,30,01,RE,0000100145
0000100145,1000,30,01,RG,0000100145
0000100146,1000,10,02,AG,0000100146
0000100146,1000,10,02,WE,0000100146
0000100146,1000,10,02,RE,0000100146
0000100146,1000,10,02,RG,0000100146
0000100147,2000,10,02,AG,0000100147
0000100147,2000,10,02,WE,0000100147
0000100147,2000,10,02,RE,0000100147
0000100147,2000,10,02,RG,0000100147
0000100148,3000,10,01,AG,0000100148
0000100148,3000,10,01,WE,0000100148
0000100148,3000,10,01,RE,0000100148
0000100148,3000,10,01,RG,0000100148
0000100149,1000,30,00,AG,0000100149
0000100149,1000,30,00,WE,0000100149
0000100149,1000,30,00,RE,0000100149
0000100149,1000,30,00,RG,0000100149
0000100150,2000,20,01,AG,0000100150
0000100150,2000,20,01,WE,0000100150
0000100150,2000,20,01,RE,0000100150
0000100150,2000,20,01,RG,0000100150
0000100151,1000,30,00,AG,0000100151
0000100151,1000,30,00,WE,0000100151
0000100151,1000,30,00,RE,0000100151
0000100151,1000,30,00,RG,0000100151
0000100152,1000,10,02,AG,0000100152
0000100152,1000,10,02,WE,0000100152
0000100152,1000,10,02,RE,0000100152
0000100152,1000,10,02,RG,0000100152
0000100152,1000,10,01,AG,0000100152
0000100152,1000,10,01,WE,0000100152
0000100152,1000,10,01,RE,0000100152
0000100152,1000,10,01,RG,0000100152
0000100153,2000,30,00,AG,0000100153
0000100153,2000,30,00,WE,0000100153
0000100153,2000,30,00,RE,0000100153
0000100153,2000,30,00,RG,0000100153
0000100154,2000,10,02,AG,0000100154
0000100154,2000,10,02,WE,0000100154
0000100154,2000,10,02,RE,0000100154
0000100154,2000,10,02,RG,0000100154
0000100154,2000,10,02,AG,0000100154
0000100154,2000,10,02,WE,0000100154
0000100154,2000,10,02,RE,0000100154
0000100154,2000,10,02,RG,0000100154
0000100154,2000,10,02,AG,0000100154
0000100154,2000,10,02,WE,0000100154
0000100154,2000,10,02,RE,0000100154
0000100154,2000,10,02,RG,0000100154
0000100155,2000,10,00,AG,0000100155
0000100155,2000,10,00,WE,0000100155
0000100155,2000,10,00,RE,0000100155
0000100155,2000,10,00,RG,0000100155
0000100156,1000,10,01,AG,0000100156
0000100156,1000,10,01,WE,0000100156
0000100156,1000,10,01,RE,0000100156
0000100156,1000,10,01,RG,0000100156
0000100157,1000,10,01,AG,0000100157
0000100157,1000,10,01,WE,0000100157
0000100157,1000,10,01,RE,0000100157
0000100157,1000,10,01,RG,0000100157
0000100158,1000,30,02,AG,0000100158
0000100158,1000,30,02,WE,0000100158
0000100158,1000,30,02,RE,0000100158
0000100158,1000,30,02,RG,0000100158
0000100159,2000,20,02,AG,0000100159
0000100159,2000,20,02,WE,0000100159
0000100159,2000,20,02,RE,0000100159
0000100159,2000,20,02,RG,0000100159
0000100160,1000,10,01,AG,0000100160
0000100160,1000,10,01,WE,0000100160
0000100160,1000,10,01,RE,0000100160
0000100160,1000,10,01,RG,0000100160
0000100160,1000,10,02,AG,0000100160
0000100160,1000,10,02,WE,0000100160
0000100160,1000,10,02,RE,0000100160
0000100160,1000,10,02,RG,0000100160
0000100161,1000,10,01,AG,0000100161
0000100161,1000,10,01,WE,0000100161
0000100161,1000,10,01,RE,0000100161
0000100161,1000,10,01,RG,0000100161
0000100162,1000,10,00,AG,0000100162
0000100162,1000,10,00,WE,0000100162
0000100162,1000,10,00,RE,0000100162
0000100162,1000,10,00,RG,0000100162
0000100162,2000,10,00,AG,0000100162
0000100162,2000,10,00,WE,0000100162
0000100162,2000,10,00,RE,0000100162
0000100162,2000,10,00,RG,0000100162
0000100163,1000,10,02,AG,0000100163
0000100163,1000,10,02,WE,0000100163
0000100163,1000,10,02,RE,0000100163
0000100163,1000,10,02,RG,0000100163
0000100164,1000,20,01,AG,0000100164
0000100164,1000,20,01,WE,0000100164
0000100164,1000,20,01,RE,0000100164
0000100164,1000,20,01,RG,0000100164
0000100164,3000,10,01,AG,0000100164
0000100164,3000,10,01,WE,0000100164
0000100164,3000,10,01,RE,0000100164
0000100164,3000,10,01,RG,0000100164
0000100164,3000,10,00,AG,0000100164
0000100164,3000,10,00,WE,0000100164
0000100164,3000,10,00,RE,0000100164
0000100164,3000,10,00,RG,0000100164
0000100165,3000,10,00,AG,0000100165
0000100165,3000,10,00,WE,0000100165
0000100165,3000,10,00,RE,0000100165
0000100165,3000,10,00,RG,0000100165
0000100166,1000,10,02,AG,0000100166
0000100166,1000,10,02,WE,0000100166
0000100166,1000,10,02,RE,0000100166
0000100166,1000,10,02,RG,0000100166
0000100167,2000,30,01,AG,0000100167
0000100167,2000,30,01,WE,0000100167
0000100167,2000,30,01,RE,0000100167
0000100167,2000,30,01,RG,0000100167
0000100168,1000,10,00,AG,0000100168
0000100168,1000,10,00,WE,0000100168
0000100168,1000,10,00,RE,0000100168
0000100168,1000,10,00,RG,0000100168
0000100168,1000,20,01,AG,0000100168
0000100168,1000,20,01,WE,0000100168
0000100168,1000,20,01,RE,0000100168
0000100168,1000,20,01,RG,0000100168
0000100169,2000,20,00,AG,0000100169
0000100169,2000,20,00,WE,0000100169
0000100169,2000,20,00,RE,0000100169
0000100169,2000,20,00,RG,0000100169
0000100170,1000,20,02,AG,0000100170
0000100170,1000,20,02,WE,0000100170
0000100170,1000,20,02,RE,0000100170
0000100170,1000,20,02,RG,0000100170
0000100171,2000,30,02,AG,0000100171
0000100171,2000,30,02,WE,0000100171
0000100171,2000,30,02,RE,0000100171
0000100171,2000,30,02,RG,0000100171
0000100172,3000,10,00,AG,0000100172
0000100172,3000,10,00,WE,0000100172
0000100172,3000,10,00,RE,0000100172
0000100172,3000,10,00,RG,0000100172
0000100172,1000,10,00,AG,0000100172
0000100172,1000,10,00,WE,0000100172
0000100172,1000,10,00,RE,0000100172
0000100172,1000,10,00,RG,0000100172
0000100173,1000,30,01,AG,0000100173
0000100173,1000,30,01,WE,0000100173
0000100173,1000,30,01,RE,0000100173
0000100173,1000,30,01,RG,0000100173
0000100174,1000,10,00,AG,0000100174
0000100174,1000,10,00,WE,0000100174
0000100174,1000,10,00,RE,0000100174
0000100174,1000,10,00,RG,0000100174
0000100174,2000,10,02,AG,0000100174
0000100174,2000,10,02,WE,0000100174
0000100174,2000,10,02,RE,0000100174
0000100174,2000,10,02,RG,0000100174
0000100175,1000,10,00,AG,0000100175
0000100175,1000,10,00,WE,0000100175
0000100175,1000,10,00,RE,0000100175
0000100175,1000,10,00,RG,0000100175
0000100176,1000,10,00,AG,0000100176
0000100176,1000,10,00,WE,0000100176
0000100176,1000,10,00,RE,0000100176
0000100176,1000,10,00,RG,0000100176
0000100177,1000,30,01,AG,0000100177
0000100177,1000,30,01,WE,0000100177
0000100177,1000,30,01,RE,0000100177
0000100177,1000,30,01,RG,0000100177
0000100178,1000,10,02,AG,0000100178
0000100178,1000,10,02,WE,0000100178
0000100178,1000,10,02,RE,0000100178
0000100178,1000,10,02,RG,0000100178
0000100179,3000,20,02,AG,0000100179
0000100179,3000,20,02,WE,0000100179
0000100179,3000,20,02,RE,0000100179
0000100179,3000,20,02,RG,0000100179
0000100180,2000,20,00,AG,0000100180
0000100180,2000,20,00,WE,0000100180
0000100180,2000,20,00,RE,0000100180
0000100180,2000,20,00,RG,0000100180
0000100181,3000,30,00,AG,0000100181
0000100181,3000,30,00,WE,0000100181
0000100181,3000,30,00,RE,0000100181
0000100181,3000,30,00,RG,0000100181
0000100181,1000,10,00,AG,0000100181
0000100181,1000,10,00,WE,0000100181
0000100181,1000,10,00,RE,0000100181
0000100181,1000,10,00,RG,0000100181
0000100182,1000,10,00,AG,0000100182
0000100182,1000,10,00,WE,0000100182
0000100182,1000,10,00,RE,0000100182
0000100182,1000,10,00,RG,0000100182
0000100183,3000,20,00,AG,0000100183
0000100183,3000,20,00,WE,0000100183
0000100183,3000,20,00,RE,0000100183
0000100183,3000,20,00,RG,0000100183
0000100184,2000,20,01,AG,0000100184
0000100184,2000,20,01,WE,0000100184
0000100184,2000,20,01,RE,0000100184
0000100184,2000,20,01,RG,0000100184
0000100185,3000,20,01,AG,0000100185
0000100185,3000,20,01,WE,0000100185
0000100185,3000,20,01,RE,0000100185
0000100185,3000,20,01,RG,0000100185
0000100185,1000,20,02,AG,0000100185
0000100185,1000,20,02,WE,0000100185
0000100185,1000,20,02,RE,0000100185
0000100185,1000,20,02,RG,0000100185
0000100186,1000,20,00,AG,0000100186
0000100186,1000,20,00,WE,0000100186
0000100186,1000,20,00,RE,0000100186
0000100186,1000,20,00,RG,0000100186
0000100187,2000,20,01,AG,0000100187
0000100187,2000,20,01,WE,0000100187
0000100187,2000,20,01,RE,0000100187
0000100187,2000,20,01,RG,0000100187
0000100187,3000,20,00,AG,0000100187
0000100187,3000,20,00,WE,0000100187
0000100187,3000,20,00,RE,0000100187
0000100187,3000,20,00,RG,0000100187
0000100187,2000,20,01,AG,0000100187
0000100187,2000,20,01,WE,0000100187
0000100187,2000,20,01,RE,0000100187
0000100187,2000,20,01,RG,0000100187
0000100188,1000,30,01,AG,0000100188
0000100188,1000,30,01,WE,0000100188
0000100188,1000,30,01,RE,0000100188
0000100188,1000,30,01,RG,0000100188
0000100189,1000,10,00,AG,0000100189
0000100189,1000,10,00,WE,0000100189
0000100189,1000,10,00,RE,0000100189
0000100189,1000,10,00,RG,0000100189
0000100189,1000,10,00,AG,0000100189
0000100189,1000,10,00,WE,0000100189
0000100189,1000,10,00,RE,0000100189
0000100189,1000,10,00,RG,0000100189
0000100190,2000,10,01,AG,0000100190
0000100190,2000,10,01,WE,0000100190
0000100190,2000,10,01,RE,0000100190
0000100190,2000,10,01,RG,0000100190
0000100190,1000,20,00,AG,0000100190
0000100190,1000,20,00,WE,0000100190
0000100190,1000,20,00,RE,0000100190
0000100190,1000,20,00,RG,0000100190
0000100191,1000,10,02,AG,0000100191
0000100191,1000,10,02,WE,0000100191
0000100191,1000,10,02,RE,0000100191
0000100191,1000,10,02,RG,0000100191
0000100191,1000,10,01,AG,0000100191
0000100191,1000,10,01,WE,0000100191
0000100191,1000,10,01,RE,0000100191
0000100191,1000,10,01,RG,0000100191
0000100192,1000,30,00,AG,0000100192
0000100192,1000,30,00,WE,0000100192
0000100192,1000,30,00,RE,0000100192
0000100192,1000,30,00,RG,0000100192
0000100193,1000,20,00,AG,0000100193
0000100193,1000,20,00,WE,0000100193
0000100193,1000,20,00,RE,0000100193
0000100193,1000,20,00,RG,0000100193
0000100194,1000,10,02,AG,0000100194
0000100194,1000,10,02,WE,0000100194
0000100194,1000,10,02,RE,0000100194
0000100194,1000,10,02,RG,0000100194
0000100195,1000,10,00,AG,0000100195
0000100195,1000,10,00,WE,0000100195
0000100195,1000,10,00,RE,0000100195
0000100195,1000,10,00,RG,0000100195
0000100196,1000,10,02,AG,0000100196
0000100196,1000,10,02,WE,0000100196
0000100196,1000,10,02,RE,0000100196
0000100196,1000,10,02,RG,0000100196
0000100196,1000,30,00,AG,0000100196
0000100196,1000,30,00,WE,0000100196
0000100196,1000,30,00,RE,0000100196
0000100196,1000,30,00,RG,0000100196
0000100197,2000,30,00,AG,0000100197
0000100197,2000,30,00,WE,0000100197
0000100197,2000,30,00,RE,0000100197
0000100197,2000,30,00,RG,0000100197
0000100198,1000,20,01,AG,0000100198
0000100198,1000,20,01,WE,0000100198
0000100198,1000,20,01,RE,0000100198
0000100198,1000,20,01,RG,0000100198
0000100199,1000,10,01,AG,0000100199
0000100199,1000,10,01,WE,0000100199
0000100199,1000,10,01,RE,0000100199
0000100199,1000,10,01,RG,0000100199
0000100200,1000,20,01,AG,0000100200
0000100200,1000,20,01,WE,0000100200
0000100200,1000,20,01,RE,0000100200
0000100200,1000,20,01,RG,0000100200
0000100200,2000,20,00,AG,0000100200
0000100200,2000,20,00,WE,0000100200
0000100200,2000,20,00,RE,0000100200
0000100200,2000,20,00,RG,0000100200
0000100200,1000,10,00,AG,0000100200
0000100200,1000,10,00,WE,0000100200
0000100200,1000,10,00,RE,0000100200
0000100200,1000,10,00,RG,0000100200
0000100201,1000,30,00,AG,0000100201
0000100201,1000,30,00,WE,0000100201
0000100201,1000,30,00,RE,0000100201
0000100201,1000,30,00,RG,0000100201
0000100202,1000,20,00,AG,0000100202
0000100202,1000,20,00,WE,0000100202
0000100202,1000,20,00,RE,0000100202
0000100202,1000,20,00,RG,0000100202
0000100202,2000,20,00,AG,0000100202
0000100202,2000,20,00,WE,0000100202
0000100202,2000,20,00,RE,0000100202
0000100202,2000,20,00,RG,0000100202
0000100202,3000,10,01,AG,0000100202
0000100202,3000,10,01,WE,0000100202
0000100202,3000,10,01,RE,0000100202
0000100202,3000,10,01,RG,0000100202
0000100203,1000,20,02,AG,0000100203
0000100203,1000,20,02,WE,0000100203
0000100203,1000,20,02,RE,0000100203
0000100203,1000,20,02,RG,0000100203
0000100204,2000,10,00,AG,0000100204
0000100204,2000,10,00,WE,0000100204
0000100204,2000,10,00,RE,0000100204
0000100204,2000,10,00,RG,0000100204
0000100205,1000,10,01,AG,0000100205
0000100205,1000,10,01,WE,0000100205
0000100205,1000,10,01,RE,0000100205
0000100205,1000,10,01,RG,0000100205
0000100205,1000,20,02,AG,0000100205
0000100205,1000,20,02,WE,0000100205
0000100205,1000,20,02,RE,0000100205
0000100205,1000,20,02,RG,0000100205
0000100206,3000,20,02,AG,0000100206
0000100206,3000,20,02,WE,0000100206
0000100206,3000,20,02,RE,0000100206
0000100206,3000,20,02,RG,0000100206
0000100207,1000,10,01,AG,0000100207
0000100207,1000,10,01,WE,0000100207
0000100207,1000,10,01,RE,0000100207
0000100207,1000,10,01,RG,0000100207
0000100208,1000,10,00,AG,0000100208
0000100208,1000,10,00,WE,0000100208
0000100208,1000,10,00,RE,0000100208
0000100208,1000,10,00,RG,0000100208
0000100209,1000,20,00,AG,0000100209
0000100209,1000,20,00,WE,0000100209
0000100209,1000,20,00,RE,0000100209
0000100209,1000,20,00,RG,0000100209
0000100210,1000,10,00,AG,0000100210
0000100210,1000,10,00,WE,0000100210
0000100210,1000,10,00,RE,0000100210
0000100210,1000,10,00,RG,0000100210
0000100211,2000,10,00,AG,0000100211
0000100211,2000,10,00,WE,0000100211
0000100211,2000,10,00,RE,0000100211
0000100211,2000,10,00,RG,0000100211
0000100212,2000,20,00,AG,0000100212
0000100212,2000,20,00,WE,0000100212
0000100212,2000,20,00,RE,0000100212
0000100212,2000,20,00,RG,0000100212
0000100213,2000,10,00,AG,0000100213
0000100213,2000,10,00,WE,0000100213
0000100213,2000,10,00,RE,0000100213
0000100213,2000,10,00,RG,0000100213
0000100214,3000,10,01,AG,0000100214
0000100214,3000,10,01,WE,0000100214
0000100214,3000,10,01,RE,0000100214
0000100214,3000,10,01,RG,0000100214
0000100215,2000,30,01,AG,0000100215
0000100215,2000,30,01,WE,0000100215
0000100215,2000,30,01,RE,0000100215
0000100215,2000,30,01,RG,0000100215
0000100216,2000,30,00,AG,0000100216
0000100216,2000,30,00,WE,0000100216
0000100216,2000,30,00,RE,0000100216
0000100216,2000,30,00,RG,0000100216
0000100217,1000,10,00,AG,0000100217
0000100217,1000,10,00,WE,0000100217
0000100217,1000,10,00,RE,0000100217
0000100217,1000,10,00,RG,0000100217
0000100218,2000,10,00,AG,0000100218
0000100218,2000,10,00,WE,0000100218
0000100218,2000,10,00,RE,0000100218
0000100218,2000,10,00,RG,0000100218
0000100219,1000,10,00,AG,0000100219
0000100219,1000,10,00,WE,0000100219
0000100219,1000,10,00,RE,0000100219
0000100219,1000,10,00,RG,0000100219
0000100220,1000,10,01,AG,0000100220
0000100220,1000,10,01,WE,0000100220
0000100220,1000,10,01,RE,0000100220
0000100220,1000,10,01,RG,0000100220
0000100221,2000,10,00,AG,0000100221
0000100221,2000,10,00,WE,0000100221
0000100221,2000,10,00,RE,0000100221
0000100221,2000,10,00,RG,0000100221
0000100221,1000,10,02,AG,0000100221
0000100221,1000,10,02,WE,0000100221
0000100221,1000,10,02,RE,0000100221
0000100221,1000,10,02,RG,0000100221
0000100221,2000,10,02,AG,0000100221
0000100221,2000,10,02,WE,0000100221
0000100221,2000,10,02,RE,0000100221
0000100221,2000,10,02,RG,0000100221
0000100222,2000,30,01,AG,0000100222
0000100222,2000,30,01,WE,0000100222
0000100222,2000,30,01,RE,0000100222
0000100222,2000,30,01,RG,0000100222
0000100223,2000,30,00,AG,0000100223
0000100223,2000,30,00,WE,0000100223
0000100223,2000,30,00,RE,0000100223
0000100223,2000,30,00,RG,0000100223
0000100224,3000,10,01,AG,0000100224
0000100224,3000,10,01,WE,0000100224
0000100224,3000,10,01,RE,0000100224
0000100224,3000,10,01,RG,0000100224
0000100225,1000,10,00,AG,0000100225
0000100225,1000,10,00,WE,0000100225
0000100225,1000,10,00,RE,0000100225
0000100225,1000,10,00,RG,0000100225
0000100226,2000,10,00,AG,0000100226
0000100226,2000,10,00,WE,0000100226
0000100226,2000,10,00,RE,0000100226
0000100226,2000,10,00,RG,0000100226
0000100226,2000,10,01,AG,0000100226
0000100226,2000,10,01,WE,0000100226
0000100226,2000,10,01,RE,0000100226
0000100226,2000,10,01,RG,0000100226
0000100226,1000,10,01,AG,0000100226
0000100226,1000,10,01,WE,0000100226
0000100226,1000,10,01,RE,0000100226
0000100226,1000,10,01,RG,0000100226
0000100227,1000,10,00,AG,0000100227
0000100227,1000,10,00,WE,0000100227
0000100227,1000,10,00,RE,0000100227
0000100227,1000,10,00,RG,0000100227
0000100227,1000,10,00,AG,0000100227
0000100227,1000,10,00,WE,0000100227
0000100227,1000,10,00,RE,0000100227
0000100227,1000,10,00,RG,0000100227
0000100227,1000,20,01,AG,0000100227
0000100227,1000,20,01,WE,0000100227
0000100227,1000,20,01,RE,0000100227
0000100227,1000,20,01,RG,0000100227
0000100228,2000,10,00,AG,0000100228
0000100228,2000,10,00,WE,0000100228
0000100228,2000,10,00,RE,0000100228
0000100228,2000,10,00,RG,0000100228
0000100229,1000,10,02,AG,0000100229
0000100229,1000,10,02,WE,0000100229
0000100229,1000,10,02,RE,0000100229
0000100229,1000,10,02,RG,0000100229
0000100230,2000,10,02,AG,0000100230
0000100230,2000,10,02,WE,0000100230
0000100230,2000,10,02,RE,0000100230
0000100230,2000,10,02,RG,0000100230
0000100231,1000,20,01,AG,0000100231
0000100231,1000,20,01,WE,0000100231
0000100231,1000,20,01,RE,0000100231
0000100231,1000,20,01,RG,0000100231
0000100231,1000,20,00,AG,0000100231
0000100231,1000,20,00,WE,0000100231
0000100231,1000,20,00,RE,0000100231
0000100231,1000,20,00,RG,0000100231
0000100232,1000,20,00,AG,0000100232
0000100232,1000,20,00,WE,0000100232
0000100232,1000,20,00,RE,0000100232
0000100232,1000,20,00,RG,0000100232
0000100233,1000,20,01,AG,0000100233
0000100233,1000,20,01,WE,0000100233
0000100233,1000,20,01,RE,0000100233
0000100233,1000,20,01,RG,0000100233
0000100234,2000,10,02,AG,0000100234
0000100234,2000,10,02,WE,0000100234
0000100234,2000,10,02,RE,0000100234
0000100234,2000,10,02,RG,0000100234
0000100235,2000,30,00,AG,0000100235
0000100235,2000,30,00,WE,0000100235
0000100235,2000,30,00,RE,0000100235
0000100235,2000,30,00,RG,0000100235
0000100236,1000,10,00,AG,0000100236
0000100236,1000,10,00,WE,0000100236
0000100236,1000,10,00,RE,0000100236
0000100236,1000,10,00,RG,0000100236
0000100237,2000,30,01,AG,0000100237
0000100237,2000,30,01,WE,0000100237
0000100237,2000,30,01,RE,0000100237
0000100237,2000,30,01,RG,0000100237
0000100238,1000,10,02,AG,0000100238
