VBELN,ERNAM,ERDAT,ERZET,WADAT_IST,WADAT,LFART,VKORG,VSTEL,KUNNR,INCO1,LIFSK,KODAT
8000000278,WHSUSER,20251018,105400,20251018,20251019,LF,1000,10001,0000102829,EXW,,20251018
8000000279,WHSUSER,20251004,131300,20251004,20251005,LF,2000,20001,0000103350,EXW,,20251004
8000000280,WHSUSER,20251024,100300,20251024,20251025,LF,3000,30001,0000101725,EXW,,20251024
8000000281,WHSUSER,20251022,163400,20251022,20251023,LF,1000,10001,0000104957,EXW,,20251022
8000000282,WHSUSER,20251012,165600,20251012,20251013,LF,1000,10001,0000102301,EXW,,20251012
8000000283,WHSUSER,20251011,173100,20251011,20251012,LF,1000,10001,0000100795,EXW,,20251011
8000000284,WHSUSER,20250930,150900,20250930,20251001,LF,1000,10001,0000104748,EXW,,20250930
8000000285,WHSUSER,20251017,150400,20251017,20251018,LF,1000,10001,0000101909,EXW,,20251017
8000000286,WHSUSER,20251023,105200,20251023,20251024,LF,1000,10001,0000103484,EXW,,20251023
8000000287,WHSUSER,20251006,123400,20251006,20251007,LF,1000,10001,0000103599,EXW,,20251006
8000000288,WHSUSER,20251018,172800,20251018,20251019,LF,1000,10001,0000103625,EXW,,20251018
8000000289,WHSUSER,20251001,121400,20251001,20251002,LF,2000,20001,0000104646,EXW,,20251001
8000000290,WHSUSER,20251005,170400,20251005,20251006,LF,1000,10001,0000101931,EXW,,20251005
8000000291,WHSUSER,20251025,153700,20251025,20251026,LF,3000,30001,0000104564,EXW,,20251025
8000000292,WHSUSER,20251019,161600,20251019,20251020,LF,1000,10001,0000101261,EXW,,20251019
8000000293,WHSUSER,20251011,124800,20251011,20251012,LF,1000,10001,0000101081,EXW,,20251011
8000000294,WHSUSER,20251026,153200,20251026,20251027,LF,1000,10001,0000103090,EXW,,20251026
8000000295,WHSUSER,20251016,164100,20251016,20251017,LF,1000,10001,0000103795,EXW,,20251016
8000000296,WHSUSER,20251011,115600,20251011,20251012,LF,1000,10001,0000103103,EXW,,20251011
8000000297,WHSUSER,20250928,120200,20250928,20250929,LF,1000,10001,0000100877,EXW,,20250928
8000000298,WHSUSER,20251022,164800,20251022,20251023,LF,1000,10001,0000100109,EXW,,20251022
8000000299,WHSUSER,20251018,172200,20251018,20251019,LF,1000,10001,0000104253,EXW,,20251018
8000000300,WHSUSER,20251012,170500,20251012,20251013,LF,2000,20001,0000104238,EXW,,20251012
8000000301,WHSUSER,20251002,171200,20251002,20251003,LF,1000,10001,0000104293,EXW,,20251002
8000000302,WHSUSER,20251013,081700,20251013,20251014,LF,2000,20001,0000104603,EXW,,20251013
8000000303,WHSUSER,20251008,092300,20251008,20251009,LF,2000,20001,0000104412,EXW,,20251008
8000000304,WHSUSER,20250928,120900,20250928,20250929,LF,1000,10001,0000102372,EXW,,20250928
8000000305,WHSUSER,20251024,164800,20251024,20251025,LF,1000,10001,0000104632,EXW,,20251024
8000000306,WHSUSER,20251010,114800,20251010,20251011,LF,1000,10001,0000104599,EXW,,20251010
8000000307,WHSUSER,20251018,113800,20251018,20251019,LF,3000,30001,0000104692,EXW,,20251018
8000000308,WHSUSER,20251010,085300,20251010,20251011,LF,1000,10001,0000101968,EXW,,20251010
8000000309,WHSUSER,20251007,100200,20251007,20251008,LF,2000,20001,0000104985,EXW,,20251007
8000000310,WHSUSER,20251014,170800,20251014,20251015,LF,1000,10001,0000103735,EXW,,20251014
8000000311,WHSUSER,20251011,172500,20251011,20251012,LF,1000,10001,0000103262,EXW,,20251011
8000000312,WHSUSER,20251005,100700,20251005,20251006,LF,2000,20001,0000102145,EXW,,20251005
8000000313,WHSUSER,20251016,145200,20251016,20251017,LF,3000,30001,0000104069,EXW,,20251016
8000000314,WHSUSER,20250926,103800,20250926,20250927,LF,1000,10001,0000103483,EXW,,20250926
8000000315,WHSUSER,20251029,170700,20251029,20251030,LF,1000,10001,0000100271,EXW,,20251029
8000000316,WHSUSER,20251001,161100,20251001,20251002,LF,1000,10001,0000104211,EXW,,20251001
8000000317,WHSUSER,20250929,164200,20250929,20250930,LF,2000,20001,0000103246,EXW,,20250929
8000000318,WHSUSER,20251028,175700,20251028,20251029,LF,1000,10001,0000101470,EXW,,20251028
8000000319,WHSUSER,20251002,090000,20251002,20251003,LF,2000,20001,0000104853,EXW,,20251002
8000000320,WHSUSER,20251013,091900,20251013,20251014,LF,1000,10001,0000102593,EXW,,20251013
8000000321,WHSUSER,20251018,155700,20251018,20251019,LF,1000,10001,0000103138,EXW,,20251018
8000000322,WHSUSER,20251014,091700,20251014,20251015,LF,2000,20001,0000102858,EXW,,20251014
8000000323,WHSUSER,20251009,085400,20251009,20251010,LF,2000,20001,0000103876,EXW,,20251009
8000000324,WHSUSER,20251020,110200,20251020,20251021,LF,3000,30001,0000104521,EXW,,20251020
8000000325,WHSUSER,20251009,103500,20251009,20251010,LF,1000,10001,0000101618,EXW,,20251009
8000000326,WHSUSER,20251004,092900,20251004,20251005,LF,1000,10001,0000104718,EXW,,20251004
8000000327,WHSUSER,20251010,103800,20251010,20251011,LF,2000,20001,0000103598,EXW,,20251010
8000000328,WHSUSER,20251016,145200,20251016,20251017,LF,1000,10001,0000104177,EXW,,20251016
8000000329,WHSUSER,20251010,174300,20251010,20251011,LF,2000,20001,0000100630,EXW,,20251010
8000000330,WHSUSER,20251012,142600,20251012,20251013,LF,1000,10001,0000101396,EXW,,20251012
8000000331,WHSUSER,20251024,144200,20251024,20251025,LF,1000,10001,0000103511,EXW,,20251024
8000000332,WHSUSER,20251006,174900,20251006,20251007,LF,1000,10001,0000100763,EXW,,20251006
8000000333,WHSUSER,20251016,122300,20251016,20251017,LF,1000,10001,0000101509,EXW,,20251016
8000000334,WHSUSER,20251006,110200,20251006,20251007,LF,3000,30001,0000100192,EXW,,20251006
8000000335,WHSUSER,20251024,173800,20251024,20251025,LF,1000,10001,0000104385,EXW,,20251024
8000000336,WHSUSER,20251024,145500,20251024,20251025,LF,1000,10001,0000101537,EXW,,20251024
8000000337,WHSUSER,20251020,110900,20251020,20251021,LF,1000,10001,0000103368,EXW,,20251020
8000000338,WHSUSER,20251019,102900,20251019,20251020,LF,1000,10001,0000101611,EXW,,20251019
8000000339,WHSUSER,20251024,153700,20251024,20251025,LF,2000,20001,0000103507,EXW,,20251024
8000000340,WHSUSER,20251025,114300,20251025,20251026,LF,1000,10001,0000104712,EXW,,20251025
8000000341,WHSUSER,20251002,123900,20251002,20251003,LF,3000,30001,0000101321,EXW,,20251002
8000000342,WHSUSER,20251015,080300,20251015,20251016,LF,1000,10001,0000104252,EXW,,20251015
8000000343,WHSUSER,20251026,135100,20251026,20251027,LF,1000,10001,0000104529,EXW,,20251026
8000000344,WHSUSER,20251020,153000,20251020,20251021,LF,1000,10001,0000101673,EXW,,20251020
8000000345,WHSUSER,20251010,115000,20251010,20251011,LF,2000,20001,0000101200,EXW,,20251010
8000000346,WHSUSER,20251008,122100,20251008,20251009,LF,1000,10001,0000101998,EXW,,20251008
8000000347,WHSUSER,20251018,121900,20251018,20251019,LF,2000,20001,0000100195,EXW,,20251018
8000000348,WHSUSER,20251001,170500,20251001,20251002,LF,1000,10001,0000101897,EXW,,20251001
8000000349,WHSUSER,20251024,160700,20251024,20251025,LF,2000,20001,0000104050,EXW,,20251024
8000000350,WHSUSER,20251002,093400,20251002,20251003,LF,3000,30001,0000101362,EXW,,20251002
8000000351,WHSUSER,20251012,110400,20251012,20251013,LF,2000,20001,0000100045,EXW,,20251012
8000000352,WHSUSER,20251025,104400,20251025,20251026,LF,2000,20001,0000100377,EXW,,20251025
8000000353,WHSUSER,20251014,131300,20251014,20251015,LF,2000,20001,0000101852,EXW,,20251014
8000000354,WHSUSER,20251013,081900,20251013,20251014,LF,3000,30001,0000102837,EXW,,20251013
8000000355,WHSUSER,20251025,155800,20251025,20251026,LF,1000,10001,0000100978,EXW,,20251025
8000000356,WHSUSER,20251026,165600,20251026,20251027,LF,3000,30001,0000101811,EXW,,20251026
8000000357,WHSUSER,20251026,115100,20251026,20251027,LF,1000,10001,0000102466,EXW,,20251026
8000000358,WHSUSER,20251024,143000,20251024,20251025,LF,1000,10001,0000103249,EXW,,20251024
8000000359,WHSUSER,20250929,111300,20250929,20250930,LF,2000,20001,0000101091,EXW,,20250929
8000000360,WHSUSER,20251024,160000,20251024,20251025,LF,2000,20001,0000102763,EXW,,20251024
8000000361,WHSUSER,20251018,152800,20251018,20251019,LF,1000,10001,0000100940,EXW,,20251018
8000000362,WHSUSER,20251026,084200,20251026,20251027,LF,1000,10001,0000103470,EXW,,20251026
8000000363,WHSUSER,20251017,111300,20251017,20251018,LF,1000,10001,0000104623,EXW,,20251017
8000000364,WHSUSER,20251017,101100,20251017,20251018,LF,2000,20001,0000101043,EXW,,20251017
8000000365,WHSUSER,20251014,174000,20251014,20251015,LF,3000,30001,0000100635,EXW,,20251014
8000000366,WHSUSER,20251030,092600,20251030,20251031,LF,1000,10001,0000104670,EXW,,20251030
8000000367,WHSUSER,20251030,140000,20251030,20251031,LF,2000,20001,0000101397,EXW,,20251030
8000000368,WHSUSER,20251002,170800,20251002,20251003,LF,2000,20001,0000100389,EXW,,20251002
8000000369,WHSUSER,20251003,113300,20251003,20251004,LF,1000,10001,0000103191,EXW,,20251003
8000000370,WHSUSER,20251007,150800,20251007,20251008,LF,2000,20001,0000102031,EXW,,20251007
8000000371,WHSUSER,20251025,124000,20251025,20251026,LF,1000,10001,0000100669,EXW,,20251025
8000000372,WHSUSER,20251013,080800,20251013,20251014,LF,1000,10001,0000102524,EXW,,20251013
8000000373,WHSUSER,20251018,171100,20251018,20251019,LF,1000,10001,0000100107,EXW,,20251018
8000000374,WHSUSER,20251012,112000,20251012,20251013,LF,2000,20001,0000101325,EXW,,20251012
8000000375,WHSUSER,20251010,091600,20251010,20251011,LF,2000,20001,0000104925,EXW,,20251010
8000000376,WHSUSER,20251006,171200,20251006,20251007,LF,1000,10001,0000104814,EXW,,20251006
8000000377,WHSUSER,20251009,142000,20251009,20251010,LF,1000,10001,0000102048,EXW,,20251009
8000000378,WHSUSER,20251006,111300,20251006,20251007,LF,1000,10001,0000102181,EXW,,20251006
8000000379,WHSUSER,20251023,160200,20251023,20251024,LF,2000,20001,0000104609,EXW,,20251023
8000000380,WHSUSER,20251007,115800,20251007,20251008,LF,3000,30001,0000103120,EXW,,20251007
8000000381,WHSUSER,20251006,174500,20251006,20251007,LF,2000,20001,0000100724,EXW,,20251006
8000000382,WHSUSER,20250930,150500,20250930,20251001,LF,2000,20001,0000100458,EXW,,20250930
8000000383,WHSUSER,20251019,143200,20251019,20251020,LF,2000,20001,0000103701,EXW,,20251019
8000000384,WHSUSER,20251008,135200,20251008,20251009,LF,1000,10001,0000102268,EXW,,20251008
8000000385,WHSUSER,20251004,172700,20251004,20251005,LF,1000,10001,0000101073,EXW,,20251004
8000000386,WHSUSER,20251020,154600,20251020,20251021,LF,2000,20001,0000101329,EXW,,20251020
8000000387,WHSUSER,20251005,140000,20251005,20251006,LF,1000,10001,0000103560,EXW,,20251005
8000000388,WHSUSER,20251014,094500,20251014,20251015,LF,1000,10001,0000102435,EXW,,20251014
8000000389,WHSUSER,20251002,155800,20251002,20251003,LF,1000,10001,0000104314,EXW,,20251002
8000000390,WHSUSER,20251010,104800,20251010,20251011,LF,1000,10001,0000101377,EXW,,20251010
8000000391,WHSUSER,20251014,113600,20251014,20251015,LF,1000,10001,0000103240,EXW,,20251014
8000000392,WHSUSER,20251001,135800,20251001,20251002,LF,1000,10001,0000103228,EXW,,20251001
8000000393,WHSUSER,20251009,112200,20251009,20251010,LF,2000,20001,0000100037,EXW,,20251009
8000000394,WHSUSER,20250928,164300,20250928,20250929,LF,1000,10001,0000103157,EXW,,20250928
8000000395,WHSUSER,20251020,094900,20251020,20251021,LF,2000,20001,0000100491,EXW,,20251020
8000000396,WHSUSER,20251028,083800,20251028,20251029,LF,1000,10001,0000103306,EXW,,20251028
8000000397,WHSUSER,20251003,135000,20251003,20251004,LF,2000,20001,0000102176,EXW,,20251003
8000000398,WHSUSER,20251009,102400,20251009,20251010,LF,1000,10001,0000100294,EXW,,20251009
8000000399,WHSUSER,20251026,144500,20251026,20251027,LF,1000,10001,0000100832,EXW,,20251026
8000000400,WHSUSER,20251009,080000,20251009,20251010,LF,1000,10001,0000101497,EXW,,20251009
8000000401,WHSUSER,20251022,160500,20251022,20251023,LF,1000,10001,0000100553,EXW,,20251022
8000000402,WHSUSER,20250928,142600,20250928,20250929,LF,3000,30001,0000102760,EXW,,20250928
8000000403,WHSUSER,20251009,084600,20251009,20251010,LF,1000,10001,0000100043,EXW,,20251009
8000000404,WHSUSER,20251008,112400,20251008,20251009,LF,1000,10001,0000102614,EXW,,20251008
8000000405,WHSUSER,20251015,164200,20251015,20251016,LF,1000,10001,0000104336,EXW,,20251015
8000000406,WHSUSER,20251007,111400,20251007,20251008,LF,2000,20001,0000104348,EXW,,20251007
8000000407,WHSUSER,20251020,111300,20251020,20251021,LF,1000,10001,0000100799,EXW,,20251020
8000000408,WHSUSER,20251003,170800,20251003,20251004,LF,2000,20001,0000100004,EXW,,20251003
8000000409,WHSUSER,20251023,121500,20251023,20251024,LF,1000,10001,0000104313,EXW,,20251023
8000000410,WHSUSER,20251006,144400,20251006,20251007,LF,1000,10001,0000102443,EXW,,20251006
8000000411,WHSUSER,20251010,135300,20251010,20251011,LF,1000,10001,0000104234,EXW,,20251010
8000000412,WHSUSER,20251009,152200,20251009,20251010,LF,1000,10001,0000103066,EXW,,20251009
8000000413,WHSUSER,20251009,142100,20251009,20251010,LF,2000,20001,0000101776,EXW,,20251009
8000000414,WHSUSER,20251023,120600,20251023,20251024,LF,2000,20001,0000103612,EXW,,20251023
8000000415,WHSUSER,20251009,163400,20251009,20251010,LF,1000,10001,0000102809,EXW,,20251009
8000000416,WHSUSER,20250930,085800,20250930,20251001,LF,1000,10001,0000100394,EXW,,20250930
8000000417,WHSUSER,20251025,143900,20251025,20251026,LF,1000,10001,0000101464,EXW,,20251025
8000000418,WHSUSER,20251026,100800,20251026,20251027,LF,1000,10001,0000104104,EXW,,20251026
8000000419,WHSUSER,20251023,165400,20251023,20251024,LF,1000,10001,0000104135,EXW,,20251023
8000000420,WHSUSER,20251011,102200,20251011,20251012,LF,3000,30001,0000104352,EXW,,20251011
8000000421,WHSUSER,20251004,094200,20251004,20251005,LF,2000,20001,0000102355,EXW,,20251004
8000000422,WHSUSER,20251019,155500,20251019,20251020,LF,3000,30001,0000103360,EXW,,20251019
8000000423,WHSUSER,20251016,160100,20251016,20251017,LF,3000,30001,0000103603,EXW,,20251016
8000000424,WHSUSER,20251016,113900,20251016,20251017,LF,1000,10001,0000104935,EXW,,20251016
8000000425,WHSUSER,20251003,101700,20251003,20251004,LF,1000,10001,0000103039,EXW,,20251003
8000000426,WHSUSER,20251025,133400,20251025,20251026,LF,3000,30001,0000101479,EXW,,20251025
8000000427,WHSUSER,20251023,145700,20251023,20251024,LF,2000,20001,0000104998,EXW,,20251023
8000000428,WHSUSER,20251002,123700,20251002,20251003,LF,2000,20001,0000103449,EXW,,20251002
8000000429,WHSUSER,20251007,091400,20251007,20251008,LF,2000,20001,0000101398,EXW,,20251007
8000000430,WHSUSER,20251008,100700,20251008,20251009,LF,1000,10001,0000101957,EXW,,20251008
8000000431,WHSUSER,20251028,143000,20251028,20251029,LF,2000,20001,0000100062,EXW,,20251028
8000000432,WHSUSER,20251025,114800,20251025,20251026,LF,2000,20001,0000103421,EXW,,20251025
8000000433,WHSUSER,20251026,174600,20251026,20251027,LF,3000,30001,0000103785,EXW,,20251026
8000000434,WHSUSER,20251024,085000,20251024,20251025,LF,1000,10001,0000102159,EXW,,20251024
8000000435,WHSUSER,20251019,103200,20251019,20251020,LF,1000,10001,0000101950,EXW,,20251019
8000000436,WHSUSER,20251003,140600,20251003,20251004,LF,1000,10001,0000103773,EXW,,20251003
8000000437,WHSUSER,20251010,102400,20251010,20251011,LF,1000,10001,0000104100,EXW,,20251010
8000000438,WHSUSER,20251023,135000,20251023,20251024,LF,1000,10001,0000100768,EXW,,20251023
8000000439,WHSUSER,20251009,103200,20251009,20251010,LF,2000,20001,0000102016,EXW,,20251009
8000000440,WHSUSER,20251002,081800,20251002,20251003,LF,1000,10001,0000101489,EXW,,20251002
8000000441,WHSUSER,20251006,162400,20251006,20251007,LF,1000,10001,0000100547,EXW,,20251006
8000000442,WHSUSER,20251003,174300,20251003,20251004,LF,1000,10001,0000103812,EXW,,20251003
8000000443,WHSUSER,20251019,144200,20251019,20251020,LF,2000,20001,0000101706,EXW,,20251019
8000000444,WHSUSER,20251002,104400,20251002,20251003,LF,1000,10001,0000102783,EXW,,20251002
8000000445,WHSUSER,20251006,135600,20251006,20251007,LF,2000,20001,0000104887,EXW,,20251006
8000000446,WHSUSER,20251028,165200,20251028,20251029,LF,1000,10001,0000100188,EXW,,20251028
8000000447,WHSUSER,20251009,140800,20251009,20251010,LF,1000,10001,0000103462,EXW,,20251009
8000000448,WHSUSER,20251028,143200,20251028,20251029,LF,1000,10001,0000100067,EXW,,20251028
8000000449,WHSUSER,20250929,130700,20250929,20250930,LF,1000,10001,0000102126,EXW,,20250929
8000000450,WHSUSER,20251009,142500,20251009,20251010,LF,1000,10001,0000103348,EXW,,20251009
8000000451,WHSUSER,20251002,172400,20251002,20251003,LF,3000,30001,0000100828,EXW,,20251002
8000000452,WHSUSER,20251014,103800,20251014,20251015,LF,2000,20001,0000102011,EXW,,20251014
8000000453,WHSUSER,20251011,124500,20251011,20251012,LF,1000,10001,0000104836,EXW,,20251011
8000000454,WHSUSER,20251011,172900,20251011,20251012,LF,1000,10001,0000103895,EXW,,20251011
8000000455,WHSUSER,20251007,143300,20251007,20251008,LF,2000,20001,0000100861,EXW,,20251007
8000000456,WHSUSER,20251002,122100,20251002,20251003,LF,1000,10001,0000101348,EXW,,20251002
8000000457,WHSUSER,20251024,142800,20251024,20251025,LF,2000,20001,0000100790,EXW,,20251024
8000000458,WHSUSER,20251018,101100,20251018,20251019,LF,1000,10001,0000103461,EXW,,20251018
8000000459,WHSUSER,20251005,122100,20251005,20251006,LF,1000,10001,0000100935,EXW,,20251005
8000000460,WHSUSER,20251014,103000,20251014,20251015,LF,2000,20001,0000103119,EXW,,20251014
8000000461,WHSUSER,20251004,141500,20251004,20251005,LF,1000,10001,0000102892,EXW,,20251004
8000000462,WHSUSER,20251002,091100,20251002,20251003,LF,3000,30001,0000103963,EXW,,20251002
8000000463,WHSUSER,20251012,154500,20251012,20251013,LF,1000,10001,0000103452,EXW,,20251012
8000000464,WHSUSER,20251013,093700,20251013,20251014,LF,3000,30001,0000101250,EXW,,20251013
8000000465,WHSUSER,20251020,140600,20251020,20251021,LF,1000,10001,0000101858,EXW,,20251020
8000000466,WHSUSER,20251018,103300,20251018,20251019,LF,1000,10001,0000100595,EXW,,20251018
8000000467,WHSUSER,20251016,140600,20251016,20251017,LF,2000,20001,0000104140,EXW,,20251016
8000000468,WHSUSER,20251001,132700,20251001,20251002,LF,1000,10001,0000101742,EXW,,20251001
8000000469,WHSUSER,20251009,091800,20251009,20251010,LF,1000,10001,0000102740,EXW,,20251009
8000000470,WHSUSER,20251007,152100,20251007,20251008,LF,2000,20001,0000103950,EXW,,20251007
8000000471,WHSUSER,20251025,163900,20251025,20251026,LF,1000,10001,0000101369,EXW,,20251025
8000000472,WHSUSER,20251026,092000,20251026,20251027,LF,2000,20001,0000104514,EXW,,20251026
8000000473,WHSUSER,20251002,104500,20251002,20251003,LF,2000,20001,0000104159,EXW,,20251002
8000000474,WHSUSER,20251021,085400,20251021,20251022,LF,3000,30001,0000102289,EXW,,20251021
8000000475,WHSUSER,20251010,152700,20251010,20251011,LF,2000,20001,0000103521,EXW,,20251010
8000000476,WHSUSER,20251019,155700,20251019,20251020,LF,1000,10001,0000104149,EXW,,20251019
8000000477,WHSUSER,20251011,155100,20251011,20251012,LF,1000,10001,0000100017,EXW,,20251011
8000000478,WHSUSER,20251018,143100,20251018,20251019,LF,1000,10001,0000102734,EXW,,20251018
8000000479,WHSUSER,20251006,082500,20251006,20251007,LF,1000,10001,0000104818,EXW,,20251006
8000000480,WHSUSER,20251028,121200,20251028,20251029,LF,1000,10001,0000101079,EXW,,20251028
8000000481,WHSUSER,20251013,130900,20251013,20251014,LF,2000,20001,0000102433,EXW,,20251013
8000000482,WHSUSER,20251011,082800,20251011,20251012,LF,1000,10001,0000100633,EXW,,20251011
8000000483,WHSUSER,20251007,152300,20251007,20251008,LF,1000,10001,0000103127,EXW,,20251007
8000000484,WHSUSER,20251006,084500,20251006,20251007,LF,1000,10001,0000104673,EXW,,20251006
8000000485,WHSUSER,20251028,164800,20251028,20251029,LF,1000,10001,0000104204,EXW,,20251028
8000000486,WHSUSER,20251004,152100,20251004,20251005,LF,1000,10001,0000101285,EXW,,20251004
8000000487,WHSUSER,20251002,174900,20251002,20251003,LF,2000,20001,0000104806,EXW,,20251002
8000000488,WHSUSER,20250926,153800,20250926,20250927,LF,2000,20001,0000103370,EXW,,20250926
8000000489,WHSUSER,20250928,100000,20250928,20250929,LF,1000,10001,0000103403,EXW,,20250928
