TKNUM,SHTYP,ERNAM,ERDAT,DATEN,DATBI,VSTEL,TDLNR
0700000357,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700000358,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR2
0700000359,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR2
0700000360,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR2
0700000361,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR2
0700000362,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000363,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR2
0700000364,ZSTD,SHIPUSER,20251007,20251007,20251009,30001,CARR4
0700000365,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR5
0700000366,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700000367,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700000368,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR5
0700000369,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR2
0700000370,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR2
0700000371,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR4
0700000372,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR4
0700000373,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR1
0700000374,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700000375,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700000376,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700000377,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700000378,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700000379,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700000380,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700000381,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR2
0700000382,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR2
0700000383,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR5
0700000384,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700000385,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR2
0700000386,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR5
0700000387,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700000388,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700000389,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700000390,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700000391,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700000392,ZSTD,SHIPUSER,20251003,20251003,20251005,30001,CARR5
0700000393,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR5
0700000394,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR1
0700000395,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR2
0700000396,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700000397,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR2
0700000398,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR2
0700000399,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000400,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000401,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700000402,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700000403,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700000404,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000405,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR5
0700000406,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700000407,ZSTD,SHIPUSER,20251017,20251017,20251019,30001,CARR5
0700000408,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700000409,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR3
0700000410,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700000411,ZSTD,SHIPUSER,20251031,20251031,20251102,20001,CARR1
0700000412,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700000413,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR2
0700000414,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000415,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700000416,ZSTD,SHIPUSER,20251006,20251006,20251008,30001,CARR2
0700000417,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700000418,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR4
0700000419,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700000420,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR5
0700000421,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700000422,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR2
0700000423,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700000424,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700000425,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700000426,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700000427,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700000428,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR3
0700000429,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR5
0700000430,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700000431,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR4
0700000432,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR4
0700000433,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700000434,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR5
0700000435,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR3
0700000436,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700000437,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR1
0700000438,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700000439,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700000440,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700000441,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700000442,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR4
0700000443,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR5
0700000444,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700000445,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR5
0700000446,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000447,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700000448,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700000449,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700000450,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR5
0700000451,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700000452,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700000453,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR4
0700000454,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR4
0700000455,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR5
0700000456,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000457,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR5
0700000458,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700000459,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700000460,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700000461,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700000462,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR4
0700000463,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR5
0700000464,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR4
0700000465,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700000466,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000467,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700000468,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700000469,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700000470,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000471,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700000472,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700000473,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700000474,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700000475,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR2
0700000476,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700000477,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700000478,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700000479,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR3
0700000480,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR2
0700000481,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR1
0700000482,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700000483,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700000484,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR5
0700000485,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700000486,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700000487,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700000488,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000489,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR3
0700000490,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR4
0700000491,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700000492,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700000493,ZSTD,SHIPUSER,20251031,20251031,20251102,20001,CARR2
0700000494,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700000495,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR4
0700000496,ZSTD,SHIPUSER,20251007,20251007,20251009,30001,CARR5
0700000497,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR5
0700000498,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700000499,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700000500,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700000501,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR4
0700000502,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR4
0700000503,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR5
0700000504,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR1
0700000505,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR3
0700000506,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700000507,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR4
0700000508,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700000509,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000510,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR1
0700000511,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700000512,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700000513,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700000514,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR1
0700000515,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR2
0700000516,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR1
0700000517,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR1
0700000518,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR2
0700000519,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700000520,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR2
0700000521,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700000522,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700000523,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700000524,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR4
0700000525,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700000526,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700000527,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700000528,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700000529,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR5
0700000530,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700000531,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR1
0700000532,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000533,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700000534,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR5
0700000535,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR2
0700000536,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR5
0700000537,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700000538,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700000539,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700000540,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR1
0700000541,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700000542,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR2
0700000543,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR2
0700000544,ZSTD,SHIPUSER,20251026,20251026,20251028,30001,CARR1
0700000545,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR5
0700000546,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR2
0700000547,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700000548,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR2
0700000549,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700000550,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700000551,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700000552,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR1
0700000553,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR1
0700000554,ZSTD,SHIPUSER,20251010,20251010,20251012,30001,CARR2
0700000555,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000556,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR3
0700000557,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700000558,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700000559,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700000560,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR4
0700000561,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR1
0700000562,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR1
0700000563,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700000564,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR1
0700000565,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR3
0700000566,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR1
0700000567,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR4
0700000568,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700000569,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700000570,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR5
0700000571,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR1
0700000572,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR3
0700000573,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR5
0700000574,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700000575,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700000576,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700000577,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700000578,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR5
0700000579,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR1
0700000580,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR4
0700000581,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700000582,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR3
0700000583,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR2
0700000584,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR3
0700000585,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR2
0700000586,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700000587,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700000588,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR3
0700000589,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700000590,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR2
0700000591,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR2
0700000592,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR4
0700000593,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR5
0700000594,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700000595,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR2
0700000596,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700000597,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR1
0700000598,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR1
0700000599,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700000600,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000601,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700000602,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700000603,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000604,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR4
0700000605,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000606,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR4
0700000607,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR1
0700000608,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700000609,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700000610,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR1
0700000611,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR1
0700000612,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700000613,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700000614,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700000615,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700000616,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700000617,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700000618,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR4
0700000619,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700000620,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR4
0700000621,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR2
0700000622,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR2
0700000623,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700000624,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700000625,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR1
0700000626,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR1
0700000627,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700000628,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR2
0700000629,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700000630,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700000631,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700000632,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700000633,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700000634,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR5
0700000635,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR4
0700000636,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR4
0700000637,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR3
0700000638,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR3
0700000639,ZSTD,SHIPUSER,20251015,20251015,20251017,30001,CARR5
0700000640,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR1
0700000641,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR2
0700000642,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700000643,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700000644,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700000645,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700000646,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR1
0700000647,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR4
0700000648,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700000649,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700000650,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR2
0700000651,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR1
0700000652,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR3
0700000653,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700000654,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700000655,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR2
0700000656,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR1
0700000657,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR3
0700000658,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700000659,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700000660,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700000661,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR3
0700000662,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR3
0700000663,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700000664,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR2
0700000665,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700000666,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR1
0700000667,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR3
0700000668,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700000669,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR1
0700000670,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR2
0700000671,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR1
0700000672,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000673,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700000674,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR5
0700000675,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR2
0700000676,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR2
0700000677,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700000678,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR3
0700000679,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR4
0700000680,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR5
0700000681,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700000682,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR2
0700000683,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700000684,ZSTD,SHIPUSER,20251004,20251004,20251006,30001,CARR2
0700000685,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700000686,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR2
0700000687,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700000688,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700000689,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700000690,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR1
0700000691,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR1
0700000692,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700000693,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700000694,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR1
0700000695,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR1
0700000696,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700000697,ZSTD,SHIPUSER,20251021,20251021,20251023,30001,CARR1
0700000698,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR4
0700000699,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR3
0700000700,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR2
0700000701,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700000702,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR1
0700000703,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
