TKNUM,TPNUM,VBELN,ERDAT
0700000540,0001,8000005341,20251021
0700000541,0001,8000002378,20251021
0700000541,0002,8000002573,20251021
0700000542,0001,8000000138,20251013
0700000542,0002,8000002680,20251013
0700000543,0001,8000002046,20251016
0700000543,0002,8000001811,20251016
0700000544,0001,8000007193,20251026
0700000545,0001,8000004331,20251015
0700000546,0001,8000005593,20251014
0700000546,0002,8000007146,20251014
0700000547,0001,8000003829,20251028
0700000547,0002,8000004638,20251028
0700000548,0001,8000000047,20251017
0700000549,0001,8000004679,20251010
0700000550,0001,8000005153,20250930
0700000551,0001,8000000112,20251020
0700000552,0001,8000002922,20251016
0700000553,0001,8000006460,20251024
0700000553,0002,8000000334,20251024
0700000554,0001,8000001013,20251010
0700000555,0001,8000006743,20251019
0700000556,0001,8000001748,20251022
0700000556,0002,8000000985,20251022
0700000557,0001,8000001374,20251017
0700000557,0002,8000003027,20251017
0700000558,0001,8000000218,20251008
0700000559,0001,8000002172,20251027
0700000560,0001,8000001442,20251011
0700000560,0002,8000000681,20251011
0700000560,0003,8000003567,20251011
0700000561,0001,8000008057,20251013
0700000562,0001,8000005879,20251014
0700000562,0002,8000000640,20251014
0700000563,0001,8000007501,20251022
0700000564,0001,8000002229,20251015
0700000564,0002,8000000481,20251015
0700000564,0003,8000003070,20251015
0700000565,0001,8000000089,20251003
0700000566,0001,8000002973,20251005
0700000567,0001,8000006826,20251024
0700000568,0001,8000005950,20251011
0700000568,0002,8000007832,20251011
0700000569,0001,8000003347,20251024
0700000570,0001,8000004291,20251022
0700000571,0001,8000005494,20251024
0700000571,0002,8000001693,20251024
0700000572,0001,8000003763,20251017
0700000573,0001,8000002567,20251026
0700000573,0002,8000005302,20251026
0700000573,0003,8000002666,20251026
0700000574,0001,8000001220,20251018
0700000575,0001,8000007600,20251005
0700000576,0001,8000004813,20251008
0700000577,0001,8000000260,20251019
0700000578,0001,8000005373,20251001
0700000579,0001,8000007642,20251020
0700000580,0001,8000000230,20251026
0700000581,0001,8000000667,20251018
0700000581,0002,8000004433,20251018
0700000582,0001,8000002084,20251022
0700000583,0001,8000005640,20251006
0700000584,0001,8000003719,20250929
0700000584,0002,8000005025,20250929
0700000585,0001,8000002898,20251003
0700000586,0001,8000003709,20251010
0700000587,0001,8000002728,20251006
0700000587,0002,8000008273,20251006
0700000588,0001,8000004867,20251024
0700000588,0002,8000007702,20251024
0700000589,0001,8000001230,20251012
0700000589,0002,8000004546,20251012
0700000590,0001,8000002314,20251024
0700000590,0002,8000005887,20251024
0700000591,0001,8000004821,20251012
0700000592,0001,8000002824,20251029
0700000592,0002,8000003846,20251029
0700000593,0001,8000003911,20250927
0700000593,0002,8000007080,20250927
0700000594,0001,8000008179,20251016
0700000595,0001,8000000298,20251024
0700000596,0001,8000002104,20251018
0700000597,0001,8000001037,20251018
0700000597,0002,8000003363,20251018
0700000598,0001,8000003824,20251028
0700000598,0002,8000000054,20251028
0700000599,0001,8000002273,20251014
0700000600,0001,8000005551,20251019
0700000600,0002,8000003701,20251019
0700000601,0001,8000003193,20251010
0700000602,0001,8000000879,20251015
0700000602,0002,8000003559,20251015
0700000603,0001,8000007626,20251024
0700000603,0002,8000001879,20251024
0700000604,0001,8000003419,20251010
0700000604,0002,8000001249,20251010
0700000605,0001,8000001446,20251011
0700000606,0001,8000007603,20251008
0700000607,0001,8000000683,20251013
0700000608,0001,8000006836,20251017
0700000609,0001,8000002074,20251005
0700000609,0002,8000000368,20251005
0700000609,0003,8000003198,20251005
0700000610,0001,8000007539,20251020
0700000611,0001,8000005806,20251024
0700000612,0001,8000007681,20251021
0700000613,0001,8000005404,20251021
0700000613,0002,8000002052,20251021
0700000614,0001,8000006724,20251014
0700000615,0001,8000003347,20251019
0700000616,0001,8000007850,20251001
0700000617,0001,8000006481,20251019
0700000617,0002,8000003062,20251019
0700000617,0003,8000005291,20251019
0700000618,0001,8000001151,20251017
0700000618,0002,8000002599,20251017
0700000618,0003,8000004758,20251017
0700000619,0001,8000003472,20251004
0700000620,0001,8000007097,20251027
0700000620,0002,8000003377,20251027
0700000620,0003,8000006667,20251027
0700000621,0001,8000002735,20251018
0700000622,0001,8000002815,20251008
0700000623,0001,8000005806,20251019
0700000624,0001,8000005961,20251006
0700000624,0002,8000006068,20251006
0700000625,0001,8000004000,20251002
0700000625,0002,8000001822,20251002
0700000626,0001,8000001320,20251029
0700000626,0002,8000006117,20251029
0700000627,0001,8000003642,20251028
0700000628,0001,8000003156,20251023
0700000629,0001,8000008559,20251012
0700000630,0001,8000004045,20251018
0700000630,0002,8000004663,20251018
0700000631,0001,8000001814,20251015
0700000631,0002,8000007308,20251015
0700000631,0003,8000005813,20251015
0700000632,0001,8000007360,20251005
0700000633,0001,8000004883,20251015
0700000634,0001,8000003266,20251003
0700000635,0001,8000000256,20250930
0700000636,0001,8000006439,20251004
0700000637,0001,8000001617,20250927
0700000638,0001,8000006340,20251002
0700000639,0001,8000000295,20251015
0700000639,0002,8000002017,20251015
0700000640,0001,8000005047,20251012
0700000641,0001,8000007935,20251009
0700000641,0002,8000002678,20251009
0700000642,0001,8000007787,20251017
0700000643,0001,8000006559,20251001
0700000644,0001,8000008084,20251010
0700000645,0001,8000000719,20251001
0700000645,0002,8000003082,20251001
0700000645,0003,8000001838,20251001
0700000646,0001,8000005814,20251001
0700000647,0001,8000005277,20251018
0700000648,0001,8000003174,20251008
0700000649,0001,8000006996,20251006
0700000650,0001,8000002594,20251021
0700000650,0002,8000003027,20251021
0700000651,0001,8000002858,20251009
0700000651,0002,8000003080,20251009
0700000651,0003,8000001856,20251009
0700000652,0001,8000008313,20251016
0700000653,0001,8000002463,20251018
0700000654,0001,8000000613,20251020
0700000655,0001,8000004586,20251003
0700000656,0001,8000005514,20251011
0700000656,0002,8000001825,20251011
0700000656,0003,8000001215,20251011
0700000657,0001,8000000007,20251013
0700000658,0001,8000005594,20251021
0700000659,0001,8000004453,20251008
0700000660,0001,8000000719,20251027
0700000660,0002,8000007261,20251027
0700000661,0001,8000004594,20251029
0700000661,0002,8000003092,20251029
0700000662,0001,8000002301,20251020
0700000662,0002,8000006524,20251020
0700000662,0003,8000001271,20251020
0700000663,0001,8000001237,20251011
0700000664,0001,8000000358,20251023
0700000665,0001,8000006061,20251004
0700000665,0002,8000001330,20251004
0700000666,0001,8000002650,20251011
0700000667,0001,8000001738,20250930
0700000668,0001,8000002921,20251017
0700000668,0002,8000000384,20251017
0700000669,0001,8000002939,20251018
0700000670,0001,8000006774,20251009
0700000671,0001,8000003579,20250927
0700000671,0002,8000002668,20250927
0700000671,0003,8000006167,20250927
0700000672,0001,8000005146,20251024
0700000673,0001,8000006976,20251011
0700000673,0002,8000004282,20251011
0700000673,0003,8000004158,20251011
0700000674,0001,8000003550,20251026
0700000675,0001,8000000778,20251006
0700000675,0002,8000000172,20251006
0700000676,0001,8000005447,20251009
0700000677,0001,8000003126,20251016
0700000678,0001,8000007352,20251017
0700000679,0001,8000003599,20251001
0700000679,0002,8000001123,20251001
0700000680,0001,8000008265,20251015
0700000681,0001,8000003935,20251010
0700000682,0001,8000004843,20251012
0700000683,0001,8000006163,20251006
0700000683,0002,8000008476,20251006
0700000683,0003,8000001171,20251006
0700000684,0001,8000006304,20251004
0700000685,0001,8000005307,20251017
0700000686,0001,8000000777,20251027
0700000687,0001,8000003755,20251024
0700000688,0001,8000007216,20251007
0700000689,0001,8000002515,20251018
0700000689,0002,8000005808,20251018
0700000690,0001,8000004448,20251016
0700000691,0001,8000005261,20251030
0700000692,0001,8000005131,20251012
0700000693,0001,8000005263,20251017
0700000693,0002,8000007494,20251017
0700000693,0003,8000002153,20251017
0700000694,0001,8000004058,20251016
0700000694,0002,8000002220,20251016
0700000695,0001,8000008070,20251022
0700000696,0001,8000005129,20251019
0700000697,0001,8000003319,20251021
0700000698,0001,8000000557,20251021
0700000699,0001,8000003491,20251002
0700000700,0001,8000002045,20251020
0700000700,0002,8000001093,20251020
0700000700,0003,8000006781,20251020
0700000701,0001,8000006826,20251014
0700000702,0001,8000000175,20251026
0700000702,0002,8000005459,20251026
0700000703,0001,8000002838,20251005
0700000704,0001,8000004815,20251004
0700000705,0001,8000004717,20251005
0700000706,0001,8000004363,20251006
0700000707,0001,8000007968,20250926
0700000707,0002,8000000124,20250926
0700000707,0003,8000003789,20250926
0700000708,0001,8000005713,20251017
0700000708,0002,8000001410,20251017
0700000709,0001,8000002082,20251003
0700000710,0001,8000000378,20251001
0700000711,0001,8000007920,20251003
0700000711,0002,8000005495,20251003
0700000712,0001,8000002105,20251026
0700000713,0001,8000001413,20251015
0700000714,0001,8000002526,20251018
0700000715,0001,8000005285,20250929
0700000716,0001,8000006070,20251016
0700000717,0001,8000005249,20251011
0700000718,0001,8000007027,20251023
0700000718,0002,8000001370,20251023
0700000719,0001,8000007715,20251020
0700000720,0001,8000007594,20251027
0700000721,0001,8000008210,20251006
0700000722,0001,8000006190,20250930
0700000722,0002,8000000743,20250930
0700000723,0001,8000004766,20251022
0700000724,0001,8000000330,20251008
0700000725,0001,8000000552,20251008
0700000726,0001,8000000892,20251023
0700000726,0002,8000002762,20251023
0700000727,0001,8000001109,20251012
0700000727,0002,8000004102,20251012
0700000728,0001,8000002564,20251026
0700000729,0001,8000006069,20251015
0700000730,0001,8000004526,20251010
0700000730,0002,8000002816,20251010
0700000731,0001,8000006826,20251016
0700000732,0001,8000000682,20251024
0700000733,0001,8000002284,20251008
0700000734,0001,8000004566,20251009
0700000735,0001,8000003220,20251014
0700000736,0001,8000004428,20251014
0700000737,0001,8000007583,20251008
0700000738,0001,8000005962,20251017
0700000738,0002,8000004323,20251017
0700000739,0001,8000006657,20251001
0700000740,0001,8000003494,20251025
0700000741,0001,8000003098,20251005
0700000742,0001,8000001946,20251024
0700000742,0002,8000004653,20251024
0700000743,0001,8000008362,20251029
0700000744,0001,8000001449,20251026
0700000745,0001,8000005205,20251012
0700000746,0001,8000002929,20251026
0700000746,0002,8000003633,20251026
0700000746,0003,8000001071,20251026
0700000747,0001,8000007916,20251023
0700000748,0001,8000004834,20251021
0700000748,0002,8000004829,20251021
0700000749,0001,8000002326,20251013
0700000749,0002,8000004377,20251013
0700000750,0001,8000003469,20251002
0700000751,0001,8000005445,20251018
0700000751,0002,8000002475,20251018
0700000752,0001,8000003553,20251024
0700000753,0001,8000004407,20251013
0700000754,0001,8000006330,20251004
0700000754,0002,8000005031,20251004
0700000755,0001,8000000742,20251028
0700000755,0002,8000007582,20251028
0700000756,0001,8000006778,20251017
0700000756,0002,8000004961,20251017
0700000757,0001,8000007707,20251016
0700000758,0001,8000001838,20251015
0700000758,0002,8000005861,20251015
0700000759,0001,8000003921,20251001
0700000759,0002,8000007173,20251001
0700000760,0001,8000001648,20251024
0700000760,0002,8000006939,20251024
0700000761,0001,8000003883,20251009
0700000762,0001,8000002718,20251022
0700000762,0002,8000007977,20251022
0700000762,0003,8000005845,20251022
0700000763,0001,8000002050,20251013
0700000764,0001,8000006672,20251003
0700000764,0002,8000005205,20251003
0700000764,0003,8000005382,20251003
0700000765,0001,8000006610,20251020
0700000766,0001,8000001113,20251017
0700000767,0001,8000001477,20251011
0700000768,0001,8000000270,20251005
0700000768,0002,8000003504,20251005
0700000768,0003,8000007563,20251005
0700000769,0001,8000002001,20251013
0700000769,0002,8000005140,20251013
0700000770,0001,8000007320,20251004
0700000770,0002,8000001425,20251004
0700000770,0003,8000006206,20251004
0700000771,0001,8000005911,20251020
0700000771,0002,8000008128,20251020
0700000772,0001,8000007663,20251009
0700000772,0002,8000003184,20251009
0700000772,0003,8000003411,20251009
0700000773,0001,8000001592,20251011
0700000773,0002,8000007258,20251011
0700000774,0001,8000006197,20250927
0700000775,0001,8000004125,20251007
0700000776,0001,8000001467,20250930
0700000777,0001,8000001454,20251012
0700000778,0001,8000007734,20251015
0700000778,0002,8000001907,20251015
0700000779,0001,8000006474,20251010
0700000779,0002,8000004933,20251010
0700000780,0001,8000003586,20251025
0700000781,0001,8000002750,20251017
0700000782,0001,8000004482,20251027
0700000783,0001,8000005423,20251007
0700000784,0001,8000003467,20251021
0700000785,0001,8000007121,20251004
0700000786,0001,8000000302,20251005
0700000786,0002,8000001770,20251005
0700000787,0001,8000003953,20251013
0700000788,0001,8000001511,20251027
0700000789,0001,8000006883,20251006
0700000789,0002,8000000658,20251006
0700000789,0003,8000006016,20251006
0700000790,0001,8000005525,20251018
0700000791,0001,8000006319,20251027
0700000791,0002,8000002332,20251027
0700000792,0001,8000006056,20251027
0700000792,0002,8000005242,20251027
0700000792,0003,8000000432,20251027
0700000793,0001,8000006625,20251005
0700000793,0002,8000006323,20251005
0700000794,0001,8000001121,20251016
0700000795,0001,8000003159,20251022
0700000796,0001,8000002165,20251026
0700000796,0002,8000007860,20251026
0700000797,0001,8000001224,20251026
0700000797,0002,8000001459,20251026
0700000798,0001,8000004595,20251013
0700000799,0001,8000006944,20251006
0700000799,0002,8000000877,20251006
0700000799,0003,8000001904,20251006
0700000800,0001,8000008291,20251023
0700000801,0001,8000001678,20251017
0700000801,0002,8000006821,20251017
0700000802,0001,8000004339,20251022
0700000803,0001,8000003425,20251014
0700000804,0001,8000000243,20251016
0700000805,0001,8000002105,20251002
0700000805,0002,8000007503,20251002
0700000806,0001,8000005829,20251023
0700000806,0002,8000005318,20251023
0700000807,0001,8000008403,20251012
0700000808,0001,8000001331,20251024
0700000809,0001,8000000303,20251004
0700000810,0001,8000002225,20251006
0700000811,0001,8000003445,20251004
0700000811,0002,8000005396,20251004
0700000811,0003,8000007053,20251004
0700000812,0001,8000005781,20250930
0700000813,0001,8000002946,20251023
0700000814,0001,8000000592,20251029
0700000815,0001,8000000897,20251014
0700000815,0002,8000005706,20251014
0700000816,0001,8000003815,20251007
0700000816,0002,8000003909,20251007
0700000817,0001,8000005471,20251020
0700000818,0001,8000004909,20251028
0700000819,0001,8000006350,20251011
0700000819,0002,8000000999,20251011
0700000819,0003,8000002454,20251011
0700000820,0001,8000005357,20250929
0700000820,0002,8000003791,20250929
0700000821,0001,8000002818,20251023
0700000822,0001,8000006915,20251002
0700000823,0001,8000003283,20251019
0700000824,0001,8000003466,20250930
0700000824,0002,8000005983,20250930
0700000824,0003,8000004281,20250930
0700000825,0001,8000005541,20251003
0700000826,0001,8000000394,20251015
0700000827,0001,8000001150,20251014
0700000828,0001,8000007320,20251009
0700000829,0001,8000003862,20251003
0700000830,0001,8000001612,20251007
0700000831,0001,8000005942,20251010
0700000832,0001,8000001984,20251025
0700000833,0001,8000002876,20251020
