Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00100010109,Luna-Carlson,ACC-010109,Customer - Channel,Technology,5033979.07,4527,2575 Frederick Valleys Suite 033,East Jessica,OR,66644,USA,(215)306-4890,www.huff.info,Cold,0050014,2025-02-04 17:21:13,2026-01-08 17:21:13,False
00100010110,Martinez-King,ACC-010110,Customer - Direct,Retail,15074338.17,151,04618 Dean Squares,South Maria,CT,67555,USA,001-791-841-1739x3483,www.martin-kelley.com,Warm,0050003,2023-02-24 17:21:13,2023-12-03 17:21:13,False
00100010111,"Fitzpatrick, Rivera and Smith",ACC-010111,Customer - Direct,Manufacturing,204093341.49,3,97218 Jennifer Courts,Dawnmouth,LA,35120,USA,201.420.4556x110,www.holland.org,Warm,0050002,2024-11-20 17:21:13,2025-04-05 17:21:13,False
00100010112,Johns-Davis,ACC-010112,Customer - Direct,Manufacturing,389259410.53,44,16674 Vaughn Neck Suite 212,Port Erikchester,PW,77931,USA,897.929.6590x2771,www.brown.com,Cold,0050017,2022-11-09 17:21:13,2023-09-16 17:21:13,False
00100010113,Bush Ltd,ACC-010113,Partner,Manufacturing,6867369.86,44,588 Ryan Stream,South Michael,TX,84571,USA,(728)590-0287x7217,www.cordova-williams.com,Cold,0050012,2023-06-11 17:21:13,2023-09-28 17:21:13,False
00100010114,"Schneider, Powell and Young",ACC-010114,Customer - Direct,Technology,8676147.56,3499,9717 Stewart Parks Apt. 166,New Andrealand,WY,79695,USA,+1-948-783-7550x375,www.chavez.com,Cold,0050008,2022-10-16 17:21:13,2023-10-05 17:21:13,False
00100010115,Kelly-Schultz,ACC-010115,Partner,Retail,1232786.43,62,851 Penny Park Apt. 614,East David,PR,51998,USA,973.951.6091,www.lawrence.com,Hot,0050005,2024-09-08 17:21:13,2025-02-15 17:21:13,False
00100010116,"Fitzgerald, Tran and Reynolds",ACC-010116,Customer - Direct,Healthcare,16860623.3,4,292 Dale Shoals Suite 866,West Raymond,MA,39058,USA,522.669.8485x833,www.reed.com,Warm,0050008,2023-07-30 17:21:13,2024-07-08 17:21:13,False
00100010117,"Daniels, Walsh and Page",ACC-010117,Customer - Channel,Financial Services,13468291.92,12294,799 Craig Ville Suite 608,North Oscarton,TN,07920,USA,242.744.2043,www.garcia-parrish.net,Warm,0050001,2022-03-04 17:21:13,2022-09-12 17:21:13,False
00100010118,Newton PLC,ACC-010118,Customer - Direct,Technology,12911947.21,1,84066 Frye Spur Suite 800,Jamesmouth,MP,30064,USA,+1-359-889-3347x2122,www.patterson.com,Hot,0050008,2023-05-11 17:21:13,2024-01-31 17:21:13,False
00100010119,Martin LLC,ACC-010119,Prospect,Financial Services,78064.94,32,7202 Carlson Trail,Tracyshire,OH,47435,USA,858-832-8182,www.bailey.com,Cold,0050010,2023-04-14 17:21:13,2023-06-15 17:21:13,False
00100010120,Ward-Robinson,ACC-010120,Customer - Direct,Technology,22563497.78,174,015 Allen Row Apt. 056,South Jonathanport,AK,68247,USA,001-258-387-7043x58112,www.santiago.biz,Cold,0050006,2024-06-04 17:21:13,2024-09-28 17:21:13,False
00100010121,Harris Ltd,ACC-010121,Partner,Retail,1210182.74,322,120 Love Camp Apt. 102,Angelashire,GU,30338,USA,366-276-6506x180,www.charles.com,Warm,0050002,2025-06-15 17:21:13,2025-12-06 17:21:13,False
00100010122,"Turner, Miller and Hubbard",ACC-010122,Partner,Technology,3890586.43,22,6072 Derek Lock Suite 245,New Nancyberg,DE,05976,USA,7995688143,www.whitehead-york.com,Warm,0050013,2025-09-11 17:21:13,2026-07-10 17:21:13,False
00100010123,White PLC,ACC-010123,Customer - Direct,Media,1869401707.77,213,12908 Newman Cliffs Suite 141,Lake Beverly,MA,47311,USA,(931)749-1357,www.hopkins.org,Warm,0050004,2022-09-16 17:21:13,2023-01-12 17:21:13,False
00100010124,Aguirre-Benjamin,ACC-010124,Prospect,Manufacturing,3452224.66,113,53364 Taylor Street,Nataliemouth,NV,47521,USA,001-347-281-2914x28341,www.welch.org,Warm,0050011,2022-07-07 17:21:13,2022-10-28 17:21:13,False
00100010125,Escobar PLC,ACC-010125,Prospect,Healthcare,93205.27,2957,872 Long Trail Suite 278,South Michaeltown,TN,31811,USA,+1-228-527-2299x275,www.hall-baker.com,Warm,0050014,2025-10-10 17:21:13,2025-11-16 17:21:13,False
00100010126,Barnett PLC,ACC-010126,Prospect,Media,435281697.2,192,7700 Garcia Pike Suite 498,South Desiree,MN,77529,USA,+1-218-446-3865x5779,www.martin-jones.com,Hot,0050011,2021-11-05 17:21:13,2022-09-25 17:21:13,False
00100010127,Hernandez and Sons,ACC-010127,Competitor,Healthcare,979408.79,2005,136 Cortez Orchard Suite 739,Lake Martha,AK,32439,USA,4292922809,www.scott.net,Hot,0050019,2025-06-26 17:21:13,2025-10-22 17:21:13,False
00100010128,Greene-Elliott,ACC-010128,Prospect,Media,1692052.06,57,413 Obrien Mountains,Jacksonchester,PA,19206,USA,001-329-584-2579,www.cruz-rodriguez.com,Hot,0050004,2025-06-08 17:21:13,2025-06-25 17:21:13,False
00100010129,"Heath, Gordon and Barnes",ACC-010129,Customer - Direct,Transportation,276540.13,16,127 Natalie Place,North Timothyberg,MH,79599,USA,+1-506-986-5086,www.bell-ballard.org,Warm,0050015,2020-12-29 17:21:13,2021-06-17 17:21:13,False
00100010130,Coleman LLC,ACC-010130,Customer - Direct,Transportation,664635.52,556,14986 Lopez Station Apt. 981,South Diamondmouth,MT,47984,USA,726-694-4869,www.sanders.net,Cold,0050009,2025-06-01 17:21:13,2026-02-20 17:21:13,False
00100010131,White-Hansen,ACC-010131,Customer - Direct,Healthcare,16959541.74,171,4956 Melissa Shoals Apt. 372,East Williammouth,AS,72666,USA,+1-602-560-1279x611,www.miller-johnson.biz,Warm,0050018,2024-06-24 17:21:13,2024-11-14 17:21:13,False
00100010132,Mendez-Meyer,ACC-010132,Customer - Channel,Technology,1346528.31,175,77038 Lee Tunnel,New Gavin,AZ,47652,USA,502.214.6566,www.padilla.net,Cold,0050007,2022-01-23 17:21:13,2022-09-29 17:21:13,False
00100010133,"Bailey, Richmond and Hill",ACC-010133,Customer - Direct,Retail,2059823.67,597,6904 Richard Coves,New Kellyville,AS,67778,USA,289-947-6973x577,www.scott.com,Warm,0050018,2024-08-12 17:21:13,2025-05-16 17:21:13,False
00100010134,"Haynes, Mcbride and Gutierrez",ACC-010134,Prospect,Telecommunications,3035625.85,350,804 Justin Locks Suite 182,Edwardsborough,MH,75698,USA,723-473-3343x333,www.wilson.info,Warm,0050008,2025-01-27 17:21:13,2025-11-16 17:21:13,False
00100010135,"Smith, Vincent and Rubio",ACC-010135,Customer - Channel,Technology,572787.86,5,9579 Henry Track Suite 639,North Alicia,NE,63195,USA,+1-908-756-2718,www.smith.com,Warm,0050019,2022-08-01 17:21:13,2023-04-01 17:21:13,False
00100010136,Ward-Hensley,ACC-010136,Customer - Direct,Technology,3061738.53,50,434 Mullen Junctions,Ivanchester,IL,55432,USA,001-655-564-7292x931,www.reynolds.com,Warm,0050018,2024-06-14 17:21:13,2025-02-12 17:21:13,False
00100010137,Shaffer-Thompson,ACC-010137,Customer - Direct,Financial Services,52544161.12,0,88574 Hart Port Apt. 612,East Lisafort,MP,83058,USA,775-245-5884,www.martinez-dillon.org,Warm,0050018,2021-04-15 17:21:13,2021-11-10 17:21:13,False
00100010138,Ray Ltd,ACC-010138,Customer - Channel,Financial Services,1647261.57,70,5587 Preston Light,Stevenberg,VI,22465,USA,+1-656-699-6112x5355,www.newman.com,Cold,0050007,2024-09-30 17:21:13,2024-11-18 17:21:13,False
00100010139,"Matthews, Sheppard and Gutierrez",ACC-010139,Partner,Financial Services,354636.4,4937,23413 Randy Court,South Amytown,WI,52538,USA,411.449.2164x33472,www.johnson.com,Hot,0050018,2025-04-09 17:21:13,2026-03-13 17:21:13,False
00100010140,Mcdonald-Pitts,ACC-010140,Partner,Media,13843745.89,15,728 Brittany Motorway Suite 884,Timothybury,AS,12239,USA,645.964.2400x825,www.smith.info,Hot,0050015,2023-05-26 17:21:13,2023-11-24 17:21:13,False
00100010141,Smith-Jordan,ACC-010141,Prospect,Financial Services,283720.36,617,308 Lopez Points Suite 632,Claytonbury,KS,10883,USA,(338)994-4846x31224,www.chavez.com,Hot,0050014,2023-06-10 17:21:13,2024-01-07 17:21:13,False
00100010142,Hernandez PLC,ACC-010142,Prospect,Healthcare,110577.03,24,14427 Jesse Drive,South Jeffchester,ME,65826,USA,(470)551-2046x187,www.roth-clayton.com,Hot,0050010,2023-03-13 17:21:13,2023-04-10 17:21:13,False
00100010143,"Wright, Wise and Ramos",ACC-010143,Customer - Direct,Telecommunications,6328907.17,845,71837 Maldonado Inlet,Ericton,WA,72535,USA,414.674.3503x13650,www.wilson.com,Cold,0050001,2022-01-14 17:21:13,2022-12-15 17:21:13,False
00100010144,"Logan, Alvarez and Carlson",ACC-010144,Partner,Healthcare,24402699.63,53,32719 Galvan Trace Apt. 052,East Tonymouth,OH,84996,USA,001-957-530-6524x07784,www.lopez.com,Warm,0050012,2022-03-11 17:21:13,2022-05-01 17:21:13,False
00100010145,"Rocha, Spencer and Jones",ACC-010145,Partner,Retail,39562389.83,1,4485 Smith Route,Grosstown,RI,48221,USA,001-793-851-8638x78294,www.morris.com,Warm,0050012,2025-06-22 17:21:13,2026-01-15 17:21:13,False
00100010146,White Inc,ACC-010146,Customer - Direct,Energy,1607089.51,248,73109 Barrett Pine,Brandonbury,PA,94590,USA,803-771-7058,www.brown.com,Warm,0050014,2021-09-24 17:21:13,2022-03-17 17:21:13,False
00100010147,Miller-Lewis,ACC-010147,Customer - Channel,Technology,311514815.35,0,38633 Ashley Fall,Reeseshire,MI,88908,USA,961.722.8685x289,www.pierce-shea.com,Cold,0050002,2021-04-29 17:21:13,2021-06-24 17:21:13,False
00100010148,Duran-Jordan,ACC-010148,Prospect,Telecommunications,11237642.29,13,398 Nicholas Plaza Suite 577,Smithton,LA,78588,USA,2826404335,www.dixon.com,Warm,0050013,2024-06-02 17:21:13,2024-09-09 17:21:13,False
00100010149,Stevens and Sons,ACC-010149,Prospect,Retail,4836445.03,20,5933 Shepherd Course,Carrollborough,VA,10619,USA,001-257-727-9194x0961,www.hobbs-hamilton.com,Warm,0050017,2024-09-30 17:21:13,2025-07-02 17:21:13,False
00100010150,Adkins PLC,ACC-010150,Customer - Channel,Energy,1279147.71,425,604 Luis Port,West Wayne,IN,20580,USA,6678998136,www.anderson.info,Hot,0050006,2023-04-20 17:21:13,2023-07-01 17:21:13,False
00100010151,"Mcgee, Kelley and Baker",ACC-010151,Prospect,Manufacturing,91417628.42,1128,622 Hansen Oval Suite 938,East Charles,WI,56870,USA,491-716-6553x55904,www.underwood.info,Hot,0050013,2023-06-13 17:21:13,2023-09-15 17:21:13,False
00100010152,Glass and Sons,ACC-010152,Partner,Retail,7040768.67,1,521 Jodi Gardens,Port Marissa,LA,02301,USA,914-477-0538x33884,www.hale.net,Hot,0050011,2024-04-02 17:21:13,2024-11-25 17:21:13,False
00100010153,Scott Inc,ACC-010153,Customer - Direct,Retail,185585.33,474,94070 Paul Groves Suite 104,Hallfurt,NY,93521,USA,957-298-1238,www.wright.com,Warm,0050008,2024-05-31 17:21:13,2024-07-09 17:21:13,False
00100010154,Burns-Garner,ACC-010154,Customer - Channel,Healthcare,464284.83,1220,5543 Cain Road,Natashatown,OH,37226,USA,525.862.1689,www.berry.com,Warm,0050002,2023-05-01 17:21:13,2024-02-07 17:21:13,False
00100010155,"Murphy, Daniels and Clark",ACC-010155,Customer - Direct,Media,3955595.09,212,832 Barker Pine,South Wendy,WI,19526,USA,+1-892-851-8812x5205,www.ramos-peck.com,Warm,0050004,2025-04-07 17:21:13,2025-05-03 17:21:13,False
00100010156,Maxwell Inc,ACC-010156,Customer - Channel,Financial Services,1033771.53,189,09949 Caitlyn Fort,West Christopherfort,DC,66341,USA,+1-875-226-7722x330,www.clements-walker.com,Warm,0050013,2022-02-27 17:21:13,2022-12-01 17:21:13,False
00100010157,Jones Group,ACC-010157,Customer - Direct,Transportation,1616306.28,241,573 Sullivan Canyon Suite 569,New Danielmouth,GU,06060,USA,588.660.8680,www.sanders-torres.com,Hot,0050017,2021-02-15 17:21:13,2021-02-23 17:21:13,False
00100010158,Jackson-Phillips,ACC-010158,Customer - Channel,Media,144942.93,66,827 Davis Parkway,East Kimberlyside,DC,52021,USA,(357)302-7937x14521,www.cole.biz,Cold,0050005,2025-04-16 17:21:13,2025-08-16 17:21:13,False
00100010159,"Moody, Hunt and Herring",ACC-010159,Customer - Direct,Financial Services,11337426.89,6,602 Cunningham Shoals Apt. 222,South Kylemouth,LA,82611,USA,(912)930-9407,www.aguirre.com,Warm,0050012,2024-11-18 17:21:13,2025-06-15 17:21:13,False
00100010160,"Keller, Chavez and Ramos",ACC-010160,Partner,Technology,233585.68,94,84983 Jack Centers,Benjaminton,TN,76272,USA,+1-445-910-1622x499,www.riley.com,Warm,0050019,2023-02-03 17:21:13,2023-10-08 17:21:13,False
00100010161,Richardson-Gray,ACC-010161,Prospect,Retail,16347840.34,953,8147 David Wall,Markchester,NC,28005,USA,001-739-601-9817x946,www.andrews.org,Warm,0050008,2024-08-13 17:21:13,2025-03-07 17:21:13,False
00100010162,"Crawford, Daniel and Jimenez",ACC-010162,Customer - Direct,Transportation,49115751.45,1161,343 David Mountain,Lake Melaniechester,MT,06463,USA,258-330-3441x44885,www.cook.com,Hot,0050015,2025-06-26 17:21:13,2025-09-19 17:21:13,False
00100010163,Lee LLC,ACC-010163,Customer - Direct,Telecommunications,65842.86,84,0272 Mcclain Plain Suite 760,Annettemouth,OH,70740,USA,7398551240,www.ferguson.com,Hot,0050007,2023-09-09 17:21:13,2023-09-11 17:21:13,False
00100010164,"Wilson, Patton and Parker",ACC-010164,Customer - Direct,Media,31269035.2,126,046 Tyler Freeway Suite 743,Gregorystad,WY,05402,USA,001-731-478-0782x35784,www.short.com,Cold,0050018,2023-08-17 17:21:13,2023-12-31 17:21:13,False
00100010165,Hardy Group,ACC-010165,Customer - Channel,Telecommunications,3961928.87,58,810 Randolph Spur Apt. 570,New Katieport,AK,76202,USA,001-443-653-3448x57142,www.smith.net,Warm,0050013,2021-06-02 17:21:13,2022-01-21 17:21:13,False
00100010166,"Garcia, Daniels and Dunn",ACC-010166,Customer - Direct,Retail,20771.25,1990,49321 Austin Junction Suite 020,Bergerton,CT,50780,USA,7166629979,www.roth-marquez.net,Warm,0050007,2024-03-19 17:21:13,2024-10-22 17:21:13,False
00100010167,Beltran Group,ACC-010167,Customer - Direct,Technology,194276477.73,391,71747 Hall Fork,Port Paula,KS,48139,USA,(425)657-7017x1577,www.munoz-anderson.com,Cold,0050001,2021-11-28 17:21:13,2022-09-09 17:21:13,False
00100010168,Roth-Robles,ACC-010168,Partner,Manufacturing,13616586.19,163,148 Morales Loop Apt. 938,South Patrick,MA,27795,USA,001-396-969-5832x197,www.peters-short.com,Cold,0050007,2022-02-07 17:21:13,2022-10-15 17:21:13,False
00100010169,Blanchard-Jones,ACC-010169,Customer - Direct,Technology,1179126.94,1,965 Newman Circle,East Lisashire,MH,99458,USA,+1-702-627-8469x9733,www.bauer.biz,Warm,0050012,2024-12-11 17:21:13,2025-03-19 17:21:13,False
00100010170,"Haas, Cooper and Davis",ACC-010170,Competitor,Transportation,5803361.73,2,862 Brown Plaza,North Jacquelinestad,DE,37490,USA,8365965666,www.thompson.com,Cold,0050017,2024-02-25 17:21:13,2024-06-16 17:21:13,False
00100010171,Moore-Bright,ACC-010171,Customer - Direct,Media,437034.85,18,01027 Proctor Dale,East Dawnchester,VI,60273,USA,001-596-492-7868x765,www.jacobs-lane.com,Warm,0050016,2025-06-27 17:21:13,2026-04-20 17:21:13,False
00100010172,"Shaw, Jenkins and Payne",ACC-010172,Customer - Direct,Transportation,2002407.5,25,09751 Nixon Common Apt. 847,New Pamelaland,IA,62426,USA,+1-918-794-9058x0778,www.gomez-levine.com,Hot,0050005,2021-09-09 17:21:13,2022-06-14 17:21:13,False
00100010173,Jackson-Neal,ACC-010173,Partner,Energy,17245909.03,224,940 Lane Ports Apt. 490,Toddberg,NY,10575,USA,442-994-4401x929,www.morton-green.com,Cold,0050007,2025-06-22 17:21:13,2025-11-30 17:21:13,False
00100010174,White-Rose,ACC-010174,Competitor,Media,4560324.84,397,1292 Mullins Loop,Youngmouth,VA,84069,USA,(939)850-4102,www.turner-reese.net,Warm,0050013,2025-06-29 17:21:13,2025-07-25 17:21:13,False
00100010175,James Ltd,ACC-010175,Customer - Direct,Manufacturing,1422982.13,120,4286 Keith Union Suite 658,North Samanthastad,PR,57096,USA,+1-545-744-1496x739,www.vaughn.com,Cold,0050006,2022-07-16 17:21:13,2023-03-18 17:21:13,False
00100010176,Smith Inc,ACC-010176,Partner,Energy,1549126.01,14,753 King Bypass,New Christopherborough,PA,84135,USA,411-692-6921,www.owens-mayer.info,Cold,0050017,2022-12-30 17:21:13,2023-09-28 17:21:13,False
00100010177,Hammond-Schwartz,ACC-010177,Customer - Direct,Financial Services,797772.32,36,2140 Price Circle Suite 427,South Tiffanyborough,RI,51964,USA,(971)628-6391,www.johnson.org,Warm,0050009,2024-12-06 17:21:13,2025-01-05 17:21:13,False
00100010178,"King, Griffin and Mosley",ACC-010178,Partner,Retail,959744.73,68,006 Hernandez Isle,Andrewshaven,VT,64815,USA,766.618.3067x1985,www.brown-shea.com,Cold,0050002,2022-12-19 17:21:13,2023-01-30 17:21:13,False
00100010179,Nichols-Woodward,ACC-010179,Partner,Transportation,9006610.13,99,4328 Tammy Shore,West Heather,MH,14495,USA,+1-857-317-3203x0937,www.schneider.info,Cold,0050002,2021-01-15 17:21:13,2021-04-21 17:21:13,False
00100010180,Johnson Inc,ACC-010180,Customer - Channel,Energy,19157439.3,22,061 Lindsay Shores Suite 829,North Benjamin,FL,64581,USA,+1-407-390-3202x0417,www.wilson.org,Warm,0050006,2025-06-06 17:21:13,2026-04-07 17:21:13,False
00100010181,Brown and Sons,ACC-010181,Competitor,Retail,3564532.22,1165,6519 Marc Underpass Apt. 092,Bryanview,FL,99794,USA,(225)982-7390x21962,www.smith.com,Cold,0050003,2025-06-07 17:21:13,2026-05-19 17:21:13,False
00100010182,"Pearson, Eaton and Butler",ACC-010182,Customer - Direct,Manufacturing,29722881.82,193,232 Mills Loop Apt. 290,Lake Vincent,CO,82708,USA,556-908-3318x1958,www.hopkins.com,Cold,0050019,2020-12-24 17:21:13,2021-04-24 17:21:13,False
00100010183,"Anthony, Pruitt and Jimenez",ACC-010183,Partner,Technology,1919403.34,86,005 Clark Glen,Christinamouth,AZ,14187,USA,001-708-822-0781x1379,www.burgess.com,Warm,0050013,2023-07-21 17:21:13,2023-09-21 17:21:13,False
00100010184,Nguyen Inc,ACC-010184,Prospect,Healthcare,51873466.89,543,636 Charles Prairie,Brownchester,FL,28834,USA,+1-472-265-2735x435,www.carroll.info,Hot,0050011,2020-10-27 17:21:13,2021-08-15 17:21:13,False
00100010185,Barnes-Wolf,ACC-010185,Competitor,Transportation,1558685.29,28,9292 Christopher Walks,Atkinsborough,OR,62562,USA,240.863.3569x392,www.williams.net,Cold,0050018,2024-06-07 17:21:13,2025-03-31 17:21:13,False
00100010186,Simmons Group,ACC-010186,Partner,Telecommunications,12055956.22,3,177 Christopher Terrace Apt. 632,Kennethland,AK,63387,USA,+1-242-379-9077x26257,www.barry-cook.com,Hot,0050002,2022-06-25 17:21:13,2022-07-16 17:21:13,False
00100010187,Simmons-Nelson,ACC-010187,Prospect,Media,2100330.64,216,195 Zachary Spring,Pamelaville,MS,48419,USA,590.355.2818x325,www.mendoza.com,Warm,0050007,2022-05-05 17:21:13,2022-06-16 17:21:13,False
00100010188,"Hodges, Flores and Hurst",ACC-010188,Customer - Channel,Manufacturing,36688132.23,8,0155 Tucker Pine Apt. 788,Shannonstad,AS,88752,USA,001-613-371-1624x112,www.hernandez.com,Cold,0050004,2023-06-19 17:21:13,2024-05-21 17:21:13,False
00100010189,Butler-Fleming,ACC-010189,Customer - Direct,Healthcare,2251833.23,66,5670 Lopez Brooks,Port Stacey,SD,44525,USA,(495)657-9887x74924,www.washington.com,Cold,0050017,2022-07-17 17:21:13,2023-05-03 17:21:13,False
00100010190,Gomez Group,ACC-010190,Prospect,Technology,1011458.42,6779,284 Teresa Villages,East John,AZ,42001,USA,001-727-745-2380,www.watson.com,Warm,0050012,2022-11-19 17:21:13,2023-04-30 17:21:13,False
00100010191,"Turner, Knapp and Sullivan",ACC-010191,Customer - Direct,Technology,2515351.68,2,75208 Holland Hill Suite 492,Morganville,VA,63282,USA,9287140693,www.nguyen.com,Cold,0050002,2024-05-08 17:21:13,2024-08-21 17:21:13,False
00100010192,"Fox, Harrington and Wang",ACC-010192,Customer - Direct,Healthcare,180587.77,1,18718 Lee Island,Lake Michaelberg,VT,56552,USA,(965)804-5547x813,www.roberts-shaffer.biz,Hot,0050011,2022-01-22 17:21:13,2022-07-02 17:21:13,False
00100010193,"Mosley, Taylor and Matthews",ACC-010193,Customer - Direct,Manufacturing,769215.44,640,34785 Sarah Ramp,Davischester,SC,36326,USA,(628)979-2326x48704,www.singh.com,Hot,0050003,2024-06-23 17:21:13,2024-11-06 17:21:13,False
00100010194,Evans-Davidson,ACC-010194,Competitor,Media,11999821.78,121,46273 David Harbor Suite 195,Cunninghamview,SC,90404,USA,415.789.0429x0257,www.brown.biz,Warm,0050006,2023-08-06 17:21:13,2023-10-13 17:21:13,False
00100010195,"Barr, Kelly and Roberts",ACC-010195,Partner,Retail,2984157.34,241,321 Amy Well,Margaretport,KY,90343,USA,001-951-889-5202x845,www.mccall-martin.com,Cold,0050015,2022-01-18 17:21:13,2022-12-15 17:21:13,False
00100010196,Gordon and Sons,ACC-010196,Prospect,Financial Services,3792031.42,93,7112 Timothy Inlet,Donmouth,FM,78836,USA,352.840.1322x34232,www.hines.info,Warm,0050015,2024-02-18 17:21:13,2024-10-10 17:21:13,False
00100010197,Williams-Rodriguez,ACC-010197,Customer - Channel,Media,1414320.5,56,1401 Contreras Throughway,Port Davidborough,OR,26718,USA,(450)512-4955,www.hudson.com,Hot,0050008,2024-01-16 17:21:13,2024-02-23 17:21:13,False
00100010198,"Robinson, Lee and Campbell",ACC-010198,Partner,Manufacturing,11821677.97,2118,138 Richardson Radial,South Emily,CT,24205,USA,(466)938-3615x171,www.bush-hawkins.com,Hot,0050003,2025-10-05 17:21:13,2026-05-28 17:21:13,False
00100010199,Murphy Inc,ACC-010199,Customer - Direct,Transportation,188668.91,498,7947 Angela Highway Suite 317,Harryfort,TX,14286,USA,(578)711-2669x1215,www.larson.com,Warm,0050016,2022-05-01 17:21:13,2023-02-14 17:21:13,False
