Id,CaseNumber,AccountId,ContactId,Status,Priority,Type,Origin,Subject,Description,IsClosed,IsEscalated,ClosedDate,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
50000010081,CS-100081,00100010073,00300010201,Closed,Low,Feature Request,Email,Group if it too.,"Describe kitchen item action. Network represent war compare but.
Itself dog price white conference subject. Choose line memory set beyond public. Position grow success call citizen.
Cost fast them. Buy culture I shake management pattern increase entire.",True,False,2024-11-27 17:21:14,0050039,2024-11-10 17:21:14,2024-12-06 17:21:14,False
50000010082,CS-100082,00100010073,00300010202,Closed,Low,Configuration,Web,Stay trade be yes lot letter.,"More summer century deal under fire kind religious. They season effort beyond huge system blue. Street thus set price ok pattern.
Magazine news mean community week near. Raise responsibility them top maybe. South general election operation pass similar.",True,False,2025-11-12 17:21:14,0050025,2025-10-23 17:21:14,2025-11-11 17:21:14,False
50000010083,CS-100083,00100010077,00300010213,Closed,Low,Feature Request,Phone,Through nearly hair fire ground significant blood.,"Week subject against news would. Though five oil add plan any mention. Miss consider next piece world say off.
Career get book ever before. Bit with form stay adult may. Drive catch rather fact.",True,False,2024-10-12 17:21:14,0050026,2024-09-12 17:21:14,2024-09-14 17:21:14,False
50000010084,CS-100084,00100010077,00300010212,Closed,Medium,Question,Phone,Kind until business particular nor long.,"Expert camera now shake month. One reason just interesting. Daughter wall we price front.
Modern behavior employee easy send dream deal. Out laugh visit human say.
Population wish high office health. Debate drug that. Factor statement themselves professor to step himself.",True,False,2024-01-10 17:21:14,0050031,2024-01-02 17:21:14,2024-01-06 17:21:14,False
50000010085,CS-100085,00100010078,00300010215,Working,High,Question,Phone,Learn politics possible practice this buy every.,"Focus home shake guy. Space feeling example draw community. Option why ever trip company official bank. Should president research information meet.
Foreign white find those themselves. Leg western million. Hit out indeed be will husband.",False,False,,0050033,2024-05-31 17:21:14,2024-06-06 17:21:14,False
50000010086,CS-100086,00100010078,00300010215,Working,Medium,Question,Phone,Environmental range trial sell.,"Side once human general. Available under side edge or strategy. Break price president about learn.
Player then range around past realize newspaper site. Him pressure watch training adult role.",False,False,,0050031,2025-09-09 17:21:14,2025-09-15 17:21:14,False
50000010087,CS-100087,00100010078,00300010215,Closed,High,Question,Chat,Return dark away little year.,"I gas worry degree impact action. Money room senior away economic indeed pay wish. No play sport mother north none.
Tonight answer rate focus. Low bring take special within green sport.
Dinner activity watch level report campaign. Begin former mention sit. Kid send final possible have exactly.",True,False,2025-01-02 17:21:14,0050026,2024-12-19 17:21:14,2024-12-21 17:21:14,False
50000010088,CS-100088,00100010078,00300010216,Working,Medium,Feature Request,Portal,Meet any history generation.,"Their discover successful education to let voice. Mean ago fish turn she open. Goal that sell.
International light music figure spend. Start since note loss team nature best. Evening commercial catch.
Forward buy several drop several describe remain social.",False,False,,0050030,2024-11-11 17:21:14,2024-11-23 17:21:14,False
50000010089,CS-100089,00100010078,00300010214,Closed,Medium,Question,Chat,Market exactly really receive could buy page.,"Audience buy sport sort indeed behind last. Change heavy next could suffer probably. Kind million just large.
Strategy team trial agency energy black effect. Sense third somebody far present successful.
Top politics truth which green.",True,False,2023-12-31 17:21:14,0050033,2023-12-25 17:21:14,2024-01-07 17:21:14,False
50000010090,CS-100090,00100010081,00300010222,New,Medium,Problem,Portal,Eight fire student performance decide charge.,"Exactly green color include. Environment black glass.
Friend third fine doctor operation cause staff often. Board material quite white week provide.
Rate town natural both. Require Mr management those attention.
Work part research lead. Cultural whose treat assume.",False,False,,0050039,2025-05-23 17:21:14,2025-06-01 17:21:14,False
50000010091,CS-100091,00100010084,00300010229,Closed,Low,Feature Request,Phone,Hotel hundred past exist prove.,"Real less heavy the.
Face system near child least many. Stuff range painting political seven of. Relationship letter guy federal loss door democratic.
Early project left bad certain. Site only commercial maybe always. Staff last ready less hundred.",True,False,2024-12-23 17:21:14,0050029,2024-12-10 17:21:14,2024-12-31 17:21:14,False
50000010092,CS-100092,00100010086,00300010237,Working,Medium,Bug Report,Chat,Serious sort design color body time adult.,"Understand experience keep ahead final. Industry who reason rich mother seven. Blue magazine ball radio window identify.
Fight camera body around.
Though drop too power speech. Fear responsibility arm.
Front site he candidate service back picture. Southern water respond list.",False,False,,0050036,2024-06-19 17:21:14,2024-06-20 17:21:14,False
50000010093,CS-100093,00100010086,00300010234,Closed,Low,Problem,Chat,Impact general medical.,"Pretty civil sea describe school leg wait. Strategy young anyone share discover.
Interest win author none. Ok because require scientist cause stay. Put now visit write rich power play.",True,False,2025-02-13 17:21:14,0050039,2025-01-30 17:21:14,2025-02-04 17:21:14,False
50000010094,CS-100094,00100010087,00300010239,Working,Low,Bug Report,Portal,Exist generation pass community capital drug.,"Reflect month significant could accept exist. Four than somebody heart single professor. Sign produce determine magazine business. Painting four Mr site pick believe.
Image only American individual list. Campaign if will letter involve few. Factor low coach ok state human.",False,False,,0050025,2025-05-10 17:21:14,2025-05-22 17:21:14,False
50000010095,CS-100095,00100010087,00300010238,Closed,High,Question,Phone,Finally coach learn head able.,"Control wide identify try apply man history. Expect choose property avoid various claim race. Office interview arm property.
Which commercial avoid year face. Official move us step. Military film ask head table serious person particularly.
Matter instead different until seem. Finish send past.",True,False,2023-12-13 17:21:14,0050028,2023-11-26 17:21:14,2023-12-22 17:21:14,False
50000010096,CS-100096,00100010087,00300010240,Closed,Medium,Problem,Portal,Room agency college include operation.,"Contain research ten factor day. Daughter without office. World pay fund population.
Or window policy. Kitchen wide go throw front we. Open man war goal wrong though upon.
Way leader crime class yourself structure. Discussion while structure image price capital nature.",True,False,2025-07-23 17:21:14,0050037,2025-07-08 17:21:14,2025-08-02 17:21:14,False
50000010097,CS-100097,00100010089,00300010244,Working,Low,Feature Request,Portal,Hour main collection citizen.,"Industry cover whatever wall case travel. Financial feel century special front structure able necessary. Organization tree father top.
For decision hundred social. Term agent improve choose somebody. Order upon sell key.",False,False,,0050031,2025-08-01 17:21:14,2025-08-12 17:21:14,False
50000010098,CS-100098,00100010090,00300010245,Escalated,Medium,Problem,Email,Sign finish represent method company buy.,"Nation thing attention note beyond machine beautiful. Bag old issue security during culture. When also fear necessary him hair give think.
Understand color leave approach. Energy level power everybody accept statement.",False,True,,0050033,2023-11-22 17:21:14,2023-12-15 17:21:14,False
50000010099,CS-100099,00100010090,00300010247,Closed,Low,Question,Email,Father state care exactly.,"Include staff result security. Change cause source phone wish. Land heavy degree capital ago opportunity beyond.
Body test one raise. Teacher teach expect discover resource garden.
To road main six part natural current. Finish simply strong there. Total kind six key.",True,False,2025-08-03 17:21:14,0050027,2025-07-13 17:21:14,2025-08-09 17:21:14,False
50000010100,CS-100100,00100010090,00300010246,Closed,Low,Question,Phone,Beat little fish build fire direction investment.,"Us age bed.
Coach large challenge hand simply. Maintain least who ten including.
Within budget hotel voice head himself because stuff. Meet most wonder program enter red various.",True,False,2024-10-01 17:21:14,0050022,2024-09-05 17:21:14,2024-09-30 17:21:14,False
50000010101,CS-100101,00100010092,00300010253,Closed,Medium,Problem,Phone,Author school watch fill wide owner.,"Direction actually dark religious new eat popular. Most significant peace own support friend. Under relationship rate beyond blue.
Miss among less matter check already size treat. Century seem measure across.",True,False,2025-10-18 17:21:14,0050030,2025-10-12 17:21:14,2025-10-22 17:21:14,False
50000010102,CS-100102,00100010092,00300010253,Working,Low,Problem,Email,Personal throughout amount return major.,"Scientist eat environment model he throw. Model shoulder within friend carry hear. Person we test or fear. Enjoy cover enjoy agent result collection.
Stuff cup or throughout. Mrs soldier body until practice chair create. Management truth save grow apply personal.",False,False,,0050031,2025-06-15 17:21:14,2025-07-03 17:21:14,False
