VBELN,ERDAT,ERZET,ERNAM,AEDAT,AUDAT,VBTYP,AUART,VKORG,VTWEG,SPART,KUNNR,VKBUR,VKGRP,NETWR,WAERK,GBSTK,ABSTK,LIFSK,FAKSK
0001000238,20250925,134117,SALESUSER,20250925,20250925,C,ZOR,1000,20,00,0000102345,10001,001,0,USD,B,,,
0001000239,20250925,134406,SALESUSER,,20250925,C,OR,2000,20,00,0000104917,20001,001,0,EUR,B,,,
0001000240,20250925,133326,SALESUSER,,20250925,C,OR,1000,30,01,0000100194,10001,001,0,USD,C,,,
0001000241,20250925,131008,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000103122,10001,001,0,USD,C,,,
0001000242,20250925,145225,SALESUSER,,20250925,C,OR,1000,10,00,0000101002,10001,001,0,USD,B,,01,
0001000243,20250925,140339,SALESUSER,,20250925,C,ZOR,1000,10,01,0000102981,10001,001,0,USD,C,,,
0001000244,20250925,141724,SALESUSER,,20250925,C,ZOR,2000,10,01,0000100689,20001,001,0,EUR,B,,,
0001000245,20250925,144543,SALESUSER,,20250925,C,OR,3000,20,02,0000100375,30001,001,0,EUR,A,,,
0001000246,20250925,144905,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000100463,10001,001,0,USD,B,,,
0001000247,20250925,144003,SALESUSER,,20250925,C,OR,3000,20,00,0000104435,30001,001,0,EUR,C,,,
0001000248,20250925,140309,SALESUSER,,20250925,C,ZOR,2000,20,00,0000100024,20001,001,0,EUR,A,,,
0001000249,20250925,144403,SALESUSER,,20250925,C,OR,1000,10,00,0000104227,10001,001,0,USD,A,,,
0001000250,20250925,140724,SALESUSER,,20250925,C,QT,1000,20,01,0000102375,10001,001,0,USD,B,,,
0001000251,20250925,144110,SALESUSER,,20250925,C,ZOR,1000,20,00,0000103707,10001,001,0,USD,B,,01,
0001000252,20250925,144127,SALESUSER,,20250925,C,ZOR,1000,10,00,0000103908,10001,001,0,USD,B,,,
0001000253,20250925,144810,SALESUSER,,20250925,C,OR,1000,10,02,0000104907,10001,001,0,USD,A,,,
0001000254,20250925,142836,SALESUSER,20250925,20250925,C,OR,2000,30,01,0000101864,20001,001,0,EUR,A,,,
0001000255,20250925,145048,SALESUSER,,20250925,C,OR,1000,10,01,0000104106,10001,001,0,USD,B,,,
0001000256,20250925,145028,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000101398,10001,001,0,USD,A,,,
0001000257,20250925,142608,SALESUSER,,20250925,C,OR,2000,20,01,0000101183,20001,001,0,EUR,A,,,
0001000258,20250925,140952,SALESUSER,20250925,20250925,C,OR,3000,30,01,0000104918,30001,001,0,EUR,A,,,
0001000259,20250925,144148,SALESUSER,20250925,20250925,C,OR,1000,20,01,0000103248,10001,001,0,USD,C,,,
0001000260,20250925,145421,SALESUSER,20250925,20250925,C,OR,1000,10,01,0000103767,10001,001,0,USD,A,,,
0001000261,20250925,145842,SALESUSER,,20250925,C,QT,2000,20,02,0000103460,20001,001,0,EUR,A,,,
0001000262,20250925,143721,SALESUSER,,20250925,C,OR,1000,20,01,0000104727,10001,001,0,USD,A,,,
0001000263,20250925,145855,SALESUSER,,20250925,C,OR,1000,20,00,0000102550,10001,001,0,USD,B,,,
0001000264,20250925,142621,SALESUSER,,20250925,C,OR,1000,10,00,0000100578,10001,001,0,USD,B,,,
0001000265,20250925,142032,SALESUSER,,20250925,C,OR,1000,10,00,0000101838,10001,001,0,USD,A,,,
0001000266,20250925,141326,SALESUSER,,20250925,C,OR,1000,10,00,0000100634,10001,001,0,USD,C,,,
0001000267,20250925,140004,SALESUSER,,20250925,C,ZOR,2000,30,00,0000103354,20001,001,0,EUR,A,,,
0001000268,20250925,144556,SALESUSER,,20250925,C,OR,1000,10,00,0000104654,10001,001,0,USD,B,,,
0001000269,20250925,144034,SALESUSER,,20250925,C,OR,3000,20,00,0000100016,30001,001,0,EUR,B,,,
0001000270,20250925,140747,SALESUSER,,20250925,C,OR,1000,10,00,0000101153,10001,001,0,USD,C,,,
0001000271,20250925,143129,SALESUSER,,20250925,C,ZOR,1000,20,00,0000103165,10001,001,0,USD,A,,,
0001000272,20250925,141637,SALESUSER,20250925,20250925,C,OR,1000,20,00,0000104555,10001,001,0,USD,A,,01,
0001000273,20250925,140415,SALESUSER,,20250925,C,OR,1000,20,00,0000102845,10001,001,0,USD,C,,,
0001000274,20250925,143412,SALESUSER,,20250925,C,OR,2000,10,00,0000103343,20001,001,0,EUR,A,,01,
0001000275,20250925,143802,SALESUSER,,20250925,C,ZOR,1000,10,00,0000101147,10001,001,0,USD,B,,,
0001000276,20250925,142556,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000103504,10001,001,0,USD,A,,01,
0001000277,20250925,144622,SALESUSER,20250925,20250925,C,OR,1000,20,00,0000102133,10001,001,0,USD,C,,,
0001000278,20250925,140619,SALESUSER,,20250925,C,OR,1000,10,01,0000100036,10001,001,0,USD,C,,,
0001000279,20250925,145741,SALESUSER,20250925,20250925,C,ZOR,2000,10,01,0000102999,20001,001,0,EUR,A,,,
0001000280,20250925,145417,SALESUSER,,20250925,C,OR,1000,10,01,0000102390,10001,001,0,USD,A,,,
0001000281,20250925,141424,SALESUSER,,20250925,C,OR,1000,30,00,0000103063,10001,001,0,USD,A,,,
0001000282,20250925,141708,SALESUSER,20250925,20250925,C,ZOR,1000,10,00,0000104699,10001,001,0,USD,A,,,
0001000283,20250925,153859,SALESUSER,,20250925,C,ZOR,1000,20,00,0000102829,10001,001,0,USD,A,,,
0001000284,20250925,152542,SALESUSER,20250925,20250925,C,ZOR,1000,10,00,0000102061,10001,001,0,USD,B,,,
0001000285,20250925,150536,SALESUSER,20250925,20250925,C,OR,3000,10,00,0000100982,30001,001,0,EUR,B,,01,
0001000286,20250925,153527,SALESUSER,,20250925,C,OR,1000,10,01,0000103617,10001,001,0,USD,B,,,
0001000287,20250925,150807,SALESUSER,20250925,20250925,C,ZOR,2000,20,01,0000104692,20001,001,0,EUR,B,,01,
0001000288,20250925,151938,SALESUSER,,20250925,C,OR,1000,30,01,0000100236,10001,001,0,USD,A,,01,
0001000289,20250925,155015,SALESUSER,,20250925,C,OR,2000,10,02,0000104853,20001,001,0,EUR,B,,,
0001000290,20250925,155028,SALESUSER,20250925,20250925,C,OR,1000,30,02,0000100236,10001,001,0,USD,B,,,
0001000291,20250925,155417,SALESUSER,,20250925,C,ZOR,2000,10,00,0000103777,20001,001,0,EUR,B,,01,
0001000292,20250925,153807,SALESUSER,,20250925,C,OR,1000,10,00,0000103422,10001,001,0,USD,B,,01,
0001000293,20250925,153624,SALESUSER,20250925,20250925,C,ZOR,2000,30,01,0000100789,20001,001,0,EUR,A,,,
0001000294,20250925,152205,SALESUSER,,20250925,C,ZOR,1000,10,00,0000101750,10001,001,0,USD,C,,,
0001000295,20250925,153634,SALESUSER,,20250925,C,OR,1000,10,00,0000104388,10001,001,0,USD,A,,,
0001000296,20250925,152006,SALESUSER,,20250925,C,OR,1000,10,00,0000102094,10001,001,0,USD,C,,,
0001000297,20250925,151802,SALESUSER,,20250925,C,QT,1000,30,02,0000101961,10001,001,0,USD,A,,01,
0001000298,20250925,150014,SALESUSER,,20250925,C,OR,2000,20,00,0000102167,20001,001,0,EUR,B,,,
0001000299,20250925,152702,SALESUSER,,20250925,C,OR,1000,10,00,0000101939,10001,001,0,USD,A,,,
0001000300,20250925,154731,SALESUSER,,20250925,C,OR,1000,10,00,0000101427,10001,001,0,USD,C,,,
0001000301,20250925,151922,SALESUSER,20250925,20250925,C,OR,1000,30,01,0000101418,10001,001,0,USD,C,,,
0001000302,20250925,151220,SALESUSER,,20250925,C,OR,2000,10,00,0000100091,20001,001,0,EUR,A,,,
0001000303,20250925,154726,SALESUSER,20250925,20250925,C,OR,1000,30,00,0000101911,10001,001,0,USD,A,,01,
0001000304,20250925,154743,SALESUSER,,20250925,C,OR,1000,30,01,0000103017,10001,001,0,USD,B,,,
0001000305,20250925,155941,SALESUSER,,20250925,C,OR,1000,10,00,0000100583,10001,001,0,USD,C,,,
0001000306,20250925,150157,SALESUSER,,20250925,C,OR,1000,20,00,0000101845,10001,001,0,USD,A,,,
0001000307,20250925,151341,SALESUSER,,20250925,C,OR,1000,10,00,0000103896,10001,001,0,USD,C,,,
0001000308,20250925,155326,SALESUSER,,20250925,C,ZOR,1000,10,01,0000103938,10001,001,0,USD,C,,,
0001000309,20250925,153310,SALESUSER,,20250925,C,ZOR,2000,10,00,0000104378,20001,001,0,EUR,C,,01,
0001000310,20250925,154942,SALESUSER,20250925,20250925,C,OR,2000,20,00,0000101807,20001,001,0,EUR,C,,,
0001000311,20250925,154531,SALESUSER,20250925,20250925,C,OR,2000,30,00,0000104753,20001,001,0,EUR,A,,,
0001000312,20250925,153437,SALESUSER,,20250925,C,OR,1000,10,01,0000104765,10001,001,0,USD,C,,,
0001000313,20250925,153656,SALESUSER,,20250925,C,ZOR,1000,30,01,0000100703,10001,001,0,USD,B,,,
0001000314,20250925,153435,SALESUSER,20250925,20250925,C,OR,2000,30,01,0000103457,20001,001,0,EUR,B,,,
0001000315,20250925,150231,SALESUSER,20250925,20250925,C,OR,3000,10,00,0000102024,30001,001,0,EUR,C,,,
0001000316,20250925,153634,SALESUSER,,20250925,C,QT,1000,10,02,0000103283,10001,001,0,USD,C,,,
0001000317,20250925,154515,SALESUSER,,20250925,C,OR,1000,10,00,0000100494,10001,001,0,USD,A,,,
0001000318,20250925,153133,SALESUSER,,20250925,C,QT,1000,20,02,0000103731,10001,001,0,USD,B,,,
0001000319,20250925,165418,SALESUSER,,20250925,C,OR,1000,10,01,0000104465,10001,001,0,USD,A,,,
0001000320,20250925,163341,SALESUSER,,20250925,C,OR,2000,20,02,0000100305,20001,001,0,EUR,C,,,
0001000321,20250925,161855,SALESUSER,,20250925,C,ZOR,1000,30,00,0000101647,10001,001,0,USD,A,,01,
0001000322,20250925,160805,SALESUSER,20250925,20250925,C,OR,1000,30,01,0000103104,10001,001,0,USD,C,,,
0001000323,20250925,160307,SALESUSER,,20250925,C,OR,1000,10,02,0000104329,10001,001,0,USD,A,,,
0001000324,20250925,162944,SALESUSER,,20250925,C,QT,1000,10,02,0000102095,10001,001,0,USD,B,,,
0001000325,20250925,161638,SALESUSER,,20250925,C,ZOR,1000,20,00,0000103189,10001,001,0,USD,B,,,
0001000326,20250925,162749,SALESUSER,,20250925,C,OR,2000,20,02,0000100473,20001,001,0,EUR,C,,,
0001000327,20250925,164903,SALESUSER,20250925,20250925,C,OR,1000,10,02,0000104544,10001,001,0,USD,A,,,
0001000328,20250925,164108,SALESUSER,,20250925,C,OR,1000,30,01,0000100828,10001,001,0,USD,B,,,
0001000329,20250925,160158,SALESUSER,,20250925,C,OR,2000,10,00,0000100106,20001,001,0,EUR,C,,,
0001000330,20250925,160010,SALESUSER,20250925,20250925,C,OR,2000,10,00,0000103477,20001,001,0,EUR,B,,,
0001000331,20250925,162458,SALESUSER,,20250925,C,OR,1000,10,02,0000103530,10001,001,0,USD,A,,,
0001000332,20250925,161025,SALESUSER,,20250925,C,OR,1000,10,00,0000103948,10001,001,0,USD,C,,,
0001000333,20250925,163858,SALESUSER,,20250925,C,OR,2000,10,00,0000102773,20001,001,0,EUR,C,,,
0001000334,20250925,163129,SALESUSER,,20250925,C,QT,1000,30,02,0000104457,10001,001,0,USD,B,,,
0001000335,20250925,165918,SALESUSER,,20250925,C,OR,1000,20,00,0000101994,10001,001,0,USD,A,,,
0001000336,20250925,164507,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000103178,10001,001,0,USD,A,,01,01
0001000337,20250925,160157,SALESUSER,20250925,20250925,C,QT,1000,20,00,0000103242,10001,001,0,USD,B,,,
0001000338,20250925,164632,SALESUSER,20250925,20250925,C,OR,1000,20,00,0000102745,10001,001,0,USD,A,,,
0001000339,20250925,165514,SALESUSER,20250925,20250925,C,ZOR,2000,30,02,0000100163,20001,001,0,EUR,B,,,
0001000340,20250925,165938,SALESUSER,,20250925,C,QT,2000,20,00,0000100583,20001,001,0,EUR,A,,,
0001000341,20250925,163220,SALESUSER,20250925,20250925,C,ZOR,3000,20,02,0000104538,30001,001,0,EUR,C,,,
0001000342,20250925,165147,SALESUSER,,20250925,C,OR,1000,10,01,0000104355,10001,001,0,USD,B,,,
0001000343,20250925,163825,SALESUSER,20250925,20250925,C,OR,2000,10,02,0000102893,20001,001,0,EUR,C,,,
0001000344,20250925,164033,SALESUSER,,20250925,C,OR,1000,10,00,0000104558,10001,001,0,USD,C,,,
0001000345,20250925,165906,SALESUSER,,20250925,C,OR,1000,20,01,0000101656,10001,001,0,USD,A,,,
0001000346,20250925,160521,SALESUSER,20250925,20250925,C,OR,1000,30,00,0000103368,10001,001,0,USD,A,,,
0001000347,20250925,162844,SALESUSER,,20250925,C,OR,1000,10,00,0000103166,10001,001,0,USD,C,,,
0001000348,20250925,162226,SALESUSER,,20250925,C,QT,1000,10,02,0000101688,10001,001,0,USD,C,,01,
0001000349,20250925,161629,SALESUSER,,20250925,C,QT,2000,30,00,0000104574,20001,001,0,EUR,A,,,
0001000350,20250925,165314,SALESUSER,,20250925,C,ZOR,2000,20,00,0000100749,20001,001,0,EUR,B,,,
0001000351,20250925,165349,SALESUSER,,20250925,C,ZOR,2000,20,00,0000101756,20001,001,0,EUR,A,,,
0001000352,20250925,164226,SALESUSER,,20250925,C,ZOR,1000,20,01,0000102947,10001,001,0,USD,A,,,
0001000353,20250925,165019,SALESUSER,,20250925,C,OR,1000,20,02,0000104351,10001,001,0,USD,C,,,
0001000354,20250925,163642,SALESUSER,,20250925,C,ZOR,1000,20,01,0000100149,10001,001,0,USD,A,,,
0001000355,20250925,165001,SALESUSER,20250925,20250925,C,ZOR,1000,20,00,0000103041,10001,001,0,USD,B,,,
0001000356,20250925,162236,SALESUSER,,20250925,C,ZOR,1000,10,01,0000100801,10001,001,0,USD,A,,,
0001000357,20250925,160841,SALESUSER,,20250925,C,OR,1000,10,02,0000101392,10001,001,0,USD,A,,,
0001000358,20250925,160906,SALESUSER,,20250925,C,OR,1000,10,01,0000103971,10001,001,0,USD,C,,,
0001000359,20250925,165832,SALESUSER,,20250925,C,ZOR,1000,10,01,0000103486,10001,001,0,USD,B,,,
0001000360,20250925,161413,SALESUSER,20250925,20250925,C,QT,2000,10,02,0000104103,20001,001,0,EUR,A,,,
0001000361,20250925,165320,SALESUSER,,20250925,C,OR,2000,30,02,0000103891,20001,001,0,EUR,C,,,
0001000362,20250925,172500,SALESUSER,20250925,20250925,C,QT,2000,30,00,0000100506,20001,001,0,EUR,A,,,
0001000363,20250925,170514,SALESUSER,,20250925,C,OR,1000,20,02,0000103105,10001,001,0,USD,B,,01,
0001000364,20250925,173708,SALESUSER,,20250925,C,OR,1000,20,02,0000101944,10001,001,0,USD,B,,,
0001000365,20250925,175310,SALESUSER,,20250925,C,OR,2000,20,00,0000102794,20001,001,0,EUR,B,,,
0001000366,20250925,175658,SALESUSER,20250925,20250925,C,OR,2000,30,01,0000100392,20001,001,0,EUR,A,,,
0001000367,20250925,171607,SALESUSER,20250925,20250925,C,OR,1000,20,00,0000100429,10001,001,0,USD,A,,,
0001000368,20250925,174159,SALESUSER,,20250925,C,OR,2000,10,00,0000100346,20001,001,0,EUR,C,,,
0001000369,20250925,172242,SALESUSER,,20250925,C,ZOR,1000,20,01,0000100929,10001,001,0,USD,B,,,
0001000370,20250925,173633,SALESUSER,,20250925,C,OR,1000,20,00,0000103366,10001,001,0,USD,C,,,
0001000371,20250925,171211,SALESUSER,20250925,20250925,C,OR,1000,20,01,0000101265,10001,001,0,USD,A,,,
0001000372,20250925,174715,SALESUSER,,20250925,C,OR,1000,30,01,0000103529,10001,001,0,USD,A,,,
0001000373,20250925,174029,SALESUSER,,20250925,C,OR,1000,10,01,0000103649,10001,001,0,USD,B,,,
0001000374,20250925,174722,SALESUSER,,20250925,C,OR,2000,10,00,0000103362,20001,001,0,EUR,A,,,
0001000375,20250925,174056,SALESUSER,,20250925,C,OR,2000,20,01,0000104167,20001,001,0,EUR,B,,,
0001000376,20250925,172738,SALESUSER,,20250925,C,ZOR,2000,20,01,0000102180,20001,001,0,EUR,B,,,
0001000377,20250925,171111,SALESUSER,,20250925,C,ZOR,1000,30,00,0000100685,10001,001,0,USD,C,,,
0001000378,20250925,175643,SALESUSER,,20250925,C,QT,3000,10,01,0000100739,30001,001,0,EUR,B,,,
0001000379,20250925,171723,SALESUSER,20250925,20250925,C,OR,2000,30,00,0000102664,20001,001,0,EUR,A,,,
0001000380,20250925,170122,SALESUSER,20250925,20250925,C,OR,1000,10,01,0000104563,10001,001,0,USD,B,,,
0001000381,20250925,171528,SALESUSER,20250925,20250925,C,OR,1000,10,02,0000101136,10001,001,0,USD,B,,,
0001000382,20250925,171841,SALESUSER,20250925,20250925,C,OR,1000,20,00,0000103861,10001,001,0,USD,A,,01,
0001000383,20250925,171832,SALESUSER,20250925,20250925,C,OR,2000,30,00,0000103416,20001,001,0,EUR,A,,,
0001000384,20250925,175520,SALESUSER,,20250925,C,ZOR,1000,10,00,0000100579,10001,001,0,USD,C,,01,
0001000385,20250925,173302,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000104391,10001,001,0,USD,B,,,
0001000386,20250925,172351,SALESUSER,,20250925,C,ZOR,1000,10,01,0000103157,10001,001,0,USD,B,,,
0001000387,20250925,172030,SALESUSER,20250925,20250925,C,OR,2000,30,00,0000102472,20001,001,0,EUR,A,,01,
0001000388,20250925,171745,SALESUSER,20250925,20250925,C,ZOR,3000,20,01,0000102404,30001,001,0,EUR,C,,,
0001000389,20250925,174600,SALESUSER,,20250925,C,OR,3000,20,02,0000104592,30001,001,0,EUR,C,,,
0001000390,20250925,172428,SALESUSER,,20250925,C,OR,3000,30,00,0000103666,30001,001,0,EUR,A,,,
0001000391,20250925,170635,SALESUSER,,20250925,C,ZOR,1000,20,01,0000101225,10001,001,0,USD,A,,,
0001000392,20250925,170746,SALESUSER,20250925,20250925,C,ZOR,2000,10,00,0000103368,20001,001,0,EUR,B,,,
0001000393,20250925,171520,SALESUSER,20250925,20250925,C,QT,2000,20,01,0000100285,20001,001,0,EUR,C,,,
0001000394,20250925,175037,SALESUSER,,20250925,C,OR,1000,10,02,0000104378,10001,001,0,USD,B,,,
0001000395,20250925,175924,SALESUSER,,20250925,C,ZOR,1000,10,00,0000101188,10001,001,0,USD,B,,,
0001000396,20250925,171140,SALESUSER,,20250925,C,OR,2000,20,00,0000102750,20001,001,0,EUR,A,,,
0001000397,20250925,174529,SALESUSER,20250925,20250925,C,OR,2000,20,01,0000101811,20001,001,0,EUR,B,,,
0001000398,20250925,171123,SALESUSER,,20250925,C,OR,3000,20,02,0000103896,30001,001,0,EUR,A,,01,
0001000399,20250925,172856,SALESUSER,20250925,20250925,C,OR,2000,10,00,0000101317,20001,001,0,EUR,B,,,
0001000400,20250925,170740,SALESUSER,,20250925,C,ZOR,2000,10,00,0000102439,20001,001,0,EUR,A,,01,
0001000401,20250925,175857,SALESUSER,20250925,20250925,C,ZOR,1000,20,00,0000104725,10001,001,0,USD,B,,01,
0001000402,20250925,172850,SALESUSER,,20250925,C,OR,2000,20,00,0000100557,20001,001,0,EUR,B,,,
0001000403,20250925,171810,SALESUSER,,20250925,C,OR,1000,20,01,0000100843,10001,001,0,USD,C,,,
0001000404,20250925,173548,SALESUSER,,20250925,C,ZOR,1000,20,02,0000103426,10001,001,0,USD,A,,,
0001000405,20250925,181459,SALESUSER,,20250925,C,OR,2000,20,00,0000104756,20001,001,0,EUR,B,,,
0001000406,20250925,181210,SALESUSER,,20250925,C,OR,1000,10,01,0000100541,10001,001,0,USD,A,,,
0001000407,20250925,180143,SALESUSER,,20250925,C,OR,1000,10,00,0000101567,10001,001,0,USD,C,,,
0001000408,20250925,184331,SALESUSER,,20250925,C,OR,2000,10,00,0000101024,20001,001,0,EUR,A,,,
0001000409,20250925,185936,SALESUSER,,20250925,C,ZOR,1000,30,00,0000101297,10001,001,0,USD,A,,,
0001000410,20250925,183700,SALESUSER,,20250925,C,OR,1000,10,00,0000103077,10001,001,0,USD,B,,,
0001000411,20250925,181606,SALESUSER,,20250925,C,OR,2000,20,00,0000101694,20001,001,0,EUR,C,,,
0001000412,20250925,185454,SALESUSER,20250925,20250925,C,OR,3000,30,02,0000103030,30001,001,0,EUR,B,,,
0001000413,20250925,183211,SALESUSER,20250925,20250925,C,QT,1000,10,00,0000103068,10001,001,0,USD,B,,,
0001000414,20250925,181046,SALESUSER,,20250925,C,OR,2000,20,01,0000101807,20001,001,0,EUR,B,,01,
0001000415,20250925,181216,SALESUSER,,20250925,C,ZOR,1000,20,00,0000104828,10001,001,0,USD,A,,,
0001000416,20250925,180757,SALESUSER,,20250925,C,OR,1000,30,00,0000103644,10001,001,0,USD,B,,,
0001000417,20250925,184152,SALESUSER,,20250925,C,OR,1000,30,02,0000101876,10001,001,0,USD,A,,,
0001000418,20250925,181956,SALESUSER,,20250925,C,ZOR,1000,20,00,0000103017,10001,001,0,USD,A,,,
0001000419,20250925,184659,SALESUSER,20250925,20250925,C,OR,2000,20,02,0000100380,20001,001,0,EUR,A,,,
0001000420,20250925,183513,SALESUSER,,20250925,C,OR,1000,20,01,0000103119,10001,001,0,USD,A,,,
0001000421,20250925,185157,SALESUSER,,20250925,C,OR,1000,10,02,0000100744,10001,001,0,USD,A,,,
0001000422,20250925,183200,SALESUSER,,20250925,C,OR,3000,20,01,0000100859,30001,001,0,EUR,C,,,
0001000423,20250925,180814,SALESUSER,,20250925,C,ZOR,1000,20,02,0000103491,10001,001,0,USD,B,,,
0001000424,20250925,181849,SALESUSER,,20250925,C,OR,2000,20,00,0000100153,20001,001,0,EUR,A,,,
0001000425,20250925,184602,SALESUSER,,20250925,C,OR,1000,10,00,0000103651,10001,001,0,USD,B,,,
0001000426,20250925,183917,SALESUSER,,20250925,C,ZOR,1000,10,00,0000104364,10001,001,0,USD,B,,,
0001000427,20250925,180120,SALESUSER,20250925,20250925,C,OR,3000,30,00,0000101156,30001,001,0,EUR,B,,,
0001000428,20250925,183425,SALESUSER,,20250925,C,OR,1000,30,01,0000104226,10001,001,0,USD,B,,,
0001000429,20250925,184405,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000101593,10001,001,0,USD,B,,01,
0001000430,20250925,183943,SALESUSER,,20250925,C,OR,1000,30,00,0000104231,10001,001,0,USD,C,,,01
0001000431,20250925,180343,SALESUSER,20250925,20250925,C,ZOR,1000,20,00,0000104851,10001,001,0,USD,A,,,
0001000432,20250925,183753,SALESUSER,20250925,20250925,C,OR,2000,10,00,0000103187,20001,001,0,EUR,B,,,
0001000433,20250925,182211,SALESUSER,,20250925,C,ZOR,2000,10,00,0000103855,20001,001,0,EUR,B,,,
0001000434,20250925,181149,SALESUSER,20250925,20250925,C,OR,2000,10,00,0000103512,20001,001,0,EUR,C,,,
0001000435,20250925,185804,SALESUSER,,20250925,C,QT,2000,20,00,0000100128,20001,001,0,EUR,B,,,
0001000436,20250925,180014,SALESUSER,,20250925,C,OR,2000,10,02,0000104916,20001,001,0,EUR,B,,,
0001000437,20250925,183246,SALESUSER,,20250925,C,OR,1000,30,00,0000103876,10001,001,0,USD,C,,,
0001000438,20250925,183114,SALESUSER,,20250925,C,ZOR,1000,20,00,0000102103,10001,001,0,USD,A,,,
0001000439,20250925,180922,SALESUSER,,20250925,C,OR,2000,10,02,0000103561,20001,001,0,EUR,C,,,
0001000440,20250925,181750,SALESUSER,,20250925,C,OR,1000,10,01,0000104867,10001,001,0,USD,B,,,
0001000441,20250925,181129,SALESUSER,,20250925,C,QT,2000,20,01,0000102991,20001,001,0,EUR,A,,,
0001000442,20250925,185917,SALESUSER,,20250925,C,OR,1000,20,02,0000101392,10001,001,0,USD,A,,,
0001000443,20250925,185411,SALESUSER,,20250925,C,OR,2000,30,02,0000102187,20001,001,0,EUR,A,,,
0001000444,20250925,183401,SALESUSER,20250925,20250925,C,OR,1000,20,01,0000104488,10001,001,0,USD,B,,,
0001000445,20250925,180604,SALESUSER,,20250925,C,OR,1000,10,01,0000100895,10001,001,0,USD,B,,,
0001000446,20250925,182736,SALESUSER,20250925,20250925,C,OR,3000,10,01,0000103451,30001,001,0,EUR,B,,,
0001000447,20250925,185431,SALESUSER,,20250925,C,OR,2000,10,01,0000104006,20001,001,0,EUR,B,,,
0001000448,20250925,181925,SALESUSER,,20250925,C,OR,1000,30,01,0000100312,10001,001,0,USD,C,,,
0001000449,20250925,181042,SALESUSER,,20250925,C,OR,1000,10,00,0000100947,10001,001,0,USD,A,,,
0001000450,20250925,193146,SALESUSER,20250925,20250925,C,OR,2000,10,00,0000102162,20001,001,0,EUR,A,,01,01
0001000451,20250925,190513,SALESUSER,,20250925,C,OR,1000,20,01,0000102835,10001,001,0,USD,B,,01,
0001000452,20250925,191754,SALESUSER,,20250925,C,OR,1000,10,00,0000100613,10001,001,0,USD,C,,,
0001000453,20250925,190545,SALESUSER,,20250925,C,OR,2000,10,00,0000102386,20001,001,0,EUR,A,,01,
0001000454,20250925,190254,SALESUSER,,20250925,C,OR,1000,10,00,0000101339,10001,001,0,USD,B,,,
0001000455,20250925,192906,SALESUSER,20250925,20250925,C,OR,2000,10,01,0000104628,20001,001,0,EUR,B,,,
0001000456,20250925,195834,SALESUSER,20250925,20250925,C,OR,1000,10,02,0000100833,10001,001,0,USD,B,,,
0001000457,20250925,191351,SALESUSER,,20250925,C,OR,1000,10,00,0000103483,10001,001,0,USD,C,,01,
0001000458,20250925,190757,SALESUSER,,20250925,C,ZOR,1000,20,00,0000101020,10001,001,0,USD,B,,,
0001000459,20250925,193518,SALESUSER,20250925,20250925,C,OR,1000,10,00,0000101476,10001,001,0,USD,A,,,01
