VBELN,POSNR,ETENR,EDATU,BMENG,VRKME,ERDAT
0001000090,000020,0001,20251006,20.126,KG,20250925
0001000090,000030,0001,20250930,20.548,EA,20250925
0001000090,000040,0001,20250926,73.565,EA,20250925
0001000090,000050,0001,20251004,98.673,EA,20250925
0001000090,000060,0001,20251008,1.631,EA,20250925
0001000090,000060,0002,20251001,1.631,EA,20250925
0001000090,000070,0001,20250926,18.801,KG,20250925
0001000090,000080,0001,20251005,9.175,KG,20250925
0001000091,000010,0001,20251008,77.175,KG,20250925
0001000091,000020,0001,20251001,157.58,KG,20250925
0001000091,000030,0001,20251009,30.696,KG,20250925
0001000091,000040,0001,20250930,4.602,KG,20250925
0001000091,000040,0002,20251008,4.602,KG,20250925
0001000091,000050,0001,20251008,0.441,EA,20250925
0001000091,000060,0001,20251005,105.495,L,20250925
0001000092,000010,0001,20250929,35.209,L,20250925
0001000092,000020,0001,20251008,1.452,EA,20250925
0001000092,000030,0001,20250926,63.198,L,20250925
0001000092,000040,0001,20251001,7.431,EA,20250925
0001000092,000050,0001,20251007,4.918,L,20250925
0001000092,000060,0001,20251009,6.12,EA,20250925
0001000092,000060,0002,20251005,6.12,EA,20250925
0001000092,000070,0001,20251002,52.0,L,20250925
0001000092,000080,0001,20251009,36.076,KG,20250925
0001000093,000010,0001,20251002,80.386,EA,20250925
0001000093,000020,0001,20251008,69.414,KG,20250925
0001000094,000010,0001,20251007,8.8,EA,20250925
0001000094,000020,0001,20251007,4.132,EA,20250925
0001000094,000030,0001,20251008,32.636,EA,20250925
0001000094,000040,0001,20250926,9.219,EA,20250925
0001000094,000050,0001,20251008,55.188,EA,20250925
0001000094,000060,0001,20250927,255.709,EA,20250925
0001000095,000010,0001,20251004,42.983,EA,20250925
0001000095,000020,0001,20251002,44.98,EA,20250925
0001000095,000030,0001,20251007,25.437,KG,20250925
0001000095,000040,0001,20251006,5.084,EA,20250925
0001000095,000050,0001,20250930,24.374,EA,20250925
0001000096,000010,0001,20251009,18.67,EA,20250925
0001000096,000020,0001,20251004,26.359,EA,20250925
0001000096,000030,0001,20251003,74.523,EA,20250925
0001000096,000040,0001,20251002,25.226,EA,20250925
0001000096,000050,0001,20251005,6.603,EA,20250925
0001000096,000060,0001,20251007,2.9595,EA,20250925
0001000096,000060,0002,20251005,2.9595,EA,20250925
0001000096,000070,0001,20251008,45.666,EA,20250925
0001000097,000010,0001,20251004,26.898,KG,20250925
0001000097,000020,0001,20250930,11.372,EA,20250925
0001000097,000030,0001,20250928,8.473,EA,20250925
0001000098,000010,0001,20251002,38.314,EA,20250925
0001000098,000020,0001,20251003,23.107,EA,20250925
0001000099,000010,0001,20251007,2.99,EA,20250925
0001000099,000020,0001,20250929,24.169,EA,20250925
0001000099,000030,0001,20250928,27.721,EA,20250925
0001000099,000040,0001,20250926,3.423,EA,20250925
0001000099,000040,0002,20250930,3.423,EA,20250925
0001000099,000050,0001,20251008,3.2625,L,20250925
0001000099,000050,0002,20251006,3.2625,L,20250925
0001000099,000060,0001,20250930,27.913,EA,20250925
0001000099,000070,0001,20250927,29.824,EA,20250925
0001000099,000080,0001,20250929,60.097,KG,20250925
0001000099,000090,0001,20251008,121.445,EA,20250925
0001000099,000100,0001,20251004,7.505,KG,20250925
0001000099,000110,0001,20250930,1.6205,KG,20250925
0001000099,000110,0002,20251001,1.6205,KG,20250925
0001000100,000010,0001,20251005,61.978,KG,20250925
0001000100,000020,0001,20251002,130.7,EA,20250925
0001000100,000030,0001,20250926,6.225,KG,20250925
0001000100,000040,0001,20251005,100.284,EA,20250925
0001000100,000050,0001,20250930,102.298,EA,20250925
0001000100,000060,0001,20251001,97.983,EA,20250925
0001000100,000070,0001,20250930,13.712,KG,20250925
0001000100,000070,0002,20251006,13.712,KG,20250925
0001000100,000080,0001,20250930,13.393,L,20250925
0001000101,000010,0001,20251008,21.307,EA,20250925
0001000101,000010,0002,20251006,21.307,EA,20250925
0001000101,000020,0001,20251008,227.501,KG,20250925
0001000101,000020,0002,20251008,227.501,KG,20250925
0001000101,000030,0001,20251005,8.849,EA,20250925
0001000101,000040,0001,20250926,11.057,EA,20250925
0001000101,000050,0001,20250927,7.712,EA,20250925
0001000102,000010,0001,20250930,0.815,EA,20250925
0001000102,000010,0002,20251005,0.815,EA,20250925
0001000102,000020,0001,20251006,13.185,KG,20250925
0001000103,000010,0001,20251001,21.044,EA,20250925
0001000103,000020,0001,20251009,3.345,KG,20250925
0001000103,000020,0002,20250930,3.345,KG,20250925
0001000103,000030,0001,20251009,5.122,EA,20250925
0001000103,000040,0001,20250928,20.128,EA,20250925
0001000103,000050,0001,20251003,10.615,EA,20250925
0001000103,000050,0002,20251003,10.615,EA,20250925
0001000103,000060,0001,20250926,36.179,KG,20250925
0001000103,000060,0002,20251003,36.179,KG,20250925
0001000104,000010,0001,20250926,169.851,EA,20250925
0001000104,000020,0001,20251003,150.616,KG,20250925
0001000104,000030,0001,20250926,51.91,KG,20250925
0001000104,000040,0001,20251001,5.758,EA,20250925
0001000105,000010,0001,20251003,2.714,EA,20250925
0001000105,000020,0001,20251006,11.523,L,20250925
0001000105,000030,0001,20251009,10.056,EA,20250925
0001000105,000040,0001,20251004,32.139,EA,20250925
0001000105,000050,0001,20250929,9.906,EA,20250925
0001000105,000060,0001,20251002,252.487,KG,20250925
0001000106,000010,0001,20250926,4.883,L,20250925
0001000106,000010,0002,20251005,4.883,L,20250925
0001000106,000020,0001,20250927,4.59,EA,20250925
0001000106,000030,0001,20250930,31.519,L,20250925
0001000106,000040,0001,20251005,39.953,EA,20250925
0001000106,000050,0001,20251004,13.701,EA,20250925
0001000106,000060,0001,20251001,28.012,KG,20250925
0001000107,000010,0001,20250927,8.73,EA,20250925
0001000107,000020,0001,20251003,38.599,EA,20250925
0001000107,000030,0001,20250928,14.995,L,20250925
0001000107,000040,0001,20250930,28.771,KG,20250925
0001000107,000050,0001,20251008,7.35,EA,20250925
0001000107,000060,0001,20251008,253.054,EA,20250925
0001000107,000070,0001,20250930,22.433,L,20250925
0001000108,000010,0001,20250930,2.462,EA,20250925
0001000108,000020,0001,20251009,7.084,KG,20250925
0001000108,000030,0001,20251003,27.588,EA,20250925
0001000109,000010,0001,20250928,17.97,KG,20250925
0001000109,000020,0001,20250929,3.161,EA,20250925
0001000109,000030,0001,20251006,135.191,EA,20250925
0001000109,000040,0001,20250928,3.924,EA,20250925
0001000109,000040,0002,20250928,3.924,EA,20250925
0001000109,000050,0001,20251009,2.03,EA,20250925
0001000109,000060,0001,20251005,41.794,EA,20250925
0001000109,000070,0001,20251006,11.236,EA,20250925
0001000110,000010,0001,20250926,36.778,EA,20250925
0001000110,000020,0001,20250929,21.856,KG,20250925
0001000110,000020,0002,20250927,21.856,KG,20250925
0001000110,000030,0001,20251006,6.044,L,20250925
0001000110,000040,0001,20250926,27.507,EA,20250925
0001000110,000050,0001,20250928,125.903,KG,20250925
0001000110,000060,0001,20251006,19.793,KG,20250925
0001000110,000070,0001,20251004,248.259,EA,20250925
0001000110,000080,0001,20251009,5.486,EA,20250925
0001000110,000090,0001,20251003,76.019,EA,20250925
0001000110,000090,0002,20251005,76.019,EA,20250925
0001000111,000010,0001,20251001,7.042,EA,20250925
0001000112,000010,0001,20250926,19.643,EA,20250925
0001000112,000020,0001,20251004,21.274,KG,20250925
0001000112,000030,0001,20251007,577.97,EA,20250925
0001000112,000040,0001,20250929,1.531,EA,20250925
0001000112,000050,0001,20250926,170.336,EA,20250925
0001000112,000060,0001,20251007,7.738,KG,20250925
0001000113,000010,0001,20250930,77.008,L,20250925
0001000113,000020,0001,20250930,6.953,KG,20250925
0001000113,000030,0001,20250926,8.675,EA,20250925
0001000113,000030,0002,20251006,8.675,EA,20250925
0001000113,000040,0001,20251009,57.131,EA,20250925
0001000113,000050,0001,20251009,231.826,KG,20250925
0001000113,000060,0001,20251009,52.263,EA,20250925
0001000114,000010,0001,20251001,4.569,L,20250925
0001000114,000020,0001,20251004,577.287,EA,20250925
0001000114,000030,0001,20251007,21.17,EA,20250925
0001000114,000040,0001,20250926,42.459,EA,20250925
0001000114,000050,0001,20251005,9.435,L,20250925
0001000114,000060,0001,20250929,54.724,EA,20250925
0001000114,000070,0001,20251001,48.5905,EA,20250925
0001000114,000070,0002,20250927,48.5905,EA,20250925
0001000115,000010,0001,20250927,18.997,KG,20250925
0001000115,000020,0001,20251004,7.566,EA,20250925
0001000115,000030,0001,20251003,46.415,EA,20250925
0001000115,000040,0001,20250927,4.955,EA,20250925
0001000115,000050,0001,20251004,15.573,KG,20250925
0001000115,000060,0001,20250927,39.77,L,20250925
0001000116,000010,0001,20250929,15.295,L,20250925
0001000116,000020,0001,20250929,68.334,EA,20250925
0001000116,000030,0001,20251001,27.916,KG,20250925
0001000116,000040,0001,20251005,16.636,EA,20250925
0001000116,000040,0002,20251001,16.636,EA,20250925
0001000116,000050,0001,20251009,15.8,EA,20250925
0001000117,000010,0001,20251009,2.489,EA,20250925
0001000117,000020,0001,20251006,15.725,EA,20250925
0001000117,000030,0001,20251002,39.066,EA,20250925
0001000117,000040,0001,20250927,85.471,EA,20250925
0001000117,000050,0001,20251006,13.662,EA,20250925
0001000117,000060,0001,20251002,16.125,EA,20250925
0001000118,000010,0001,20250930,255.668,EA,20250925
0001000118,000020,0001,20250928,14.682,EA,20250925
0001000118,000030,0001,20250926,118.476,EA,20250925
0001000118,000040,0001,20251001,9.186,KG,20250925
0001000119,000010,0001,20251005,33.718,L,20250925
0001000119,000020,0001,20251008,169.46,EA,20250925
0001000119,000030,0001,20251001,11.576,EA,20250925
0001000120,000010,0001,20251001,34.7755,EA,20250925
0001000120,000010,0002,20251002,34.7755,EA,20250925
0001000120,000020,0001,20251006,29.983,EA,20250925
0001000120,000030,0001,20251001,21.77,EA,20250925
0001000120,000040,0001,20251003,7.589,KG,20250925
0001000120,000050,0001,20250930,7.56,L,20250925
0001000120,000050,0002,20251005,7.56,L,20250925
0001000120,000060,0001,20250926,17.38,L,20250925
0001000120,000070,0001,20250928,385.03,EA,20250925
0001000121,000010,0001,20251001,70.588,EA,20250925
0001000121,000020,0001,20250926,8.758,EA,20250925
0001000121,000030,0001,20250930,0.7265,EA,20250925
0001000121,000030,0002,20250928,0.7265,EA,20250925
0001000122,000010,0001,20251005,25.808,EA,20250925
0001000123,000010,0001,20250926,18.687,EA,20250925
0001000123,000020,0001,20250927,14.371,EA,20250925
0001000123,000030,0001,20251005,0.81,EA,20250925
0001000123,000040,0001,20250929,466.465,L,20250925
0001000123,000040,0002,20251008,466.465,L,20250925
0001000123,000050,0001,20251001,58.822,KG,20250925
0001000123,000060,0001,20251004,14.114,EA,20250925
0001000123,000060,0002,20251007,14.114,EA,20250925
0001000124,000010,0001,20251008,38.607,EA,20250925
0001000124,000020,0001,20251007,5.239,EA,20250925
0001000124,000030,0001,20251004,2.214,EA,20250925
0001000124,000030,0002,20251008,2.214,EA,20250925
0001000124,000040,0001,20251005,32.962,EA,20250925
0001000125,000010,0001,20251007,4.763,EA,20250925
0001000125,000010,0002,20251001,4.763,EA,20250925
0001000125,000020,0001,20250929,55.171,EA,20250925
0001000125,000030,0001,20251002,3.853,L,20250925
0001000125,000040,0001,20251009,25.141,EA,20250925
0001000125,000050,0001,20251005,280.447,L,20250925
0001000125,000060,0001,20250926,30.071,KG,20250925
0001000125,000070,0001,20251006,23.347,EA,20250925
0001000126,000010,0001,20251007,15.965,EA,20250925
0001000126,000020,0001,20250928,13.256,EA,20250925
0001000126,000030,0001,20251002,70.4025,EA,20250925
0001000126,000030,0002,20251008,70.4025,EA,20250925
0001000126,000040,0001,20251006,38.211,KG,20250925
0001000126,000050,0001,20250927,86.71,EA,20250925
0001000127,000010,0001,20250927,16.465,EA,20250925
0001000127,000020,0001,20250929,13.732,KG,20250925
0001000127,000030,0001,20251005,16.082,EA,20250925
0001000127,000040,0001,20251004,15.605,EA,20250925
0001000127,000040,0002,20251005,15.605,EA,20250925
0001000128,000010,0001,20251006,16.703,EA,20250925
0001000128,000020,0001,20251004,275.215,KG,20250925
0001000128,000030,0001,20251007,14.6,EA,20250925
0001000129,000010,0001,20251002,11.21,KG,20250925
0001000129,000020,0001,20251004,5.07,KG,20250925
0001000129,000030,0001,20251007,6.988,EA,20250925
0001000129,000030,0002,20250927,6.988,EA,20250925
0001000129,000040,0001,20251009,21.122,L,20250925
0001000129,000050,0001,20251004,76.182,EA,20250925
0001000129,000060,0001,20251008,10.618,EA,20250925
0001000129,000070,0001,20250926,119.894,EA,20250925
0001000129,000080,0001,20251005,0.8095,EA,20250925
0001000129,000080,0002,20251003,0.8095,EA,20250925
0001000129,000090,0001,20251006,13.337,EA,20250925
0001000129,000100,0001,20251004,44.027,EA,20250925
0001000130,000010,0001,20251004,23.061,EA,20250925
0001000130,000010,0002,20251003,23.061,EA,20250925
0001000130,000020,0001,20251001,12.5365,L,20250925
0001000130,000020,0002,20250930,12.5365,L,20250925
0001000130,000030,0001,20250929,52.767,EA,20250925
0001000130,000040,0001,20251009,10.344,EA,20250925
0001000130,000050,0001,20251005,4.811,L,20250925
0001000131,000010,0001,20250930,31.103,EA,20250925
0001000131,000010,0002,20250929,31.103,EA,20250925
0001000131,000020,0001,20251001,62.2615,EA,20250925
0001000131,000020,0002,20250929,62.2615,EA,20250925
0001000131,000030,0001,20251008,48.316,EA,20250925
0001000131,000040,0001,20251008,98.665,EA,20250925
0001000131,000050,0001,20251001,25.631,EA,20250925
0001000131,000060,0001,20250929,2.489,EA,20250925
0001000131,000070,0001,20251003,58.171,EA,20250925
0001000131,000080,0001,20251001,9.843,KG,20250925
0001000131,000090,0001,20251007,32.271,EA,20250925
0001000132,000010,0001,20250927,41.137,KG,20250925
0001000132,000020,0001,20251007,15.995,EA,20250925
0001000132,000030,0001,20250929,104.292,EA,20250925
0001000132,000040,0001,20251003,2.045,EA,20250925
0001000132,000050,0001,20251007,40.924,EA,20250925
0001000132,000060,0001,20251002,42.189,EA,20250925
0001000132,000070,0001,20251001,7.762,EA,20250925
0001000133,000010,0001,20250927,207.65,EA,20250925
0001000133,000020,0001,20251001,34.38,EA,20250925
0001000133,000030,0001,20251004,27.593,EA,20250925
0001000133,000040,0001,20251004,58.105,EA,20250925
0001000133,000050,0001,20250927,26.844,EA,20250925
0001000134,000010,0001,20251001,7.026,EA,20250925
0001000134,000010,0002,20251006,7.026,EA,20250925
0001000134,000020,0001,20251003,88.332,EA,20250925
0001000134,000030,0001,20251005,0.601,KG,20250925
0001000134,000040,0001,20250929,9.34,KG,20250925
0001000134,000050,0001,20251003,8.422,EA,20250925
0001000135,000010,0001,20251008,218.28,EA,20250925
0001000135,000020,0001,20251002,10.258,KG,20250925
0001000135,000030,0001,20250929,37.77,KG,20250925
0001000136,000010,0001,20251005,11.27,EA,20250925
0001000136,000020,0001,20251009,12.746,KG,20250925
0001000136,000030,0001,20251009,270.324,EA,20250925
0001000136,000040,0001,20250928,246.457,EA,20250925
0001000136,000050,0001,20251004,1.051,EA,20250925
0001000136,000060,0001,20250929,178.222,L,20250925
0001000137,000010,0001,20251008,18.063,L,20250925
0001000137,000020,0001,20251002,55.45,KG,20250925
0001000137,000030,0001,20251006,81.924,EA,20250925
0001000137,000040,0001,20251005,35.503,KG,20250925
0001000137,000050,0001,20251006,30.2995,EA,20250925
0001000137,000050,0002,20250928,30.2995,EA,20250925
0001000137,000060,0001,20251005,8.531,KG,20250925
0001000137,000060,0002,20250930,8.531,KG,20250925
0001000137,000070,0001,20251008,4.719,EA,20250925
0001000138,000010,0001,20250930,55.241,KG,20250925
0001000138,000020,0001,20251001,2.666,EA,20250925
0001000138,000030,0001,20251001,39.358,L,20250925
0001000138,000040,0001,20250927,6.0885,EA,20250925
0001000138,000040,0002,20250927,6.0885,EA,20250925
0001000139,000010,0001,20251002,65.275,EA,20250925
0001000139,000020,0001,20251002,35.54,EA,20250925
0001000139,000030,0001,20251004,4.623,EA,20250925
0001000139,000040,0001,20250928,20.091,EA,20250925
0001000139,000050,0001,20251005,4.442,EA,20250925
0001000140,000010,0001,20251003,5.902,KG,20250925
0001000140,000010,0002,20251006,5.902,KG,20250925
0001000140,000020,0001,20251008,6.888,EA,20250925
0001000141,000010,0001,20250929,4.821,EA,20250925
0001000141,000020,0001,20250928,7.499,EA,20250925
0001000141,000030,0001,20251003,49.1355,KG,20250925
0001000141,000030,0002,20250926,49.1355,KG,20250925
0001000141,000040,0001,20250928,2.472,EA,20250925
0001000142,000010,0001,20250927,32.638,L,20250925
0001000142,000020,0001,20251002,5.1945,EA,20250925
0001000142,000020,0002,20250930,5.1945,EA,20250925
0001000142,000030,0001,20251008,9.725,KG,20250925
0001000142,000040,0001,20251004,125.01,EA,20250925
0001000142,000050,0001,20251007,4.663,EA,20250925
0001000142,000060,0001,20251003,2.2715,L,20250925
0001000142,000060,0002,20251007,2.2715,L,20250925
0001000143,000010,0001,20250927,8.898,KG,20250925
0001000143,000020,0001,20250928,40.646,KG,20250925
0001000143,000030,0001,20251009,14.139,EA,20250925
0001000143,000040,0001,20250926,133.433,EA,20250925
0001000143,000050,0001,20251009,44.2175,L,20250925
0001000143,000050,0002,20251002,44.2175,L,20250925
0001000143,000060,0001,20250926,174.56,EA,20250925
0001000144,000010,0001,20251007,15.342,KG,20250925
0001000144,000020,0001,20250928,20.893,KG,20250925
0001000144,000020,0002,20250927,20.893,KG,20250925
0001000144,000030,0001,20250928,7.109,L,20250925
0001000144,000030,0002,20251004,7.109,L,20250925
0001000144,000040,0001,20251009,12.171,EA,20250925
0001000145,000010,0001,20251004,41.083,EA,20250925
0001000145,000020,0001,20251002,7.086,EA,20250925
0001000145,000030,0001,20251002,21.581,KG,20250925
0001000145,000040,0001,20251001,4.394,EA,20250925
0001000145,000050,0001,20250928,22.336,EA,20250925
0001000146,000010,0001,20251002,86.564,L,20250925
0001000146,000020,0001,20251007,49.053,EA,20250925
0001000146,000030,0001,20251004,30.332,EA,20250925
0001000146,000040,0001,20250929,58.774,EA,20250925
0001000146,000050,0001,20251007,15.532,EA,20250925
0001000146,000060,0001,20250930,10.745,EA,20250925
0001000147,000010,0001,20250927,3.5545,EA,20250925
0001000147,000010,0002,20251001,3.5545,EA,20250925
0001000147,000020,0001,20251009,108.426,KG,20250925
0001000147,000030,0001,20251001,58.756,EA,20250925
