KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000100448,1000,10,00,04,USD,1,01,01
0000100448,1000,20,01,04,USD,1,02,02
0000100448,1000,10,01,02,USD,1,01,02
0000100449,1000,10,02,03,USD,1,02,01
0000100449,1000,20,00,03,USD,1,01,01
0000100449,1000,10,01,03,USD,1,02,01
0000100450,2000,20,01,03,USD,1,02,02
0000100451,1000,20,00,01,USD,1,01,01
0000100452,2000,20,01,01,USD,1,01,02
0000100453,2000,10,00,03,USD,1,01,02
0000100454,1000,20,00,04,USD,1,02,01
0000100455,1000,10,01,01,USD,1,01,01
0000100456,1000,10,01,02,USD,1,02,01
0000100456,2000,10,00,04,USD,1,01,02
0000100457,1000,20,00,03,USD,1,01,02
0000100458,2000,20,00,04,USD,1,01,01
0000100458,1000,10,00,01,USD,1,01,01
0000100458,1000,20,02,02,USD,1,02,02
0000100459,1000,10,00,01,USD,1,01,01
0000100459,1000,10,01,04,USD,1,02,02
0000100460,2000,10,00,01,USD,1,02,02
0000100461,1000,20,01,03,USD,1,02,02
0000100462,3000,10,00,03,USD,1,02,02
0000100462,1000,10,02,01,USD,1,02,01
0000100463,3000,10,00,03,USD,1,02,01
0000100464,1000,20,00,04,USD,1,01,01
0000100464,2000,10,00,02,USD,1,02,01
0000100464,1000,20,02,01,USD,1,02,02
0000100465,1000,30,00,04,USD,1,02,02
0000100466,1000,20,01,03,USD,1,02,01
0000100466,1000,20,01,01,USD,1,01,01
0000100467,2000,10,00,04,USD,1,01,01
0000100467,2000,20,00,04,USD,1,01,01
0000100468,1000,30,00,02,USD,1,02,01
0000100468,2000,10,02,03,USD,1,01,01
0000100468,1000,10,00,03,USD,1,02,02
0000100469,1000,30,01,01,USD,1,02,02
0000100470,2000,30,00,01,USD,1,01,01
0000100471,2000,10,00,04,USD,1,01,01
0000100472,2000,20,00,03,USD,1,02,01
0000100473,2000,30,00,03,USD,1,02,02
0000100473,1000,20,01,03,USD,1,02,02
0000100474,3000,20,00,02,USD,1,02,02
0000100475,1000,10,00,01,USD,1,01,01
0000100475,1000,10,00,03,USD,1,02,01
0000100476,2000,20,00,04,USD,1,01,01
0000100477,1000,10,00,03,USD,1,01,02
0000100477,1000,10,02,02,USD,1,02,01
0000100477,3000,30,02,01,USD,1,01,02
0000100478,1000,10,01,02,USD,1,02,01
0000100479,2000,10,00,01,USD,1,01,02
0000100480,2000,10,01,03,USD,1,01,02
0000100481,2000,10,00,01,USD,1,01,02
0000100481,2000,10,01,01,USD,1,02,02
0000100482,2000,10,00,01,USD,1,01,01
0000100483,1000,10,01,03,USD,1,02,02
0000100483,2000,10,00,03,USD,1,01,01
0000100484,2000,30,00,01,USD,1,02,01
0000100485,2000,20,00,01,USD,1,02,01
0000100486,3000,20,01,04,USD,1,02,01
0000100486,1000,20,00,02,USD,1,02,01
0000100487,2000,30,01,04,USD,1,01,02
0000100488,1000,10,01,02,USD,1,02,01
0000100489,2000,10,00,02,USD,1,01,01
0000100489,3000,10,00,04,USD,1,02,01
0000100489,1000,30,01,04,USD,1,01,01
0000100490,1000,20,00,01,USD,1,02,01
0000100490,1000,30,00,04,USD,1,02,02
0000100491,2000,10,00,01,USD,1,02,01
0000100492,1000,20,02,04,USD,1,01,01
0000100492,1000,10,01,02,USD,1,01,01
0000100493,1000,10,02,04,USD,1,01,02
0000100493,1000,30,00,02,USD,1,02,02
0000100493,3000,10,01,01,USD,1,02,02
0000100494,1000,10,02,03,USD,1,02,01
0000100495,2000,10,00,01,USD,1,01,01
0000100496,1000,20,02,01,USD,1,02,02
0000100497,2000,20,02,03,USD,1,01,02
0000100497,2000,20,01,01,USD,1,02,01
0000100498,1000,10,00,01,USD,1,01,01
0000100499,1000,10,00,02,USD,1,01,01
0000100500,1000,10,00,04,USD,1,01,02
0000100501,1000,10,00,04,USD,1,01,01
0000100501,1000,10,00,01,USD,1,02,02
0000100502,1000,10,01,02,USD,1,02,02
0000100503,1000,10,00,03,USD,1,01,01
0000100504,3000,10,01,02,USD,1,01,02
0000100505,2000,10,02,02,USD,1,02,02
0000100506,2000,10,00,01,USD,1,02,01
0000100507,2000,10,00,02,USD,1,01,01
0000100507,1000,20,01,02,USD,1,01,01
0000100508,2000,20,01,02,USD,1,02,02
0000100508,2000,10,00,04,USD,1,02,02
0000100509,1000,10,02,03,USD,1,02,02
0000100510,3000,20,01,02,USD,1,01,02
0000100511,1000,10,01,03,USD,1,02,02
0000100512,1000,10,01,04,USD,1,02,01
0000100513,2000,30,02,04,USD,1,02,01
0000100514,1000,20,02,02,USD,1,01,02
0000100514,2000,20,00,03,USD,1,01,01
0000100515,1000,10,01,01,USD,1,01,01
0000100516,3000,10,00,03,USD,1,01,02
0000100516,1000,10,02,04,USD,1,01,02
0000100517,2000,10,01,04,USD,1,01,01
0000100518,1000,10,02,01,USD,1,01,02
0000100519,1000,10,00,01,USD,1,02,01
0000100519,2000,20,00,02,USD,1,01,01
0000100520,1000,20,01,03,USD,1,01,02
0000100520,1000,10,00,01,USD,1,02,02
0000100521,3000,20,00,01,USD,1,02,02
0000100522,1000,10,02,01,USD,1,02,02
0000100522,2000,30,01,04,USD,1,01,01
0000100523,1000,10,00,01,USD,1,02,02
0000100523,1000,30,01,04,USD,1,01,01
0000100524,1000,10,01,02,USD,1,02,02
0000100525,1000,10,00,02,USD,1,01,01
0000100525,2000,10,01,03,USD,1,01,01
0000100526,2000,30,02,01,USD,1,01,01
0000100526,1000,20,02,03,USD,1,02,01
0000100527,1000,10,00,02,USD,1,02,01
0000100528,3000,30,00,02,USD,1,02,01
0000100529,1000,10,00,02,USD,1,01,02
0000100530,2000,30,01,02,USD,1,01,02
0000100530,1000,10,02,04,USD,1,01,01
0000100531,1000,30,01,01,USD,1,01,01
0000100532,2000,10,00,02,USD,1,02,01
0000100532,1000,10,02,04,USD,1,01,02
0000100533,1000,20,00,01,USD,1,02,01
0000100534,2000,30,01,03,USD,1,01,01
0000100534,1000,20,00,01,USD,1,02,02
0000100535,1000,30,02,01,USD,1,01,01
0000100535,1000,10,01,01,USD,1,02,01
0000100535,3000,20,02,03,USD,1,01,01
0000100536,1000,20,00,03,USD,1,01,02
0000100537,1000,10,01,04,USD,1,02,02
0000100538,1000,20,01,03,USD,1,01,02
0000100538,1000,10,00,01,USD,1,02,02
0000100539,1000,10,01,02,USD,1,02,02
0000100540,1000,10,01,02,USD,1,01,02
0000100541,1000,10,00,02,USD,1,02,02
0000100541,1000,10,00,03,USD,1,01,01
0000100542,2000,10,01,02,USD,1,01,02
0000100543,1000,30,00,01,USD,1,02,01
0000100544,1000,30,00,03,USD,1,02,02
0000100544,1000,30,01,01,USD,1,01,02
0000100544,1000,10,00,02,USD,1,01,01
0000100545,1000,20,00,03,USD,1,01,01
0000100546,2000,10,02,01,USD,1,01,01
0000100547,1000,20,00,03,USD,1,01,02
0000100547,2000,30,02,03,USD,1,02,02
0000100547,1000,10,02,04,USD,1,02,01
0000100548,2000,20,00,02,USD,1,02,02
0000100549,2000,20,00,04,USD,1,01,01
0000100550,1000,30,00,04,USD,1,01,02
0000100551,1000,10,00,01,USD,1,02,01
0000100552,1000,30,01,04,USD,1,01,01
0000100552,2000,10,02,04,USD,1,02,01
0000100552,1000,20,00,03,USD,1,02,02
0000100553,1000,20,01,01,USD,1,01,02
0000100554,1000,10,00,03,USD,1,01,01
0000100554,1000,30,00,01,USD,1,01,02
0000100554,2000,30,00,01,USD,1,02,02
0000100555,1000,20,00,04,USD,1,02,01
0000100556,1000,30,00,01,USD,1,02,02
0000100557,1000,10,00,04,USD,1,01,01
0000100558,1000,20,02,02,USD,1,02,02
0000100559,2000,10,01,03,USD,1,01,02
0000100560,3000,10,01,03,USD,1,02,01
0000100561,2000,20,02,01,USD,1,02,02
0000100562,3000,10,02,04,USD,1,01,01
0000100562,1000,10,00,02,USD,1,02,01
0000100563,1000,20,02,01,USD,1,02,01
0000100563,2000,10,00,03,USD,1,02,02
0000100564,2000,20,00,04,USD,1,02,02
0000100565,1000,10,00,03,USD,1,02,02
0000100566,1000,30,00,03,USD,1,02,02
0000100567,1000,30,01,04,USD,1,01,02
0000100568,1000,30,01,02,USD,1,02,02
0000100569,2000,10,01,02,USD,1,01,02
0000100569,1000,10,00,04,USD,1,02,01
0000100570,2000,30,00,04,USD,1,01,02
0000100571,1000,30,00,02,USD,1,02,01
0000100572,1000,10,01,03,USD,1,01,02
0000100573,2000,20,01,04,USD,1,02,02
0000100574,1000,10,02,02,USD,1,01,01
0000100575,1000,10,00,03,USD,1,02,01
0000100575,2000,10,01,03,USD,1,01,01
0000100576,2000,10,00,04,USD,1,02,01
0000100577,2000,20,00,01,USD,1,02,02
0000100577,3000,20,01,01,USD,1,02,02
0000100578,1000,10,02,04,USD,1,01,02
0000100578,2000,10,00,04,USD,1,01,01
0000100579,1000,10,02,03,USD,1,01,02
0000100580,2000,30,00,04,USD,1,02,01
0000100580,1000,10,00,04,USD,1,01,01
0000100581,1000,10,00,03,USD,1,02,01
0000100582,3000,30,01,02,USD,1,01,01
0000100582,2000,10,01,03,USD,1,01,02
0000100582,1000,10,01,03,USD,1,02,01
0000100583,3000,10,01,04,USD,1,01,01
0000100584,1000,10,01,01,USD,1,02,01
0000100584,1000,20,01,02,USD,1,02,02
0000100585,1000,20,00,01,USD,1,02,02
0000100586,1000,10,00,01,USD,1,02,02
0000100586,3000,10,00,03,USD,1,01,02
0000100587,1000,20,01,04,USD,1,02,02
0000100587,1000,20,00,03,USD,1,02,02
0000100587,2000,20,01,01,USD,1,02,02
0000100588,2000,30,02,04,USD,1,01,02
0000100589,1000,20,01,02,USD,1,01,02
0000100589,1000,10,00,01,USD,1,01,01
0000100590,2000,20,01,01,USD,1,01,02
0000100591,3000,30,00,02,USD,1,01,02
0000100592,1000,30,00,03,USD,1,01,02
0000100593,1000,30,01,04,USD,1,02,01
0000100594,2000,10,00,04,USD,1,02,01
0000100595,2000,10,02,02,USD,1,01,01
0000100595,3000,10,00,03,USD,1,01,01
0000100596,1000,20,00,01,USD,1,02,01
0000100597,1000,10,01,02,USD,1,02,01
0000100598,1000,30,01,01,USD,1,02,01
0000100599,3000,20,01,01,USD,1,02,02
0000100599,3000,30,02,04,USD,1,02,02
0000100600,1000,10,01,01,USD,1,02,01
0000100601,1000,10,00,01,USD,1,02,02
0000100602,1000,20,02,01,USD,1,02,02
0000100602,1000,10,02,01,USD,1,02,02
0000100603,3000,10,00,04,USD,1,02,01
0000100604,3000,10,00,01,USD,1,01,01
0000100605,1000,10,02,01,USD,1,02,01
0000100605,1000,10,02,01,USD,1,01,02
0000100606,1000,10,00,04,USD,1,01,02
0000100607,1000,20,00,04,USD,1,01,01
0000100608,1000,10,01,01,USD,1,02,02
0000100609,1000,30,01,01,USD,1,02,02
0000100610,2000,10,00,04,USD,1,02,01
0000100610,2000,10,01,04,USD,1,01,02
0000100610,1000,10,01,04,USD,1,01,02
0000100611,1000,20,01,01,USD,1,01,02
0000100611,1000,30,01,02,USD,1,02,02
0000100612,1000,20,00,01,USD,1,02,02
0000100613,3000,30,02,01,USD,1,02,02
0000100613,1000,30,00,02,USD,1,02,02
0000100614,2000,10,00,03,USD,1,02,01
0000100614,1000,10,00,03,USD,1,02,02
0000100615,2000,10,00,03,USD,1,02,02
0000100616,1000,10,00,04,USD,1,01,01
0000100617,2000,10,00,02,USD,1,01,02
0000100617,1000,10,01,04,USD,1,01,01
0000100618,2000,10,01,04,USD,1,02,02
0000100618,2000,20,02,01,USD,1,01,01
0000100618,2000,10,00,01,USD,1,01,01
0000100619,1000,10,00,01,USD,1,01,02
0000100619,2000,30,01,03,USD,1,01,01
0000100619,1000,20,02,03,USD,1,02,02
0000100620,1000,10,01,04,USD,1,01,02
0000100621,2000,10,00,04,USD,1,01,02
0000100621,1000,10,01,03,USD,1,02,01
0000100621,1000,20,00,02,USD,1,02,01
0000100622,1000,20,00,02,USD,1,02,02
0000100623,3000,20,01,04,USD,1,02,02
0000100624,1000,30,00,01,USD,1,02,01
0000100625,1000,20,01,01,USD,1,01,01
0000100626,2000,30,00,04,USD,1,02,02
0000100626,2000,10,01,03,USD,1,01,02
0000100627,1000,10,00,02,USD,1,01,01
0000100628,3000,10,01,02,USD,1,02,02
0000100629,2000,10,01,04,USD,1,01,02
0000100630,1000,20,00,03,USD,1,02,01
0000100630,1000,20,02,04,USD,1,01,02
0000100630,1000,30,00,03,USD,1,01,02
0000100631,2000,10,01,02,USD,1,02,02
0000100631,2000,10,01,02,USD,1,02,02
0000100631,1000,30,00,03,USD,1,02,02
0000100632,1000,20,02,04,USD,1,02,01
0000100633,2000,10,02,01,USD,1,02,01
0000100634,1000,30,00,02,USD,1,01,02
0000100635,2000,30,01,04,USD,1,02,01
0000100636,2000,10,01,03,USD,1,01,02
0000100637,1000,30,00,04,USD,1,01,01
0000100638,1000,20,01,04,USD,1,01,02
0000100639,1000,20,01,03,USD,1,02,01
0000100639,2000,20,01,03,USD,1,02,01
0000100640,1000,10,00,01,USD,1,01,02
0000100640,1000,10,00,02,USD,1,02,01
0000100640,1000,30,00,02,USD,1,01,01
0000100641,2000,20,00,02,USD,1,02,01
0000100642,3000,20,00,03,USD,1,02,01
0000100643,2000,10,02,02,USD,1,01,01
0000100643,2000,10,02,02,USD,1,02,01
0000100644,1000,30,02,02,USD,1,02,02
0000100645,1000,10,00,02,USD,1,02,02
0000100646,3000,30,00,03,USD,1,02,01
0000100647,3000,10,00,03,USD,1,01,02
0000100648,1000,10,00,01,USD,1,01,02
0000100649,3000,10,01,03,USD,1,02,02
0000100650,1000,10,01,01,USD,1,02,02
0000100651,2000,30,01,01,USD,1,02,02
0000100652,1000,10,00,01,USD,1,02,01
0000100653,1000,20,00,04,USD,1,01,02
0000100654,1000,10,01,01,USD,1,01,02
0000100655,1000,20,01,01,USD,1,02,01
0000100656,1000,10,01,04,USD,1,01,01
0000100657,1000,10,00,04,USD,1,01,01
0000100658,2000,30,01,01,USD,1,01,01
0000100658,3000,10,00,02,USD,1,02,01
0000100659,1000,10,01,03,USD,1,02,01
0000100659,1000,10,01,03,USD,1,01,02
0000100659,1000,10,00,04,USD,1,02,01
0000100660,3000,10,00,02,USD,1,01,01
0000100661,1000,10,01,01,USD,1,01,02
0000100661,2000,10,01,02,USD,1,02,01
0000100662,1000,10,00,04,USD,1,01,01
0000100663,1000,10,01,02,USD,1,01,01
0000100663,2000,20,00,03,USD,1,01,02
0000100664,1000,20,01,02,USD,1,01,01
0000100665,2000,10,01,04,USD,1,01,01
0000100665,1000,20,00,01,USD,1,02,02
0000100666,2000,30,00,04,USD,1,01,02
0000100667,1000,30,01,02,USD,1,02,02
0000100668,1000,30,01,02,USD,1,01,01
0000100669,2000,30,00,04,USD,1,01,01
0000100669,1000,10,02,03,USD,1,01,02
0000100670,2000,10,00,03,USD,1,02,01
0000100671,1000,10,00,03,USD,1,01,01
0000100672,1000,10,00,01,USD,1,02,01
0000100673,2000,20,02,03,USD,1,02,01
0000100673,3000,20,01,01,USD,1,01,01
0000100673,2000,20,01,03,USD,1,01,01
0000100674,1000,10,00,04,USD,1,01,02
0000100675,1000,30,01,02,USD,1,01,01
0000100676,1000,30,00,02,USD,1,01,02
0000100676,2000,10,00,04,USD,1,02,01
0000100676,2000,30,00,04,USD,1,01,02
0000100677,1000,10,00,02,USD,1,01,01
0000100677,2000,30,00,04,USD,1,01,02
0000100677,2000,20,01,03,USD,1,01,01
0000100678,1000,10,00,04,USD,1,01,02
0000100679,3000,10,00,02,USD,1,01,01
0000100679,3000,10,01,04,USD,1,01,02
0000100680,3000,10,01,01,USD,1,01,02
0000100680,1000,30,02,02,USD,1,01,02
0000100680,1000,10,00,04,USD,1,02,01
0000100681,1000,10,00,01,USD,1,02,02
0000100682,1000,20,02,01,USD,1,01,01
0000100683,2000,20,01,01,USD,1,02,01
0000100684,1000,10,01,02,USD,1,02,01
0000100685,1000,10,00,04,USD,1,02,02
0000100685,1000,30,01,03,USD,1,01,01
0000100685,1000,30,02,01,USD,1,02,02
0000100686,2000,10,02,04,USD,1,02,02
0000100687,2000,30,00,01,USD,1,02,02
0000100688,2000,10,00,01,USD,1,01,02
0000100689,3000,20,00,04,USD,1,02,02
0000100690,1000,20,00,03,USD,1,01,01
0000100691,2000,20,00,02,USD,1,01,02
0000100692,1000,10,02,04,USD,1,01,01
0000100693,1000,30,01,02,USD,1,02,01
0000100694,1000,10,00,04,USD,1,02,01
0000100695,2000,20,00,01,USD,1,01,01
0000100696,2000,20,00,02,USD,1,02,02
0000100697,1000,30,00,04,USD,1,01,01
0000100698,1000,10,01,04,USD,1,01,01
0000100698,2000,20,02,01,USD,1,02,01
0000100699,1000,10,02,04,USD,1,01,01
0000100699,2000,10,00,04,USD,1,02,02
0000100699,1000,10,01,01,USD,1,02,01
0000100700,2000,30,00,04,USD,1,01,01
0000100701,1000,10,01,03,USD,1,01,02
0000100702,3000,20,00,03,USD,1,02,02
0000100703,1000,20,00,04,USD,1,02,02
0000100704,1000,20,00,03,USD,1,01,02
0000100704,1000,30,00,02,USD,1,02,01
0000100704,2000,10,01,04,USD,1,02,02
0000100705,2000,20,00,03,USD,1,01,01
0000100705,1000,20,02,04,USD,1,01,02
0000100706,1000,10,00,04,USD,1,01,01
0000100707,1000,30,00,03,USD,1,01,01
0000100707,1000,10,01,01,USD,1,01,01
0000100707,1000,10,00,01,USD,1,01,02
0000100708,1000,20,00,04,USD,1,02,01
0000100709,2000,30,00,02,USD,1,02,01
0000100709,1000,10,02,01,USD,1,02,02
0000100710,3000,30,00,04,USD,1,01,02
0000100711,1000,10,01,02,USD,1,01,01
0000100712,1000,20,01,01,USD,1,02,01
0000100713,2000,30,00,01,USD,1,01,02
0000100714,1000,20,00,04,USD,1,01,02
0000100715,3000,20,02,04,USD,1,01,02
0000100716,1000,20,00,01,USD,1,01,01
0000100716,1000,20,01,02,USD,1,01,02
0000100717,2000,20,00,03,USD,1,01,02
0000100718,1000,10,00,04,USD,1,02,01
0000100719,1000,30,01,03,USD,1,01,01
0000100719,1000,10,00,04,USD,1,02,01
0000100720,1000,20,01,01,USD,1,02,02
0000100721,2000,30,01,04,USD,1,02,02
0000100721,1000,30,00,04,USD,1,02,01
0000100722,2000,20,00,02,USD,1,02,01
0000100723,2000,30,00,04,USD,1,02,02
0000100723,3000,20,01,01,USD,1,01,02
0000100724,1000,10,02,04,USD,1,02,02
0000100725,1000,10,01,01,USD,1,02,01
0000100725,1000,10,01,02,USD,1,02,02
0000100726,3000,10,00,01,USD,1,02,01
0000100727,1000,10,01,04,USD,1,01,01
0000100728,2000,10,00,03,USD,1,01,02
0000100728,2000,10,00,02,USD,1,01,02
0000100728,1000,10,02,03,USD,1,01,01
0000100729,2000,30,01,03,USD,1,02,02
0000100730,1000,10,01,04,USD,1,01,02
0000100730,1000,10,01,02,USD,1,01,02
0000100730,1000,20,01,04,USD,1,01,02
0000100731,3000,20,00,03,USD,1,01,02
0000100732,1000,10,01,03,USD,1,01,01
0000100732,1000,20,00,04,USD,1,02,02
0000100732,2000,10,00,04,USD,1,02,01
0000100733,1000,10,02,03,USD,1,01,02
0000100734,2000,10,01,03,USD,1,02,01
0000100735,1000,30,02,01,USD,1,01,01
0000100736,1000,10,00,02,USD,1,01,01
0000100736,3000,30,00,01,USD,1,02,01
0000100737,2000,10,02,02,USD,1,02,01
0000100737,1000,10,02,01,USD,1,01,02
0000100737,1000,20,02,02,USD,1,02,02
0000100738,1000,20,00,02,USD,1,01,02
0000100739,1000,20,02,01,USD,1,02,01
0000100740,3000,10,00,02,USD,1,01,01
0000100741,3000,20,02,01,USD,1,01,02
0000100742,1000,10,00,04,USD,1,02,02
0000100742,1000,10,02,01,USD,1,02,01
0000100743,1000,30,01,02,USD,1,02,02
0000100743,3000,20,01,03,USD,1,01,02
0000100744,1000,20,00,03,USD,1,01,02
0000100745,3000,30,00,04,USD,1,02,01
0000100745,3000,10,01,03,USD,1,02,02
0000100746,1000,10,00,01,USD,1,01,01
0000100747,1000,10,01,04,USD,1,02,02
0000100748,1000,10,00,04,USD,1,02,02
0000100748,2000,20,00,01,USD,1,02,02
0000100749,1000,30,02,04,USD,1,01,01
0000100750,3000,30,01,03,USD,1,02,01
0000100751,1000,20,00,01,USD,1,01,01
0000100752,2000,20,00,02,USD,1,02,01
0000100752,1000,10,00,04,USD,1,02,02
0000100752,2000,20,01,03,USD,1,01,01
0000100753,1000,30,00,04,USD,1,01,02
0000100754,1000,10,00,02,USD,1,02,02
0000100755,3000,10,00,01,USD,1,02,01
0000100756,1000,20,00,02,USD,1,02,02
0000100756,1000,10,00,03,USD,1,01,02
0000100757,1000,20,02,04,USD,1,01,02
0000100758,2000,30,01,04,USD,1,02,02
0000100759,1000,20,02,03,USD,1,02,02
0000100759,2000,10,01,03,USD,1,02,01
0000100760,3000,20,00,02,USD,1,01,01
0000100761,1000,10,00,02,USD,1,01,01
0000100762,2000,20,02,04,USD,1,01,01
0000100763,1000,20,01,03,USD,1,01,01
0000100763,1000,20,01,01,USD,1,02,01
0000100763,1000,20,00,03,USD,1,02,01
0000100764,1000,30,01,03,USD,1,02,01
0000100764,1000,20,01,03,USD,1,01,01
0000100765,1000,10,01,04,USD,1,01,01
0000100766,1000,30,01,04,USD,1,02,02
0000100767,1000,30,00,03,USD,1,02,01
0000100768,1000,30,00,01,USD,1,01,01
0000100769,2000,10,01,02,USD,1,02,01
0000100770,1000,10,00,02,USD,1,02,02
0000100771,1000,20,02,02,USD,1,01,01
0000100771,2000,10,00,04,USD,1,02,02
0000100772,1000,30,02,04,USD,1,01,02
0000100772,1000,10,02,02,USD,1,01,01
0000100773,1000,10,00,02,USD,1,02,01
0000100773,1000,30,02,03,USD,1,02,01
0000100774,1000,10,01,02,USD,1,01,01
0000100774,1000,30,00,01,USD,1,02,02
0000100775,1000,30,00,04,USD,1,02,01
0000100775,2000,10,00,02,USD,1,02,01
0000100776,1000,30,01,02,USD,1,01,01
0000100777,1000,10,00,03,USD,1,01,01
0000100777,1000,10,00,01,USD,1,01,02
0000100778,2000,10,01,04,USD,1,02,02
0000100778,2000,20,00,03,USD,1,01,02
0000100779,1000,10,00,03,USD,1,02,01
0000100780,1000,20,02,01,USD,1,02,01
0000100781,1000,30,01,04,USD,1,01,02
0000100782,3000,20,02,02,USD,1,02,01
0000100782,2000,30,01,04,USD,1,01,01
0000100783,1000,20,00,01,USD,1,02,01
0000100783,1000,20,02,02,USD,1,01,01
0000100784,1000,30,00,02,USD,1,01,01
0000100785,2000,10,02,04,USD,1,02,01
0000100786,1000,20,00,02,USD,1,02,01
0000100787,1000,30,01,04,USD,1,01,02
0000100787,1000,20,00,04,USD,1,01,01
0000100787,1000,10,02,02,USD,1,01,02
0000100788,2000,30,01,02,USD,1,01,01
0000100789,1000,30,01,01,USD,1,01,01
0000100790,1000,10,00,03,USD,1,02,02
0000100791,1000,10,00,04,USD,1,01,01
0000100792,3000,30,01,04,USD,1,02,01
0000100793,1000,20,00,04,USD,1,01,02
0000100794,1000,10,01,04,USD,1,02,02
0000100795,1000,20,01,01,USD,1,01,01
0000100796,2000,10,02,03,USD,1,02,01
0000100797,1000,20,01,02,USD,1,01,01
0000100798,2000,20,00,02,USD,1,01,01
0000100798,1000,20,00,04,USD,1,02,01
0000100798,1000,20,00,01,USD,1,02,02
0000100799,1000,10,01,02,USD,1,02,02
0000100800,2000,10,00,04,USD,1,01,02
0000100800,1000,20,00,02,USD,1,02,01
0000100801,2000,10,00,04,USD,1,01,01
0000100802,1000,10,00,01,USD,1,01,02
0000100802,1000,20,00,01,USD,1,01,02
0000100803,3000,30,02,03,USD,1,02,02
0000100803,2000,30,01,04,USD,1,01,01
0000100803,3000,30,00,04,USD,1,01,01
0000100804,3000,10,01,04,USD,1,02,02
0000100805,1000,10,02,01,USD,1,01,02
0000100805,2000,20,00,02,USD,1,01,02
0000100805,1000,10,00,02,USD,1,02,01
0000100806,2000,10,00,02,USD,1,02,01
0000100807,2000,10,02,01,USD,1,02,01
0000100808,1000,10,00,04,USD,1,02,01
0000100809,1000,30,00,03,USD,1,01,01
0000100810,3000,10,00,03,USD,1,02,01
0000100811,2000,20,00,03,USD,1,01,02
0000100811,1000,20,00,02,USD,1,01,01
0000100811,2000,20,01,03,USD,1,02,02
0000100812,1000,10,01,03,USD,1,01,02
0000100813,1000,10,00,04,USD,1,02,01
0000100813,3000,20,01,01,USD,1,02,02
0000100814,1000,10,00,01,USD,1,02,01
0000100815,3000,20,01,02,USD,1,02,02
0000100816,1000,10,00,01,USD,1,02,01
0000100816,1000,10,01,02,USD,1,02,02
0000100816,2000,30,00,04,USD,1,01,02
0000100817,3000,10,02,02,USD,1,02,02
0000100818,1000,20,01,04,USD,1,01,01
0000100818,1000,30,01,02,USD,1,02,02
0000100819,2000,10,00,01,USD,1,01,01
0000100820,1000,10,00,02,USD,1,02,02
0000100821,2000,10,01,01,USD,1,02,02
0000100822,1000,10,00,04,USD,1,01,02
0000100823,1000,20,00,04,USD,1,02,02
0000100824,1000,30,00,03,USD,1,02,01
0000100824,1000,20,00,02,USD,1,02,02
0000100824,1000,10,00,01,USD,1,02,02
0000100825,3000,10,01,01,USD,1,01,01
0000100826,2000,10,00,03,USD,1,01,01
0000100826,2000,10,02,01,USD,1,01,01
0000100827,1000,20,00,03,USD,1,02,01
0000100827,1000,20,01,01,USD,1,01,02
0000100828,1000,10,02,03,USD,1,01,01
0000100829,1000,10,01,03,USD,1,01,02
0000100830,1000,10,02,01,USD,1,01,02
0000100830,1000,10,00,04,USD,1,02,02
0000100831,1000,30,00,03,USD,1,01,01
0000100831,1000,10,00,04,USD,1,02,02
0000100832,2000,10,02,01,USD,1,01,02
0000100832,3000,20,00,01,USD,1,01,02
0000100833,1000,10,02,03,USD,1,01,01
0000100833,2000,10,00,04,USD,1,01,01
0000100834,2000,20,00,02,USD,1,02,02
0000100834,2000,10,00,02,USD,1,01,02
0000100835,1000,20,01,02,USD,1,01,01
0000100835,3000,10,01,01,USD,1,01,01
0000100835,1000,10,00,01,USD,1,02,02
0000100836,1000,10,01,03,USD,1,02,01
0000100837,1000,10,00,04,USD,1,01,01
0000100838,1000,10,01,04,USD,1,01,01
0000100838,2000,10,02,03,USD,1,02,02
0000100838,2000,10,00,01,USD,1,01,02
0000100839,1000,20,00,03,USD,1,01,01
0000100840,3000,20,01,01,USD,1,01,02
0000100840,2000,10,00,01,USD,1,02,01
0000100841,1000,20,00,03,USD,1,01,01
0000100842,1000,10,02,01,USD,1,01,02
0000100843,1000,10,02,04,USD,1,02,02
0000100844,1000,30,01,04,USD,1,01,02
0000100844,1000,10,00,04,USD,1,01,02
0000100845,3000,30,01,04,USD,1,02,01
0000100846,1000,30,00,03,USD,1,01,02
0000100847,1000,20,00,01,USD,1,02,01
0000100848,1000,10,01,03,USD,1,01,02
0000100849,1000,20,00,01,USD,1,02,01
0000100849,2000,10,01,03,USD,1,02,01
0000100850,1000,10,00,04,USD,1,02,01
0000100851,3000,10,00,01,USD,1,01,01
0000100852,1000,10,01,04,USD,1,02,02
0000100853,2000,10,00,03,USD,1,02,01
0000100854,2000,10,02,02,USD,1,01,01
0000100854,3000,10,00,02,USD,1,02,02
0000100855,1000,20,01,02,USD,1,01,01
0000100856,1000,20,02,02,USD,1,02,01
0000100857,2000,20,01,03,USD,1,02,01
0000100858,3000,20,00,02,USD,1,02,02
0000100858,1000,10,00,01,USD,1,01,02
0000100859,1000,10,00,04,USD,1,02,01
0000100860,2000,20,01,04,USD,1,02,02
0000100861,1000,30,00,03,USD,1,01,02
0000100862,1000,10,01,04,USD,1,02,01
0000100863,1000,30,02,04,USD,1,02,01
0000100864,1000,30,00,01,USD,1,02,01
