MATNR,MTART,MATKL,MEINS,MTPOS_MARA,PRDHA,ERNAM,ERSDA,LAEDA
000000000000001258,HAWA,CONS,EA,NORM,000000000000000001,SYSUSER,20250609,20250724
000000000000001259,HAWA,MACH,L,NORM,000000000000000005,SYSUSER,20240619,20250903
000000000000001260,HAWA,MACH,KG,NORM,000000000000000012,SYSUSER,20231028,20250802
000000000000001261,ROH,CONS,KG,NORM,000000000000000016,SYSUSER,20240131,20250918
000000000000001262,HAWA,ELEC,EA,NORM,000000000000000004,SYSUSER,20230720,20250809
000000000000001263,ROH,PART,EA,NORM,000000000000000020,SYSUSER,20250520,20250717
000000000000001264,ROH,CONS,EA,NORM,000000000000000017,SYSUSER,20230331,20251002
000000000000001265,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20231001,20250822
000000000000001266,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20240424,20251023
000000000000001267,HAWA,TOOL,KG,NORM,000000000000000009,SYSUSER,20241223,20250801
000000000000001268,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20230416,20250819
000000000000001269,FERT,MACH,KG,NORM,000000000000000013,SYSUSER,20240928,20250930
000000000000001270,ROH,CONS,EA,NORM,000000000000000012,SYSUSER,20250613,20250809
000000000000001271,FERT,TOOL,KG,NORM,000000000000000002,SYSUSER,20240211,20250819
000000000000001272,FERT,MACH,EA,NORM,000000000000000017,SYSUSER,20230802,20250925
000000000000001273,FERT,MACH,EA,NORM,000000000000000017,SYSUSER,20231027,20251003
000000000000001274,FERT,MACH,KG,NORM,000000000000000005,SYSUSER,20230827,20251020
000000000000001275,FERT,ELEC,KG,NORM,000000000000000005,SYSUSER,20240714,20250924
000000000000001276,FERT,MACH,KG,NORM,000000000000000016,SYSUSER,20230916,20251024
000000000000001277,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20250206,20251013
000000000000001278,HAWA,PART,L,NORM,000000000000000017,SYSUSER,20241008,20250717
000000000000001279,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20240603,20250909
000000000000001280,FERT,MACH,KG,NORM,000000000000000002,SYSUSER,20230901,20250904
000000000000001281,FERT,TOOL,KG,NORM,000000000000000004,SYSUSER,20240528,20250810
000000000000001282,FERT,MACH,L,NORM,000000000000000013,SYSUSER,20241224,20250819
000000000000001283,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20250702,20250722
000000000000001284,FERT,ELEC,L,NORM,000000000000000009,SYSUSER,20230728,20251016
000000000000001285,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20250416,20250815
000000000000001286,HAWA,MACH,EA,NORM,000000000000000013,SYSUSER,20240929,20250724
000000000000001287,FERT,MACH,EA,NORM,000000000000000009,SYSUSER,20230321,20250814
000000000000001288,FERT,ELEC,KG,NORM,000000000000000015,SYSUSER,20231129,20250910
000000000000001289,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20240727,20250919
000000000000001290,FERT,CONS,EA,NORM,000000000000000004,SYSUSER,20241128,20250808
000000000000001291,FERT,TOOL,KG,NORM,000000000000000016,SYSUSER,20241230,20250827
000000000000001292,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20240530,20250812
000000000000001293,ROH,CONS,EA,NORM,000000000000000008,SYSUSER,20250713,20250921
000000000000001294,ROH,ELEC,KG,NORM,000000000000000011,SYSUSER,20250119,20250902
000000000000001295,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20240215,20251011
000000000000001296,FERT,CONS,EA,NORM,000000000000000001,SYSUSER,20231223,20251015
000000000000001297,FERT,PART,L,NORM,000000000000000010,SYSUSER,20240218,20250917
000000000000001298,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20240803,20251010
000000000000001299,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20230417,20250820
000000000000001300,HAWA,ELEC,EA,NORM,000000000000000013,SYSUSER,20241027,20250817
000000000000001301,FERT,ELEC,EA,NORM,000000000000000016,SYSUSER,20230407,20250812
000000000000001302,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20241103,20250728
000000000000001303,HAWA,ELEC,L,NORM,000000000000000018,SYSUSER,20240420,20250906
000000000000001304,FERT,ELEC,EA,NORM,000000000000000003,SYSUSER,20231219,20250824
000000000000001305,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20230521,20250923
000000000000001306,ROH,CONS,EA,NORM,000000000000000002,SYSUSER,20230603,20250911
000000000000001307,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20230515,20250827
000000000000001308,FERT,CONS,L,NORM,000000000000000003,SYSUSER,20230820,20250827
000000000000001309,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20231125,20251021
000000000000001310,FERT,ELEC,KG,NORM,000000000000000005,SYSUSER,20240311,20251010
000000000000001311,FERT,TOOL,EA,NORM,000000000000000003,SYSUSER,20241026,20251016
000000000000001312,HAWA,TOOL,EA,NORM,000000000000000003,SYSUSER,20240621,20250804
000000000000001313,HAWA,TOOL,EA,NORM,000000000000000005,SYSUSER,20230502,20250926
000000000000001314,HAWA,TOOL,EA,NORM,000000000000000011,SYSUSER,20230824,20250727
000000000000001315,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20241124,20250914
000000000000001316,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20240521,20250909
000000000000001317,ROH,MACH,L,NORM,000000000000000007,SYSUSER,20240205,20250817
000000000000001318,ROH,TOOL,EA,NORM,000000000000000011,SYSUSER,20250708,20250727
000000000000001319,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20230318,20250921
000000000000001320,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20241105,20250918
000000000000001321,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20250413,20250903
000000000000001322,FERT,CONS,KG,NORM,000000000000000006,SYSUSER,20230828,20250721
000000000000001323,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20230330,20250911
000000000000001324,FERT,PART,EA,NORM,000000000000000003,SYSUSER,20250501,20250815
000000000000001325,FERT,TOOL,KG,NORM,000000000000000014,SYSUSER,20250116,20250825
000000000000001326,FERT,ELEC,EA,NORM,000000000000000010,SYSUSER,20240830,20250909
000000000000001327,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20241206,20250812
000000000000001328,FERT,MACH,L,NORM,000000000000000009,SYSUSER,20241015,20251001
000000000000001329,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20230614,20250729
000000000000001330,HAWA,CONS,EA,NORM,000000000000000001,SYSUSER,20250104,20250822
000000000000001331,HAWA,CONS,EA,NORM,000000000000000018,SYSUSER,20230624,20250929
000000000000001332,FERT,MACH,KG,NORM,000000000000000014,SYSUSER,20241119,20250722
000000000000001333,HAWA,TOOL,EA,NORM,000000000000000001,SYSUSER,20241112,20250921
000000000000001334,HAWA,MACH,EA,NORM,000000000000000006,SYSUSER,20241218,20250925
000000000000001335,ROH,PART,EA,NORM,000000000000000010,SYSUSER,20241222,20250923
000000000000001336,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20230314,20250806
000000000000001337,FERT,TOOL,EA,NORM,000000000000000018,SYSUSER,20240718,20251005
000000000000001338,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20230512,20251011
000000000000001339,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20250317,20251014
000000000000001340,FERT,MACH,EA,NORM,000000000000000020,SYSUSER,20230825,20250801
000000000000001341,FERT,ELEC,KG,NORM,000000000000000018,SYSUSER,20240229,20250807
000000000000001342,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20250711,20250719
000000000000001343,ROH,ELEC,KG,NORM,000000000000000005,SYSUSER,20230221,20250816
000000000000001344,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20250604,20250824
000000000000001345,FERT,CONS,EA,NORM,000000000000000007,SYSUSER,20240702,20250806
000000000000001346,FERT,ELEC,EA,NORM,000000000000000009,SYSUSER,20240829,20250822
000000000000001347,FERT,PART,L,NORM,000000000000000014,SYSUSER,20231207,20250919
000000000000001348,HAWA,MACH,EA,NORM,000000000000000003,SYSUSER,20240302,20251001
000000000000001349,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20230527,20250820
000000000000001350,HAWA,TOOL,EA,NORM,000000000000000001,SYSUSER,20241004,20250904
000000000000001351,FERT,PART,EA,NORM,000000000000000006,SYSUSER,20241202,20250720
000000000000001352,FERT,CONS,EA,NORM,000000000000000014,SYSUSER,20231205,20251008
000000000000001353,HAWA,ELEC,EA,NORM,000000000000000017,SYSUSER,20250523,20250818
000000000000001354,HAWA,TOOL,EA,NORM,000000000000000016,SYSUSER,20230421,20250831
000000000000001355,FERT,TOOL,KG,NORM,000000000000000007,SYSUSER,20240315,20250816
000000000000001356,FERT,PART,EA,NORM,000000000000000006,SYSUSER,20250614,20250821
000000000000001357,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20240727,20250904
000000000000001358,FERT,MACH,KG,NORM,000000000000000003,SYSUSER,20230217,20250729
000000000000001359,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20230515,20251002
000000000000001360,ROH,PART,EA,NORM,000000000000000007,SYSUSER,20240405,20251009
000000000000001361,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20230802,20250819
000000000000001362,FERT,TOOL,EA,NORM,000000000000000018,SYSUSER,20240402,20250914
000000000000001363,FERT,TOOL,KG,NORM,000000000000000007,SYSUSER,20230812,20251023
000000000000001364,FERT,ELEC,L,NORM,000000000000000008,SYSUSER,20250705,20250730
000000000000001365,FERT,MACH,KG,NORM,000000000000000011,SYSUSER,20241214,20250906
000000000000001366,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20231201,20251012
000000000000001367,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20240818,20250908
000000000000001368,HAWA,ELEC,EA,NORM,000000000000000004,SYSUSER,20231029,20250921
000000000000001369,FERT,TOOL,EA,NORM,000000000000000008,SYSUSER,20250107,20250815
000000000000001370,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20241021,20250924
000000000000001371,FERT,CONS,KG,NORM,000000000000000015,SYSUSER,20241015,20250825
000000000000001372,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20231029,20250911
000000000000001373,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20240708,20251001
000000000000001374,FERT,CONS,KG,NORM,000000000000000013,SYSUSER,20240223,20250831
000000000000001375,FERT,PART,EA,NORM,000000000000000006,SYSUSER,20241214,20250901
000000000000001376,FERT,ELEC,L,NORM,000000000000000002,SYSUSER,20230731,20250720
000000000000001377,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20240701,20250908
000000000000001378,FERT,TOOL,KG,NORM,000000000000000003,SYSUSER,20230224,20250903
000000000000001379,ROH,MACH,EA,NORM,000000000000000011,SYSUSER,20241004,20250828
000000000000001380,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20250114,20250812
000000000000001381,FERT,TOOL,KG,NORM,000000000000000003,SYSUSER,20250305,20250812
000000000000001382,FERT,PART,L,NORM,000000000000000003,SYSUSER,20230815,20250925
000000000000001383,FERT,MACH,KG,NORM,000000000000000019,SYSUSER,20230406,20251012
000000000000001384,HAWA,ELEC,EA,NORM,000000000000000020,SYSUSER,20230710,20250920
000000000000001385,FERT,PART,KG,NORM,000000000000000010,SYSUSER,20230416,20250924
000000000000001386,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20231227,20250830
000000000000001387,FERT,CONS,EA,NORM,000000000000000006,SYSUSER,20230222,20250906
000000000000001388,FERT,CONS,EA,NORM,000000000000000008,SYSUSER,20241229,20251006
000000000000001389,HAWA,ELEC,EA,NORM,000000000000000013,SYSUSER,20230420,20250722
000000000000001390,HAWA,PART,KG,NORM,000000000000000011,SYSUSER,20250214,20250825
000000000000001391,FERT,TOOL,KG,NORM,000000000000000007,SYSUSER,20230414,20251023
000000000000001392,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20250118,20250901
000000000000001393,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20240222,20251007
000000000000001394,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20230301,20250805
000000000000001395,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20240204,20250817
000000000000001396,ROH,CONS,KG,NORM,000000000000000007,SYSUSER,20230711,20250914
000000000000001397,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20230505,20250823
000000000000001398,FERT,ELEC,L,NORM,000000000000000016,SYSUSER,20240913,20250922
000000000000001399,ROH,PART,EA,NORM,000000000000000002,SYSUSER,20231220,20250813
000000000000001400,FERT,MACH,KG,NORM,000000000000000016,SYSUSER,20250530,20250904
000000000000001401,FERT,CONS,KG,NORM,000000000000000018,SYSUSER,20250407,20250728
000000000000001402,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20250131,20251017
000000000000001403,FERT,PART,L,NORM,000000000000000002,SYSUSER,20241209,20250922
000000000000001404,HAWA,MACH,EA,NORM,000000000000000014,SYSUSER,20240317,20250805
000000000000001405,FERT,CONS,EA,NORM,000000000000000016,SYSUSER,20250410,20250828
000000000000001406,HAWA,TOOL,EA,NORM,000000000000000013,SYSUSER,20230616,20250912
000000000000001407,FERT,MACH,KG,NORM,000000000000000002,SYSUSER,20241024,20250908
000000000000001408,FERT,TOOL,L,NORM,000000000000000004,SYSUSER,20240714,20250814
000000000000001409,HAWA,ELEC,EA,NORM,000000000000000012,SYSUSER,20231225,20250922
000000000000001410,ROH,CONS,L,NORM,000000000000000005,SYSUSER,20240730,20251022
000000000000001411,ROH,TOOL,KG,NORM,000000000000000017,SYSUSER,20240522,20251009
000000000000001412,FERT,CONS,KG,NORM,000000000000000007,SYSUSER,20240723,20250730
000000000000001413,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20231105,20250929
000000000000001414,ROH,TOOL,KG,NORM,000000000000000017,SYSUSER,20231205,20250812
000000000000001415,FERT,ELEC,EA,NORM,000000000000000008,SYSUSER,20230921,20250802
000000000000001416,ROH,PART,KG,NORM,000000000000000007,SYSUSER,20240113,20251002
000000000000001417,FERT,ELEC,EA,NORM,000000000000000014,SYSUSER,20230510,20250918
000000000000001418,FERT,PART,EA,NORM,000000000000000009,SYSUSER,20240719,20250913
000000000000001419,ROH,ELEC,EA,NORM,000000000000000001,SYSUSER,20230828,20250820
000000000000001420,FERT,PART,L,NORM,000000000000000005,SYSUSER,20240305,20250717
000000000000001421,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20230624,20250828
000000000000001422,FERT,MACH,KG,NORM,000000000000000012,SYSUSER,20250428,20250906
000000000000001423,HAWA,ELEC,L,NORM,000000000000000004,SYSUSER,20231028,20250918
000000000000001424,FERT,ELEC,KG,NORM,000000000000000020,SYSUSER,20240330,20250805
000000000000001425,FERT,ELEC,KG,NORM,000000000000000019,SYSUSER,20250219,20251003
000000000000001426,FERT,PART,KG,NORM,000000000000000009,SYSUSER,20231001,20250911
000000000000001427,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20240512,20250805
000000000000001428,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20231029,20250812
000000000000001429,HAWA,MACH,EA,NORM,000000000000000012,SYSUSER,20240529,20251015
000000000000001430,FERT,ELEC,L,NORM,000000000000000010,SYSUSER,20250427,20251004
000000000000001431,HAWA,PART,EA,NORM,000000000000000006,SYSUSER,20240731,20250925
000000000000001432,FERT,CONS,L,NORM,000000000000000013,SYSUSER,20240830,20250914
000000000000001433,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20230918,20250917
000000000000001434,HAWA,CONS,KG,NORM,000000000000000010,SYSUSER,20230721,20250920
000000000000001435,FERT,PART,L,NORM,000000000000000004,SYSUSER,20231106,20250803
000000000000001436,FERT,MACH,L,NORM,000000000000000010,SYSUSER,20240608,20250920
000000000000001437,FERT,ELEC,KG,NORM,000000000000000020,SYSUSER,20240418,20250717
000000000000001438,FERT,TOOL,KG,NORM,000000000000000005,SYSUSER,20230215,20250908
000000000000001439,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20230613,20250810
000000000000001440,FERT,ELEC,KG,NORM,000000000000000013,SYSUSER,20240131,20250828
000000000000001441,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20240520,20251003
000000000000001442,FERT,ELEC,EA,NORM,000000000000000009,SYSUSER,20250110,20251022
000000000000001443,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20250311,20250723
000000000000001444,HAWA,ELEC,EA,NORM,000000000000000006,SYSUSER,20241119,20250801
000000000000001445,HAWA,CONS,EA,NORM,000000000000000003,SYSUSER,20241102,20250721
000000000000001446,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20230731,20250721
000000000000001447,ROH,PART,EA,NORM,000000000000000018,SYSUSER,20250427,20250928
000000000000001448,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20250128,20250904
000000000000001449,FERT,MACH,EA,NORM,000000000000000006,SYSUSER,20250403,20251012
000000000000001450,FERT,ELEC,KG,NORM,000000000000000006,SYSUSER,20250513,20250825
000000000000001451,FERT,ELEC,KG,NORM,000000000000000019,SYSUSER,20240103,20251018
000000000000001452,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20250621,20250718
000000000000001453,ROH,PART,EA,NORM,000000000000000019,SYSUSER,20240606,20250818
000000000000001454,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20230526,20251014
000000000000001455,FERT,CONS,L,NORM,000000000000000016,SYSUSER,20250402,20250921
000000000000001456,FERT,MACH,KG,NORM,000000000000000003,SYSUSER,20231024,20251005
000000000000001457,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20250422,20250802
000000000000001458,FERT,MACH,KG,NORM,000000000000000010,SYSUSER,20240613,20250915
000000000000001459,FERT,TOOL,KG,NORM,000000000000000003,SYSUSER,20241125,20250923
000000000000001460,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20230623,20250918
000000000000001461,FERT,PART,EA,NORM,000000000000000016,SYSUSER,20240420,20250805
000000000000001462,FERT,CONS,EA,NORM,000000000000000019,SYSUSER,20250310,20251008
000000000000001463,ROH,ELEC,EA,NORM,000000000000000010,SYSUSER,20240125,20251003
000000000000001464,FERT,TOOL,KG,NORM,000000000000000017,SYSUSER,20250618,20251020
000000000000001465,ROH,MACH,L,NORM,000000000000000015,SYSUSER,20230907,20250909
000000000000001466,FERT,TOOL,KG,NORM,000000000000000002,SYSUSER,20230217,20250913
000000000000001467,HAWA,MACH,EA,NORM,000000000000000011,SYSUSER,20230214,20250825
000000000000001468,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20240326,20250816
000000000000001469,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20241012,20250815
000000000000001470,FERT,TOOL,EA,NORM,000000000000000001,SYSUSER,20240418,20251007
000000000000001471,FERT,TOOL,KG,NORM,000000000000000005,SYSUSER,20230803,20250816
000000000000001472,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20250117,20250810
000000000000001473,FERT,MACH,EA,NORM,000000000000000014,SYSUSER,20231114,20250827
000000000000001474,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20231010,20250721
000000000000001475,FERT,ELEC,EA,NORM,000000000000000017,SYSUSER,20231005,20250813
000000000000001476,FERT,CONS,KG,NORM,000000000000000007,SYSUSER,20240428,20250818
000000000000001477,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20231001,20250804
000000000000001478,FERT,ELEC,KG,NORM,000000000000000012,SYSUSER,20240118,20250915
000000000000001479,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20240727,20250824
000000000000001480,ROH,TOOL,EA,NORM,000000000000000012,SYSUSER,20240112,20250925
000000000000001481,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20230415,20251013
000000000000001482,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20240421,20250915
000000000000001483,FERT,PART,L,NORM,000000000000000010,SYSUSER,20240708,20250902
000000000000001484,HAWA,PART,KG,NORM,000000000000000011,SYSUSER,20241024,20251005
000000000000001485,FERT,ELEC,EA,NORM,000000000000000019,SYSUSER,20240910,20251023
000000000000001486,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20250717,20250819
000000000000001487,HAWA,ELEC,EA,NORM,000000000000000002,SYSUSER,20230405,20250719
000000000000001488,FERT,PART,KG,NORM,000000000000000004,SYSUSER,20230302,20251007
000000000000001489,HAWA,ELEC,EA,NORM,000000000000000004,SYSUSER,20240730,20250918
000000000000001490,FERT,CONS,KG,NORM,000000000000000003,SYSUSER,20240324,20250817
000000000000001491,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20250709,20250728
000000000000001492,HAWA,TOOL,EA,NORM,000000000000000016,SYSUSER,20240301,20250720
000000000000001493,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20240316,20250916
000000000000001494,ROH,TOOL,EA,NORM,000000000000000007,SYSUSER,20250708,20250718
000000000000001495,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20240503,20250917
000000000000001496,FERT,MACH,L,NORM,000000000000000010,SYSUSER,20231114,20250925
000000000000001497,HAWA,PART,EA,NORM,000000000000000001,SYSUSER,20230424,20251024
000000000000001498,FERT,CONS,EA,NORM,000000000000000018,SYSUSER,20240103,20250907
000000000000001499,FERT,MACH,EA,NORM,000000000000000018,SYSUSER,20250105,20250902
000000000000001500,FERT,MACH,EA,NORM,000000000000000017,SYSUSER,20231221,20250830
000000000000001501,FERT,PART,KG,NORM,000000000000000012,SYSUSER,20240608,20250923
000000000000001502,FERT,TOOL,EA,NORM,000000000000000010,SYSUSER,20250131,20250725
000000000000001503,HAWA,CONS,EA,NORM,000000000000000007,SYSUSER,20230624,20250803
000000000000001504,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20240613,20250906
000000000000001505,ROH,CONS,EA,NORM,000000000000000013,SYSUSER,20241204,20250921
000000000000001506,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20250427,20250831
000000000000001507,ROH,CONS,EA,NORM,000000000000000011,SYSUSER,20231016,20250924
000000000000001508,HAWA,TOOL,EA,NORM,000000000000000009,SYSUSER,20240204,20250719
000000000000001509,ROH,CONS,EA,NORM,000000000000000020,SYSUSER,20230420,20250807
000000000000001510,FERT,MACH,KG,NORM,000000000000000008,SYSUSER,20230413,20250728
000000000000001511,FERT,CONS,KG,NORM,000000000000000009,SYSUSER,20230816,20250920
000000000000001512,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20240929,20250802
000000000000001513,HAWA,PART,EA,NORM,000000000000000003,SYSUSER,20230618,20250817
000000000000001514,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20230411,20250920
000000000000001515,ROH,CONS,EA,NORM,000000000000000008,SYSUSER,20240521,20250930
000000000000001516,ROH,TOOL,KG,NORM,000000000000000002,SYSUSER,20230225,20251016
000000000000001517,FERT,ELEC,EA,NORM,000000000000000003,SYSUSER,20250112,20251007
000000000000001518,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20240924,20251010
000000000000001519,ROH,ELEC,EA,NORM,000000000000000006,SYSUSER,20231004,20250827
000000000000001520,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20231024,20250828
000000000000001521,HAWA,CONS,EA,NORM,000000000000000017,SYSUSER,20241012,20250727
000000000000001522,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20231019,20250823
000000000000001523,FERT,ELEC,EA,NORM,000000000000000003,SYSUSER,20250106,20250913
000000000000001524,ROH,PART,KG,NORM,000000000000000020,SYSUSER,20250628,20251005
000000000000001525,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20250528,20250817
000000000000001526,FERT,TOOL,KG,NORM,000000000000000012,SYSUSER,20250625,20251001
000000000000001527,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20250404,20250918
000000000000001528,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20241015,20251008
000000000000001529,FERT,CONS,EA,NORM,000000000000000020,SYSUSER,20230716,20250829
000000000000001530,FERT,ELEC,KG,NORM,000000000000000003,SYSUSER,20230704,20251023
000000000000001531,FERT,ELEC,KG,NORM,000000000000000009,SYSUSER,20241121,20251013
000000000000001532,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20250213,20251023
000000000000001533,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20240228,20250927
000000000000001534,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20240801,20250901
000000000000001535,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20240901,20250822
000000000000001536,FERT,TOOL,EA,NORM,000000000000000005,SYSUSER,20240702,20250826
000000000000001537,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20230804,20251020
000000000000001538,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20240813,20251014
000000000000001539,FERT,PART,KG,NORM,000000000000000015,SYSUSER,20230307,20250720
000000000000001540,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20250218,20251017
000000000000001541,FERT,CONS,KG,NORM,000000000000000013,SYSUSER,20241018,20250717
000000000000001542,HAWA,MACH,EA,NORM,000000000000000012,SYSUSER,20240611,20251015
000000000000001543,FERT,PART,KG,NORM,000000000000000006,SYSUSER,20240108,20250825
000000000000001544,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20250113,20250930
000000000000001545,FERT,TOOL,EA,NORM,000000000000000009,SYSUSER,20230309,20250922
000000000000001546,FERT,ELEC,EA,NORM,000000000000000008,SYSUSER,20230403,20250906
000000000000001547,FERT,ELEC,KG,NORM,000000000000000013,SYSUSER,20230322,20251023
000000000000001548,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20250315,20250718
000000000000001549,HAWA,ELEC,EA,NORM,000000000000000020,SYSUSER,20230717,20250923
000000000000001550,FERT,CONS,EA,NORM,000000000000000013,SYSUSER,20240618,20250718
000000000000001551,ROH,ELEC,EA,NORM,000000000000000013,SYSUSER,20240420,20250923
000000000000001552,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20230623,20251020
000000000000001553,HAWA,ELEC,KG,NORM,000000000000000008,SYSUSER,20241226,20250827
000000000000001554,FERT,TOOL,EA,NORM,000000000000000001,SYSUSER,20230626,20250718
000000000000001555,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20250412,20250819
000000000000001556,HAWA,ELEC,EA,NORM,000000000000000012,SYSUSER,20230905,20250928
000000000000001557,FERT,ELEC,EA,NORM,000000000000000011,SYSUSER,20240320,20250905
000000000000001558,HAWA,CONS,EA,NORM,000000000000000016,SYSUSER,20230820,20250915
000000000000001559,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20240821,20251004
000000000000001560,FERT,TOOL,KG,NORM,000000000000000017,SYSUSER,20231012,20250723
000000000000001561,ROH,MACH,EA,NORM,000000000000000020,SYSUSER,20250604,20250721
000000000000001562,FERT,CONS,EA,NORM,000000000000000020,SYSUSER,20240102,20250819
000000000000001563,FERT,PART,KG,NORM,000000000000000020,SYSUSER,20250314,20250922
000000000000001564,HAWA,TOOL,EA,NORM,000000000000000005,SYSUSER,20240312,20250804
000000000000001565,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20240915,20250929
000000000000001566,FERT,PART,KG,NORM,000000000000000008,SYSUSER,20240713,20251018
000000000000001567,FERT,TOOL,EA,NORM,000000000000000012,SYSUSER,20230214,20250731
000000000000001568,FERT,MACH,EA,NORM,000000000000000015,SYSUSER,20241206,20251010
000000000000001569,FERT,PART,KG,NORM,000000000000000003,SYSUSER,20241118,20250804
000000000000001570,FERT,CONS,EA,NORM,000000000000000020,SYSUSER,20240429,20250913
000000000000001571,HAWA,TOOL,KG,NORM,000000000000000019,SYSUSER,20250702,20251003
