VBELN,FKART,FKDAT,ERDAT,ERZET,ERNAM,KUNAG,KUNRG,VKORG,NETWR,WAERK,FKSTO,VBUND,RFBSK
9000000287,F2,20251001,20251001,154700,BILLUSER,0000102157,0000102157,2000,0,EUR,,,A
9000000288,F2,20251018,20251018,140000,BILLUSER,0000101230,0000101230,1000,0,USD,,,A
9000000289,F2,20251028,20251028,141800,BILLUSER,0000100431,0000100431,1000,0,USD,,,A
9000000290,F2,20250928,20250928,090300,BILLUSER,0000103187,0000103187,2000,0,EUR,,,A
9000000291,F2,20251023,20251023,171200,BILLUSER,0000101712,0000101712,2000,0,EUR,,,A
9000000292,F8,20251002,20251002,101500,BILLUSER,0000100394,0000100394,1000,0,USD,,,A
9000000293,F2,20251005,20251005,120800,BILLUSER,0000100307,0000100307,2000,0,EUR,,,A
9000000294,F2,20251006,20251006,080400,BILLUSER,0000102829,0000102829,2000,0,EUR,,,A
9000000295,F2,20251012,20251012,152200,BILLUSER,0000104827,0000104827,1000,0,USD,,,B
9000000296,F2,20251018,20251018,090000,BILLUSER,0000102139,0000102139,1000,0,USD,,,C
9000000297,F2,20251002,20251002,152600,BILLUSER,0000100408,0000100408,1000,0,USD,,,A
9000000298,F8,20251015,20251015,124700,BILLUSER,0000102296,0000102296,2000,0,EUR,,,A
9000000299,F2,20250930,20250930,140900,BILLUSER,0000104869,0000104869,2000,0,EUR,,,A
9000000300,F2,20251025,20251025,172300,BILLUSER,0000103903,0000103903,2000,0,EUR,,,B
9000000301,F2,20251010,20251010,140100,BILLUSER,0000104075,0000104075,1000,0,USD,,,A
9000000302,F2,20251019,20251019,114100,BILLUSER,0000100853,0000100853,2000,0,EUR,,,B
9000000303,F2,20251025,20251025,152500,BILLUSER,0000101385,0000101385,1000,0,USD,,,C
9000000304,F2,20251027,20251027,124000,BILLUSER,0000103758,0000103758,1000,0,USD,,,A
9000000305,F2,20251008,20251008,143000,BILLUSER,0000101575,0000101575,1000,0,USD,,,A
9000000306,F2,20251021,20251021,144300,BILLUSER,0000104874,0000104874,2000,0,EUR,,,A
9000000307,F2,20251027,20251027,171100,BILLUSER,0000100111,0000100111,1000,0,USD,,,A
9000000308,F2,20251020,20251020,123500,BILLUSER,0000101108,0000101108,1000,0,USD,,,A
9000000309,F2,20251026,20251026,172600,BILLUSER,0000102749,0000102749,1000,0,USD,,,A
9000000310,F2,20251016,20251016,120300,BILLUSER,0000102037,0000102037,2000,0,EUR,,,B
9000000311,F2,20251017,20251017,162600,BILLUSER,0000100179,0000100179,1000,0,USD,,,A
9000000312,F2,20251022,20251022,115000,BILLUSER,0000100891,0000100891,1000,0,USD,,,B
9000000313,F2,20251012,20251012,121100,BILLUSER,0000100221,0000100221,1000,0,USD,,,A
9000000314,F2,20251014,20251014,171200,BILLUSER,0000104060,0000104060,1000,0,USD,,,A
9000000315,F2,20251012,20251012,124800,BILLUSER,0000101851,0000101851,1000,0,USD,,,B
9000000316,F2,20251020,20251020,113000,BILLUSER,0000101056,0000101056,2000,0,EUR,,,A
9000000317,F2,20251101,20251101,142900,BILLUSER,0000104800,0000104800,1000,0,USD,,,A
9000000318,F2,20251023,20251023,105900,BILLUSER,0000102535,0000102535,1000,0,USD,,,B
9000000319,F2,20251015,20251015,085300,BILLUSER,0000103596,0000103596,1000,0,USD,,,A
9000000320,F2,20251002,20251002,091100,BILLUSER,0000101446,0000101446,1000,0,USD,,,A
9000000321,F2,20251018,20251018,172100,BILLUSER,0000102913,0000102913,3000,0,EUR,,,C
9000000322,F2,20251002,20251002,105100,BILLUSER,0000103129,0000103129,1000,0,USD,,,B
9000000323,F2,20251009,20251009,142200,BILLUSER,0000101185,0000101185,2000,0,EUR,,,A
9000000324,F2,20251026,20251026,091000,BILLUSER,0000100929,0000100929,1000,0,USD,,,A
9000000325,F2,20251006,20251006,102800,BILLUSER,0000103802,0000103802,1000,0,USD,,,A
9000000326,F8,20251021,20251021,141900,BILLUSER,0000102552,0000102552,1000,0,USD,,,B
9000000327,F2,20251001,20251001,111500,BILLUSER,0000103356,0000103356,3000,0,EUR,,,A
9000000328,F2,20251019,20251019,092100,BILLUSER,0000104477,0000104477,1000,0,USD,,,A
9000000329,F2,20251022,20251022,151000,BILLUSER,0000103614,0000103614,3000,0,EUR,,,A
9000000330,F2,20251019,20251019,131500,BILLUSER,0000100917,0000100917,1000,0,USD,,,A
9000000331,F2,20251102,20251102,101900,BILLUSER,0000101816,0000101816,1000,0,USD,,,A
9000000332,F2,20251016,20251016,172700,BILLUSER,0000100178,0000100178,2000,0,EUR,,,A
9000000333,F2,20251024,20251024,160600,BILLUSER,0000102530,0000102530,3000,0,EUR,,,A
9000000334,F2,20251005,20251005,145900,BILLUSER,0000100555,0000100555,1000,0,USD,,,A
9000000335,F2,20251030,20251030,154500,BILLUSER,0000100126,0000100126,2000,0,EUR,,,C
9000000336,F2,20251017,20251017,115100,BILLUSER,0000101589,0000101589,1000,0,USD,,,A
9000000337,F2,20251012,20251012,081400,BILLUSER,0000100598,0000100598,3000,0,EUR,,,B
9000000338,F2,20251016,20251016,151200,BILLUSER,0000100860,0000100860,1000,0,USD,,,A
9000000339,F2,20251008,20251008,121800,BILLUSER,0000103323,0000103323,1000,0,USD,,,A
9000000340,F2,20251019,20251019,091100,BILLUSER,0000104487,0000104487,1000,0,USD,,,A
9000000341,F2,20251002,20251002,174300,BILLUSER,0000101944,0000101944,1000,0,USD,,,B
9000000342,F2,20251028,20251028,152300,BILLUSER,0000100215,0000100215,1000,0,USD,,,A
9000000343,F2,20251014,20251014,104500,BILLUSER,0000103031,0000103031,2000,0,EUR,,,A
9000000344,F2,20251030,20251030,160600,BILLUSER,0000103130,0000103130,2000,0,EUR,,,A
9000000345,F2,20251017,20251017,102100,BILLUSER,0000101963,0000101963,2000,0,EUR,,,B
9000000346,F2,20251019,20251019,143000,BILLUSER,0000102489,0000102489,1000,0,USD,,,A
9000000347,F2,20251029,20251029,091100,BILLUSER,0000101262,0000101262,1000,0,USD,,,A
9000000348,F2,20251018,20251018,102800,BILLUSER,0000100535,0000100535,1000,0,USD,,,B
9000000349,F2,20251017,20251017,133100,BILLUSER,0000103063,0000103063,1000,0,USD,,,A
9000000350,F2,20251012,20251012,084200,BILLUSER,0000101563,0000101563,2000,0,EUR,,,B
9000000351,F2,20251025,20251025,160000,BILLUSER,0000100107,0000100107,1000,0,USD,,,A
9000000352,F2,20251018,20251018,144000,BILLUSER,0000100237,0000100237,1000,0,USD,,,B
9000000353,F2,20251017,20251017,080500,BILLUSER,0000102753,0000102753,2000,0,EUR,,,A
9000000354,F2,20250927,20250927,112100,BILLUSER,0000103896,0000103896,1000,0,USD,,,A
9000000355,F2,20250927,20250927,143500,BILLUSER,0000101145,0000101145,1000,0,USD,,,A
9000000356,F2,20251015,20251015,103700,BILLUSER,0000103119,0000103119,2000,0,EUR,,,A
9000000357,F2,20251004,20251004,122700,BILLUSER,0000102574,0000102574,2000,0,EUR,,,A
9000000358,F2,20251009,20251009,125400,BILLUSER,0000101927,0000101927,1000,0,USD,,,C
9000000359,F2,20250929,20250929,163800,BILLUSER,0000100750,0000100750,2000,0,EUR,,,A
9000000360,F2,20251008,20251008,092300,BILLUSER,0000102036,0000102036,2000,0,EUR,,,A
9000000361,F2,20251009,20251009,122900,BILLUSER,0000102719,0000102719,1000,0,USD,,,A
9000000362,F2,20251008,20251008,151800,BILLUSER,0000101703,0000101703,1000,0,USD,,,A
9000000363,F8,20251025,20251025,092200,BILLUSER,0000102617,0000102617,1000,0,USD,,,B
9000000364,F2,20251021,20251021,093800,BILLUSER,0000104785,0000104785,1000,0,USD,,,B
9000000365,F2,20251028,20251028,173700,BILLUSER,0000101043,0000101043,1000,0,USD,,,A
9000000366,F2,20251004,20251004,100300,BILLUSER,0000100463,0000100463,1000,0,USD,,,A
9000000367,F2,20251024,20251024,143900,BILLUSER,0000104457,0000104457,3000,0,EUR,,,A
9000000368,F2,20251024,20251024,135700,BILLUSER,0000103068,0000103068,1000,0,USD,,,B
9000000369,F2,20251027,20251027,150200,BILLUSER,0000102973,0000102973,1000,0,USD,,,B
9000000370,F2,20251030,20251030,142100,BILLUSER,0000102060,0000102060,1000,0,USD,,,A
9000000371,F2,20251014,20251014,175400,BILLUSER,0000101912,0000101912,2000,0,EUR,,,A
9000000372,F2,20251017,20251017,122300,BILLUSER,0000100281,0000100281,1000,0,USD,,,C
9000000373,F2,20251018,20251018,085800,BILLUSER,0000101260,0000101260,1000,0,USD,,,A
9000000374,F2,20251013,20251013,085200,BILLUSER,0000103885,0000103885,1000,0,USD,,,A
9000000375,F2,20251022,20251022,133800,BILLUSER,0000102386,0000102386,1000,0,USD,,,A
9000000376,F2,20250930,20250930,083700,BILLUSER,0000100217,0000100217,3000,0,EUR,,,A
9000000377,F2,20251018,20251018,095200,BILLUSER,0000102333,0000102333,2000,0,EUR,,,C
9000000378,F2,20251012,20251012,171100,BILLUSER,0000103501,0000103501,1000,0,USD,,,A
9000000379,F8,20251024,20251024,131200,BILLUSER,0000101725,0000101725,3000,0,EUR,,,C
9000000380,F2,20251010,20251010,144400,BILLUSER,0000103283,0000103283,1000,0,USD,,,A
9000000381,F8,20251021,20251021,141700,BILLUSER,0000101881,0000101881,1000,0,USD,,,B
9000000382,F2,20251009,20251009,085900,BILLUSER,0000104179,0000104179,1000,0,USD,,,A
9000000383,F2,20251014,20251014,084100,BILLUSER,0000100712,0000100712,1000,0,USD,,,A
9000000384,F2,20251019,20251019,113900,BILLUSER,0000103850,0000103850,1000,0,USD,,,A
9000000385,F2,20250930,20250930,123200,BILLUSER,0000104353,0000104353,2000,0,EUR,,,A
9000000386,F2,20251002,20251002,140200,BILLUSER,0000100275,0000100275,2000,0,EUR,,,C
9000000387,F2,20251009,20251009,100700,BILLUSER,0000100257,0000100257,1000,0,USD,,,A
9000000388,F2,20251017,20251017,173200,BILLUSER,0000100980,0000100980,1000,0,USD,,,A
9000000389,F2,20251029,20251029,090400,BILLUSER,0000101349,0000101349,1000,0,USD,,,A
9000000390,F2,20250929,20250929,134100,BILLUSER,0000103904,0000103904,1000,0,USD,,,B
9000000391,F2,20251028,20251028,173300,BILLUSER,0000100654,0000100654,1000,0,USD,,,A
9000000392,F2,20251008,20251008,102800,BILLUSER,0000102439,0000102439,1000,0,USD,,,B
9000000393,F8,20251027,20251027,174900,BILLUSER,0000104644,0000104644,1000,0,USD,,,A
9000000394,F2,20251011,20251011,122000,BILLUSER,0000100730,0000100730,2000,0,EUR,,,A
9000000395,F2,20251008,20251008,101500,BILLUSER,0000104351,0000104351,1000,0,USD,,,A
9000000396,F8,20251022,20251022,171300,BILLUSER,0000102165,0000102165,1000,0,USD,,,B
9000000397,F2,20251018,20251018,121300,BILLUSER,0000102129,0000102129,1000,0,USD,,,A
9000000398,F2,20251015,20251015,104200,BILLUSER,0000104783,0000104783,3000,0,EUR,,,A
9000000399,F2,20251008,20251008,163200,BILLUSER,0000104559,0000104559,1000,0,USD,,,A
9000000400,F8,20251024,20251024,145200,BILLUSER,0000102113,0000102113,1000,0,USD,,,A
9000000401,F2,20251020,20251020,152600,BILLUSER,0000100792,0000100792,2000,0,EUR,,,A
9000000402,F2,20251010,20251010,094700,BILLUSER,0000103926,0000103926,1000,0,USD,,,A
9000000403,F2,20251001,20251001,170500,BILLUSER,0000103480,0000103480,1000,0,USD,,,A
9000000404,F2,20251014,20251014,100500,BILLUSER,0000104423,0000104423,1000,0,USD,,,B
9000000405,F2,20251005,20251005,080500,BILLUSER,0000104123,0000104123,1000,0,USD,,,A
9000000406,F2,20251019,20251019,175700,BILLUSER,0000100369,0000100369,1000,0,USD,,,A
9000000407,F2,20251007,20251007,175200,BILLUSER,0000101764,0000101764,3000,0,EUR,,,A
9000000408,F2,20251012,20251012,104000,BILLUSER,0000101413,0000101413,1000,0,USD,,,C
9000000409,F2,20251014,20251014,142900,BILLUSER,0000103490,0000103490,2000,0,EUR,,,A
9000000410,F2,20251029,20251029,161000,BILLUSER,0000100199,0000100199,1000,0,USD,,,A
9000000411,F2,20251024,20251024,150400,BILLUSER,0000102363,0000102363,1000,0,USD,,,A
9000000412,F2,20251007,20251007,092600,BILLUSER,0000102337,0000102337,1000,0,USD,,,B
9000000413,F2,20251019,20251019,160400,BILLUSER,0000101582,0000101582,1000,0,USD,,,A
9000000414,F2,20251029,20251029,135300,BILLUSER,0000103221,0000103221,1000,0,USD,,,B
9000000415,F2,20251030,20251030,170400,BILLUSER,0000101611,0000101611,2000,0,EUR,,,A
9000000416,F2,20251012,20251012,170500,BILLUSER,0000101773,0000101773,1000,0,USD,,,A
9000000417,F2,20251022,20251022,133200,BILLUSER,0000104841,0000104841,2000,0,EUR,,,A
9000000418,F2,20251029,20251029,154400,BILLUSER,0000102587,0000102587,1000,0,USD,,,A
9000000419,F2,20251001,20251001,134400,BILLUSER,0000101268,0000101268,2000,0,EUR,,,A
9000000420,F2,20251101,20251101,140500,BILLUSER,0000102650,0000102650,1000,0,USD,,,A
9000000421,F2,20251022,20251022,103600,BILLUSER,0000102683,0000102683,2000,0,EUR,,,B
9000000422,F2,20251019,20251019,125000,BILLUSER,0000100871,0000100871,1000,0,USD,,,A
9000000423,F8,20251029,20251029,115700,BILLUSER,0000101018,0000101018,2000,0,EUR,,,B
9000000424,F2,20251023,20251023,174100,BILLUSER,0000102274,0000102274,1000,0,USD,,,A
9000000425,F2,20251019,20251019,082500,BILLUSER,0000101993,0000101993,1000,0,USD,,,A
9000000426,F2,20250930,20250930,120100,BILLUSER,0000102479,0000102479,1000,0,USD,,,A
9000000427,F2,20251017,20251017,123000,BILLUSER,0000104069,0000104069,3000,0,EUR,,,A
9000000428,F2,20251001,20251001,164700,BILLUSER,0000102997,0000102997,3000,0,EUR,,,A
9000000429,F2,20251014,20251014,101000,BILLUSER,0000102638,0000102638,1000,0,USD,,,A
9000000430,F2,20251005,20251005,085600,BILLUSER,0000102465,0000102465,2000,0,EUR,,,A
9000000431,F2,20251022,20251022,170800,BILLUSER,0000104535,0000104535,2000,0,EUR,,,C
9000000432,F2,20251003,20251003,103000,BILLUSER,0000101005,0000101005,1000,0,USD,,,B
9000000433,F2,20251007,20251007,144600,BILLUSER,0000103648,0000103648,1000,0,USD,,,A
9000000434,F2,20251006,20251006,131600,BILLUSER,0000103275,0000103275,1000,0,USD,,,A
9000000435,F2,20251021,20251021,104300,BILLUSER,0000102810,0000102810,1000,0,USD,,,B
9000000436,F8,20251030,20251030,135200,BILLUSER,0000102894,0000102894,1000,0,USD,,,A
9000000437,F2,20251026,20251026,111900,BILLUSER,0000104969,0000104969,1000,0,USD,,,A
9000000438,F2,20251015,20251015,174600,BILLUSER,0000102610,0000102610,2000,0,EUR,,,A
9000000439,F2,20251005,20251005,155300,BILLUSER,0000100491,0000100491,1000,0,USD,,,A
9000000440,F2,20251026,20251026,105600,BILLUSER,0000101470,0000101470,2000,0,EUR,,,B
9000000441,F2,20251013,20251013,094300,BILLUSER,0000104179,0000104179,3000,0,EUR,,,A
9000000442,F2,20251016,20251016,155000,BILLUSER,0000103240,0000103240,1000,0,USD,,,C
9000000443,F2,20251027,20251027,101600,BILLUSER,0000104104,0000104104,1000,0,USD,,,B
9000000444,F2,20251006,20251006,081400,BILLUSER,0000104824,0000104824,1000,0,USD,,,A
9000000445,F2,20251025,20251025,122800,BILLUSER,0000102302,0000102302,1000,0,USD,,,A
9000000446,F2,20251017,20251017,164600,BILLUSER,0000103488,0000103488,1000,0,USD,,,A
9000000447,F2,20251004,20251004,134600,BILLUSER,0000103893,0000103893,1000,0,USD,,,A
9000000448,F2,20251008,20251008,123600,BILLUSER,0000102048,0000102048,2000,0,EUR,,,A
9000000449,F2,20251026,20251026,104500,BILLUSER,0000100023,0000100023,3000,0,EUR,,,A
9000000450,F2,20251012,20251012,090000,BILLUSER,0000101348,0000101348,3000,0,EUR,,,A
9000000451,F2,20251012,20251012,153300,BILLUSER,0000103672,0000103672,1000,0,USD,,,B
9000000452,F2,20251008,20251008,144100,BILLUSER,0000103976,0000103976,1000,0,USD,,,A
9000000453,F2,20251007,20251007,144300,BILLUSER,0000100930,0000100930,2000,0,EUR,,,A
9000000454,F2,20251016,20251016,170800,BILLUSER,0000102603,0000102603,3000,0,EUR,,,A
9000000455,F2,20251009,20251009,144100,BILLUSER,0000100192,0000100192,3000,0,EUR,,,A
9000000456,F2,20251005,20251005,122700,BILLUSER,0000102829,0000102829,2000,0,EUR,,,A
9000000457,F2,20251024,20251024,095800,BILLUSER,0000101127,0000101127,2000,0,EUR,,,A
9000000458,F2,20251020,20251020,094500,BILLUSER,0000103863,0000103863,1000,0,USD,,,B
9000000459,F2,20251001,20251001,101500,BILLUSER,0000104103,0000104103,2000,0,EUR,,,B
9000000460,F2,20251028,20251028,112800,BILLUSER,0000100377,0000100377,2000,0,EUR,,,B
9000000461,F2,20251015,20251015,123600,BILLUSER,0000103307,0000103307,2000,0,EUR,,,B
9000000462,F2,20250930,20250930,165700,BILLUSER,0000104276,0000104276,1000,0,USD,,,A
9000000463,F2,20251012,20251012,122900,BILLUSER,0000104298,0000104298,2000,0,EUR,,,A
9000000464,F2,20251019,20251019,084200,BILLUSER,0000101808,0000101808,1000,0,USD,,,C
9000000465,F2,20251005,20251005,143900,BILLUSER,0000100952,0000100952,1000,0,USD,,,A
9000000466,F2,20251030,20251030,080000,BILLUSER,0000102057,0000102057,2000,0,EUR,,,A
9000000467,F2,20251019,20251019,142000,BILLUSER,0000102357,0000102357,2000,0,EUR,,,A
9000000468,F2,20251017,20251017,145900,BILLUSER,0000100626,0000100626,1000,0,USD,,,A
9000000469,F2,20251004,20251004,105800,BILLUSER,0000104015,0000104015,1000,0,USD,,,A
9000000470,F2,20251025,20251025,130000,BILLUSER,0000100403,0000100403,1000,0,USD,,,A
9000000471,F2,20250929,20250929,104200,BILLUSER,0000100657,0000100657,3000,0,EUR,,,A
9000000472,F2,20250930,20250930,102500,BILLUSER,0000102734,0000102734,1000,0,USD,,,A
9000000473,F2,20251016,20251016,100000,BILLUSER,0000104747,0000104747,2000,0,EUR,,,A
9000000474,F2,20251012,20251012,134500,BILLUSER,0000102770,0000102770,1000,0,USD,,,A
9000000475,F2,20251004,20251004,095800,BILLUSER,0000100366,0000100366,2000,0,EUR,,,A
9000000476,F2,20251014,20251014,144000,BILLUSER,0000103615,0000103615,2000,0,EUR,,,C
9000000477,F2,20251002,20251002,084100,BILLUSER,0000101489,0000101489,1000,0,USD,,,A
9000000478,F2,20251026,20251026,155700,BILLUSER,0000102566,0000102566,3000,0,EUR,,,B
9000000479,F2,20251025,20251025,152100,BILLUSER,0000104862,0000104862,2000,0,EUR,,,B
9000000480,F2,20251009,20251009,114200,BILLUSER,0000104486,0000104486,1000,0,USD,,,C
9000000481,F2,20251026,20251026,120200,BILLUSER,0000100767,0000100767,3000,0,EUR,,,B
9000000482,F2,20251015,20251015,150700,BILLUSER,0000103015,0000103015,1000,0,USD,,,A
9000000483,F2,20251010,20251010,125700,BILLUSER,0000103260,0000103260,1000,0,USD,,,A
9000000484,F2,20251001,20251001,174600,BILLUSER,0000103846,0000103846,1000,0,USD,,,C
9000000485,F2,20251031,20251031,140400,BILLUSER,0000100423,0000100423,1000,0,USD,,,B
9000000486,F2,20251016,20251016,150800,BILLUSER,0000100061,0000100061,1000,0,USD,,,A
9000000487,F2,20251014,20251014,171300,BILLUSER,0000101989,0000101989,1000,0,USD,,,B
9000000488,F2,20251024,20251024,170700,BILLUSER,0000102964,0000102964,1000,0,USD,,,A
9000000489,F2,20251013,20251013,154000,BILLUSER,0000104203,0000104203,3000,0,EUR,,,A
9000000490,F2,20251004,20251004,120000,BILLUSER,0000102014,0000102014,2000,0,EUR,,,A
9000000491,F2,20251018,20251018,120100,BILLUSER,0000102172,0000102172,2000,0,EUR,,,A
9000000492,F2,20251029,20251029,090300,BILLUSER,0000103454,0000103454,2000,0,EUR,,,A
9000000493,F2,20251001,20251001,112300,BILLUSER,0000103228,0000103228,1000,0,USD,,,B
9000000494,F2,20250930,20250930,090100,BILLUSER,0000104429,0000104429,2000,0,EUR,,,A
9000000495,F2,20250929,20250929,135600,BILLUSER,0000102900,0000102900,1000,0,USD,,,A
9000000496,F2,20251008,20251008,082800,BILLUSER,0000102744,0000102744,1000,0,USD,,,A
9000000497,F2,20251026,20251026,165200,BILLUSER,0000101266,0000101266,2000,0,EUR,,,B
9000000498,F8,20250930,20250930,151400,BILLUSER,0000101793,0000101793,1000,0,USD,,,B
9000000499,F2,20251001,20251001,092800,BILLUSER,0000102301,0000102301,2000,0,EUR,,,A
9000000500,F2,20251001,20251001,091900,BILLUSER,0000103095,0000103095,2000,0,EUR,,,C
9000000501,F8,20251019,20251019,125700,BILLUSER,0000103610,0000103610,1000,0,USD,,,A
9000000502,F2,20251005,20251005,090400,BILLUSER,0000104846,0000104846,1000,0,USD,,,B
9000000503,F2,20251017,20251017,110500,BILLUSER,0000104745,0000104745,3000,0,EUR,,,C
9000000504,F2,20251009,20251009,144600,BILLUSER,0000104078,0000104078,1000,0,USD,,,A
9000000505,F2,20251006,20251006,111600,BILLUSER,0000100294,0000100294,3000,0,EUR,,,A
9000000506,F2,20251019,20251019,124000,BILLUSER,0000103617,0000103617,1000,0,USD,,,A
9000000507,F2,20251031,20251031,152600,BILLUSER,0000104042,0000104042,1000,0,USD,,,A
9000000508,F2,20251010,20251010,121500,BILLUSER,0000102225,0000102225,2000,0,EUR,,,A
9000000509,F2,20251014,20251014,093500,BILLUSER,0000102494,0000102494,2000,0,EUR,,,A
9000000510,F2,20251015,20251015,105500,BILLUSER,0000101733,0000101733,1000,0,USD,,,A
9000000511,F2,20251031,20251031,162500,BILLUSER,0000102548,0000102548,3000,0,EUR,,,A
9000000512,F2,20251005,20251005,144700,BILLUSER,0000102643,0000102643,2000,0,EUR,,,C
9000000513,F2,20251008,20251008,142500,BILLUSER,0000103941,0000103941,3000,0,EUR,,,A
9000000514,F2,20251025,20251025,102500,BILLUSER,0000104216,0000104216,1000,0,USD,,,A
9000000515,F2,20251016,20251016,093900,BILLUSER,0000102246,0000102246,1000,0,USD,,,A
9000000516,F2,20251002,20251002,151000,BILLUSER,0000101321,0000101321,3000,0,EUR,,,A
9000000517,F2,20251021,20251021,133700,BILLUSER,0000103046,0000103046,2000,0,EUR,,,B
9000000518,F2,20251006,20251006,102100,BILLUSER,0000104559,0000104559,1000,0,USD,,,A
9000000519,F2,20251019,20251019,111100,BILLUSER,0000103173,0000103173,2000,0,EUR,,,A
9000000520,F2,20251023,20251023,111300,BILLUSER,0000101240,0000101240,1000,0,USD,,,A
9000000521,F2,20251018,20251018,133800,BILLUSER,0000104673,0000104673,1000,0,USD,,,B
9000000522,F2,20251027,20251027,083500,BILLUSER,0000104763,0000104763,1000,0,USD,,,A
9000000523,F2,20251005,20251005,174200,BILLUSER,0000104996,0000104996,2000,0,EUR,,,A
9000000524,F2,20251027,20251027,144000,BILLUSER,0000104896,0000104896,1000,0,USD,,,A
9000000525,F2,20251022,20251022,110300,BILLUSER,0000100524,0000100524,1000,0,USD,,,A
9000000526,F2,20251008,20251008,081500,BILLUSER,0000102553,0000102553,1000,0,USD,,,A
9000000527,F2,20251012,20251012,162700,BILLUSER,0000104003,0000104003,2000,0,EUR,,,A
9000000528,F2,20251025,20251025,111200,BILLUSER,0000104914,0000104914,1000,0,USD,,,B
9000000529,F8,20251030,20251030,124900,BILLUSER,0000103187,0000103187,2000,0,EUR,,,B
