VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001000152,000000,RE,0000104090,,
0001000152,000000,RG,0000104090,,
0001000152,000000,SP,0000104090,,10000
0001000153,000000,AG,0000103925,,
0001000153,000000,WE,0000103925,,
0001000153,000000,RE,0000103925,,
0001000153,000000,RG,0000103925,,
0001000153,000000,SP,0000103925,,10000
0001000154,000000,AG,0000104430,,
0001000154,000000,WE,0000104430,,
0001000154,000000,RE,0000104430,,
0001000154,000000,RG,0000104430,,
0001000154,000000,SP,0000104430,,10000
0001000155,000000,AG,0000104097,,
0001000155,000000,WE,0000104097,,
0001000155,000000,RE,0000104097,,
0001000155,000000,RG,0000104097,,
0001000155,000000,SP,0000104097,,10000
0001000156,000000,AG,0000100465,,
0001000156,000000,WE,0000100465,,
0001000156,000000,RE,0000100465,,
0001000156,000000,RG,0000100465,,
0001000156,000000,SP,0000100465,,10000
0001000157,000000,AG,0000101050,,
0001000157,000000,WE,0000101050,,
0001000157,000000,RE,0000101050,,
0001000157,000000,RG,0000101050,,
0001000157,000000,SP,0000101050,,10000
0001000158,000000,AG,0000104994,,
0001000158,000000,WE,0000104994,,
0001000158,000000,RE,0000104994,,
0001000158,000000,RG,0000104994,,
0001000158,000000,SP,0000104994,,10000
0001000159,000000,AG,0000104608,,
0001000159,000000,WE,0000104608,,
0001000159,000000,RE,0000104608,,
0001000159,000000,RG,0000104608,,
0001000159,000000,SP,0000104608,,10000
0001000160,000000,AG,0000102074,,
0001000160,000000,WE,0000102074,,
0001000160,000000,RE,0000102074,,
0001000160,000000,RG,0000102074,,
0001000160,000000,SP,0000102074,,10000
0001000161,000000,AG,0000104819,,
0001000161,000000,WE,0000104819,,
0001000161,000000,RE,0000104819,,
0001000161,000000,RG,0000104819,,
0001000161,000000,SP,0000104819,,10000
0001000162,000000,AG,0000100353,,
0001000162,000000,WE,0000100353,,
0001000162,000000,RE,0000100353,,
0001000162,000000,RG,0000100353,,
0001000162,000000,SP,0000100353,,10000
0001000163,000000,AG,0000100973,,
0001000163,000000,WE,0000100973,,
0001000163,000000,RE,0000100973,,
0001000163,000000,RG,0000100973,,
0001000163,000000,SP,0000100973,,10000
0001000164,000000,AG,0000103907,,
0001000164,000000,WE,0000103907,,
0001000164,000000,RE,0000103907,,
0001000164,000000,RG,0000103907,,
0001000164,000000,SP,0000103907,,10000
0001000165,000000,AG,0000100582,,
0001000165,000000,WE,0000100582,,
0001000165,000000,RE,0000100582,,
0001000165,000000,RG,0000100582,,
0001000165,000000,SP,0000100582,,10000
0001000166,000000,AG,0000104308,,
0001000166,000000,WE,0000104308,,
0001000166,000000,RE,0000104308,,
0001000166,000000,RG,0000104308,,
0001000166,000000,SP,0000104308,,10000
0001000167,000000,AG,0000104457,,
0001000167,000000,WE,0000104457,,
0001000167,000000,RE,0000104457,,
0001000167,000000,RG,0000104457,,
0001000167,000000,SP,0000104457,,10000
0001000168,000000,AG,0000104658,,
0001000168,000000,WE,0000104658,,
0001000168,000000,RE,0000104658,,
0001000168,000000,RG,0000104658,,
0001000168,000000,SP,0000104658,,10000
0001000169,000000,AG,0000100965,,
0001000169,000000,WE,0000100965,,
0001000169,000000,RE,0000100965,,
0001000169,000000,RG,0000100965,,
0001000169,000000,SP,0000100965,,10000
0001000170,000000,AG,0000104211,,
0001000170,000000,WE,0000104211,,
0001000170,000000,RE,0000104211,,
0001000170,000000,RG,0000104211,,
0001000170,000000,SP,0000104211,,10000
0001000171,000000,AG,0000102499,,
0001000171,000000,WE,0000102499,,
0001000171,000000,RE,0000102499,,
0001000171,000000,RG,0000102499,,
0001000171,000000,SP,0000102499,,10000
0001000172,000000,AG,0000100652,,
0001000172,000000,WE,0000100652,,
0001000172,000000,RE,0000100652,,
0001000172,000000,RG,0000100652,,
0001000172,000000,SP,0000100652,,10000
0001000173,000000,AG,0000104478,,
0001000173,000000,WE,0000104478,,
0001000173,000000,RE,0000104478,,
0001000173,000000,RG,0000104478,,
0001000173,000000,SP,0000104478,,10000
0001000174,000000,AG,0000101605,,
0001000174,000000,WE,0000101605,,
0001000174,000000,RE,0000101605,,
0001000174,000000,RG,0000101605,,
0001000174,000000,SP,0000101605,,10000
0001000175,000000,AG,0000100727,,
0001000175,000000,WE,0000100727,,
0001000175,000000,RE,0000100727,,
0001000175,000000,RG,0000100727,,
0001000175,000000,SP,0000100727,,10000
0001000176,000000,AG,0000102678,,
0001000176,000000,WE,0000102678,,
0001000176,000000,RE,0000102678,,
0001000176,000000,RG,0000102678,,
0001000176,000000,SP,0000102678,,10000
0001000177,000000,AG,0000101284,,
0001000177,000000,WE,0000101284,,
0001000177,000000,RE,0000101284,,
0001000177,000000,RG,0000101284,,
0001000177,000000,SP,0000101284,,10000
0001000178,000000,AG,0000102760,,
0001000178,000000,WE,0000102760,,
0001000178,000000,RE,0000102760,,
0001000178,000000,RG,0000102760,,
0001000178,000000,SP,0000102760,,10000
0001000179,000000,AG,0000101664,,
0001000179,000000,WE,0000101664,,
0001000179,000000,RE,0000101664,,
0001000179,000000,RG,0000101664,,
0001000179,000000,SP,0000101664,,10000
0001000180,000000,AG,0000102421,,
0001000180,000000,WE,0000102421,,
0001000180,000000,RE,0000102421,,
0001000180,000000,RG,0000102421,,
0001000180,000000,SP,0000102421,,10000
0001000181,000000,AG,0000101554,,
0001000181,000000,WE,0000101554,,
0001000181,000000,RE,0000101554,,
0001000181,000000,RG,0000101554,,
0001000181,000000,SP,0000101554,,10000
0001000182,000000,AG,0000104812,,
0001000182,000000,WE,0000104812,,
0001000182,000000,RE,0000104812,,
0001000182,000000,RG,0000104812,,
0001000182,000000,SP,0000104812,,10000
0001000183,000000,AG,0000100953,,
0001000183,000000,WE,0000100953,,
0001000183,000000,RE,0000100953,,
0001000183,000000,RG,0000100953,,
0001000183,000000,SP,0000100953,,10000
0001000184,000000,AG,0000104627,,
0001000184,000000,WE,0000104627,,
0001000184,000000,RE,0000104627,,
0001000184,000000,RG,0000104627,,
0001000184,000000,SP,0000104627,,10000
0001000185,000000,AG,0000104183,,
0001000185,000000,WE,0000104183,,
0001000185,000000,RE,0000104183,,
0001000185,000000,RG,0000104183,,
0001000185,000000,SP,0000104183,,10000
0001000186,000000,AG,0000103370,,
0001000186,000000,WE,0000103370,,
0001000186,000000,RE,0000103370,,
0001000186,000000,RG,0000103370,,
0001000186,000000,SP,0000103370,,10000
0001000187,000000,AG,0000104595,,
0001000187,000000,WE,0000104595,,
0001000187,000000,RE,0000104595,,
0001000187,000000,RG,0000104595,,
0001000187,000000,SP,0000104595,,10000
0001000188,000000,AG,0000100403,,
0001000188,000000,WE,0000100403,,
0001000188,000000,RE,0000100403,,
0001000188,000000,RG,0000100403,,
0001000188,000000,SP,0000100403,,10000
0001000189,000000,AG,0000104070,,
0001000189,000000,WE,0000104070,,
0001000189,000000,RE,0000104070,,
0001000189,000000,RG,0000104070,,
0001000189,000000,SP,0000104070,,10000
0001000190,000000,AG,0000100094,,
0001000190,000000,WE,0000100094,,
0001000190,000000,RE,0000100094,,
0001000190,000000,RG,0000100094,,
0001000190,000000,SP,0000100094,,10000
0001000191,000000,AG,0000100191,,
0001000191,000000,WE,0000100191,,
0001000191,000000,RE,0000100191,,
0001000191,000000,RG,0000100191,,
0001000191,000000,SP,0000100191,,10000
0001000192,000000,AG,0000101156,,
0001000192,000000,WE,0000101156,,
0001000192,000000,RE,0000101156,,
0001000192,000000,RG,0000101156,,
0001000192,000000,SP,0000101156,,10000
0001000193,000000,AG,0000104865,,
0001000193,000000,WE,0000104865,,
0001000193,000000,RE,0000104865,,
0001000193,000000,RG,0000104865,,
0001000193,000000,SP,0000104865,,10000
0001000194,000000,AG,0000103866,,
0001000194,000000,WE,0000103866,,
0001000194,000000,RE,0000103866,,
0001000194,000000,RG,0000103866,,
0001000194,000000,SP,0000103866,,10000
0001000195,000000,AG,0000103408,,
0001000195,000000,WE,0000103408,,
0001000195,000000,RE,0000103408,,
0001000195,000000,RG,0000103408,,
0001000195,000000,SP,0000103408,,10000
0001000196,000000,AG,0000102818,,
0001000196,000000,WE,0000102818,,
0001000196,000000,RE,0000102818,,
0001000196,000000,RG,0000102818,,
0001000196,000000,SP,0000102818,,10000
0001000197,000000,AG,0000101720,,
0001000197,000000,WE,0000101720,,
0001000197,000000,RE,0000101720,,
0001000197,000000,RG,0000101720,,
0001000197,000000,SP,0000101720,,10000
0001000198,000000,AG,0000103165,,
0001000198,000000,WE,0000103165,,
0001000198,000000,RE,0000103165,,
0001000198,000000,RG,0000103165,,
0001000198,000000,SP,0000103165,,10000
0001000199,000000,AG,0000102987,,
0001000199,000000,WE,0000102987,,
0001000199,000000,RE,0000102987,,
0001000199,000000,RG,0000102987,,
0001000199,000000,SP,0000102987,,10000
0001000200,000000,AG,0000102612,,
0001000200,000000,WE,0000102612,,
0001000200,000000,RE,0000102612,,
0001000200,000000,RG,0000102612,,
0001000200,000000,SP,0000102612,,10000
0001000201,000000,AG,0000104625,,
0001000201,000000,WE,0000104625,,
0001000201,000000,RE,0000104625,,
0001000201,000000,RG,0000104625,,
0001000201,000000,SP,0000104625,,10000
0001000202,000000,AG,0000103611,,
0001000202,000000,WE,0000103611,,
0001000202,000000,RE,0000103611,,
0001000202,000000,RG,0000103611,,
0001000202,000000,SP,0000103611,,10000
0001000203,000000,AG,0000104359,,
0001000203,000000,WE,0000104359,,
0001000203,000000,RE,0000104359,,
0001000203,000000,RG,0000104359,,
0001000203,000000,SP,0000104359,,10000
0001000204,000000,AG,0000100747,,
0001000204,000000,WE,0000100747,,
0001000204,000000,RE,0000100747,,
0001000204,000000,RG,0000100747,,
0001000204,000000,SP,0000100747,,10000
0001000205,000000,AG,0000103410,,
0001000205,000000,WE,0000103410,,
0001000205,000000,RE,0000103410,,
0001000205,000000,RG,0000103410,,
0001000205,000000,SP,0000103410,,10000
0001000206,000000,AG,0000104137,,
0001000206,000000,WE,0000104137,,
0001000206,000000,RE,0000104137,,
0001000206,000000,RG,0000104137,,
0001000206,000000,SP,0000104137,,10000
0001000207,000000,AG,0000104326,,
0001000207,000000,WE,0000104326,,
0001000207,000000,RE,0000104326,,
0001000207,000000,RG,0000104326,,
0001000207,000000,SP,0000104326,,10000
0001000208,000000,AG,0000101856,,
0001000208,000000,WE,0000101856,,
0001000208,000000,RE,0000101856,,
0001000208,000000,RG,0000101856,,
0001000208,000000,SP,0000101856,,10000
0001000209,000000,AG,0000104719,,
0001000209,000000,WE,0000104719,,
0001000209,000000,RE,0000104719,,
0001000209,000000,RG,0000104719,,
0001000209,000000,SP,0000104719,,10000
0001000210,000000,AG,0000102090,,
0001000210,000000,WE,0000102090,,
0001000210,000000,RE,0000102090,,
0001000210,000000,RG,0000102090,,
0001000210,000000,SP,0000102090,,10000
0001000211,000000,AG,0000100916,,
0001000211,000000,WE,0000100916,,
0001000211,000000,RE,0000100916,,
0001000211,000000,RG,0000100916,,
0001000211,000000,SP,0000100916,,10000
0001000212,000000,AG,0000101571,,
0001000212,000000,WE,0000101571,,
0001000212,000000,RE,0000101571,,
0001000212,000000,RG,0000101571,,
0001000212,000000,SP,0000101571,,10000
0001000213,000000,AG,0000104291,,
0001000213,000000,WE,0000104291,,
0001000213,000000,RE,0000104291,,
0001000213,000000,RG,0000104291,,
0001000213,000000,SP,0000104291,,10000
0001000214,000000,AG,0000100094,,
0001000214,000000,WE,0000100094,,
0001000214,000000,RE,0000100094,,
0001000214,000000,RG,0000100094,,
0001000214,000000,SP,0000100094,,10000
0001000215,000000,AG,0000100211,,
0001000215,000000,WE,0000100211,,
0001000215,000000,RE,0000100211,,
0001000215,000000,RG,0000100211,,
0001000215,000000,SP,0000100211,,10000
0001000216,000000,AG,0000102266,,
0001000216,000000,WE,0000102266,,
0001000216,000000,RE,0000102266,,
0001000216,000000,RG,0000102266,,
0001000216,000000,SP,0000102266,,10000
0001000217,000000,AG,0000104481,,
0001000217,000000,WE,0000104481,,
0001000217,000000,RE,0000104481,,
0001000217,000000,RG,0000104481,,
0001000217,000000,SP,0000104481,,10000
0001000218,000000,AG,0000103904,,
0001000218,000000,WE,0000103904,,
0001000218,000000,RE,0000103904,,
0001000218,000000,RG,0000103904,,
0001000218,000000,SP,0000103904,,10000
0001000219,000000,AG,0000104731,,
0001000219,000000,WE,0000104731,,
0001000219,000000,RE,0000104731,,
0001000219,000000,RG,0000104731,,
0001000219,000000,SP,0000104731,,10000
0001000220,000000,AG,0000101237,,
0001000220,000000,WE,0000101237,,
0001000220,000000,RE,0000101237,,
0001000220,000000,RG,0000101237,,
0001000220,000000,SP,0000101237,,10000
0001000221,000000,AG,0000100178,,
0001000221,000000,WE,0000100178,,
0001000221,000000,RE,0000100178,,
0001000221,000000,RG,0000100178,,
0001000221,000000,SP,0000100178,,10000
0001000222,000000,AG,0000102793,,
0001000222,000000,WE,0000102793,,
0001000222,000000,RE,0000102793,,
0001000222,000000,RG,0000102793,,
0001000222,000000,SP,0000102793,,10000
0001000223,000000,AG,0000103689,,
0001000223,000000,WE,0000103689,,
0001000223,000000,RE,0000103689,,
0001000223,000000,RG,0000103689,,
0001000223,000000,SP,0000103689,,10000
0001000224,000000,AG,0000101382,,
0001000224,000000,WE,0000101382,,
0001000224,000000,RE,0000101382,,
0001000224,000000,RG,0000101382,,
0001000224,000000,SP,0000101382,,10000
0001000225,000000,AG,0000104390,,
0001000225,000000,WE,0000104390,,
0001000225,000000,RE,0000104390,,
0001000225,000000,RG,0000104390,,
0001000225,000000,SP,0000104390,,10000
0001000226,000000,AG,0000104334,,
0001000226,000000,WE,0000104334,,
0001000226,000000,RE,0000104334,,
0001000226,000000,RG,0000104334,,
0001000226,000000,SP,0000104334,,10000
0001000227,000000,AG,0000104390,,
0001000227,000000,WE,0000104390,,
0001000227,000000,RE,0000104390,,
0001000227,000000,RG,0000104390,,
0001000227,000000,SP,0000104390,,10000
0001000228,000000,AG,0000102090,,
0001000228,000000,WE,0000102090,,
0001000228,000000,RE,0000102090,,
0001000228,000000,RG,0000102090,,
0001000228,000000,SP,0000102090,,10000
0001000229,000000,AG,0000101418,,
0001000229,000000,WE,0000101418,,
0001000229,000000,RE,0000101418,,
0001000229,000000,RG,0000101418,,
0001000229,000000,SP,0000101418,,10000
0001000230,000000,AG,0000100995,,
0001000230,000000,WE,0000100995,,
0001000230,000000,RE,0000100995,,
0001000230,000000,RG,0000100995,,
0001000230,000000,SP,0000100995,,10000
0001000231,000000,AG,0000104403,,
0001000231,000000,WE,0000104403,,
0001000231,000000,RE,0000104403,,
0001000231,000000,RG,0000104403,,
0001000231,000000,SP,0000104403,,10000
0001000232,000000,AG,0000101030,,
0001000232,000000,WE,0000101030,,
0001000232,000000,RE,0000101030,,
0001000232,000000,RG,0000101030,,
0001000232,000000,SP,0000101030,,10000
0001000233,000000,AG,0000100019,,
0001000233,000000,WE,0000100019,,
0001000233,000000,RE,0000100019,,
0001000233,000000,RG,0000100019,,
0001000233,000000,SP,0000100019,,10000
0001000234,000000,AG,0000101171,,
0001000234,000000,WE,0000101171,,
0001000234,000000,RE,0000101171,,
0001000234,000000,RG,0000101171,,
0001000234,000000,SP,0000101171,,10000
0001000235,000000,AG,0000101641,,
0001000235,000000,WE,0000101641,,
0001000235,000000,RE,0000101641,,
0001000235,000000,RG,0000101641,,
0001000235,000000,SP,0000101641,,10000
0001000236,000000,AG,0000104510,,
0001000236,000000,WE,0000104510,,
0001000236,000000,RE,0000104510,,
0001000236,000000,RG,0000104510,,
0001000236,000000,SP,0000104510,,10000
0001000237,000000,AG,0000103872,,
0001000237,000000,WE,0000103872,,
0001000237,000000,RE,0000103872,,
0001000237,000000,RG,0000103872,,
0001000237,000000,SP,0000103872,,10000
0001000238,000000,AG,0000102345,,
0001000238,000000,WE,0000102345,,
0001000238,000000,RE,0000102345,,
0001000238,000000,RG,0000102345,,
0001000238,000000,SP,0000102345,,10000
0001000239,000000,AG,0000104917,,
0001000239,000000,WE,0000104917,,
0001000239,000000,RE,0000104917,,
0001000239,000000,RG,0000104917,,
0001000239,000000,SP,0000104917,,10000
0001000240,000000,AG,0000100194,,
0001000240,000000,WE,0000100194,,
0001000240,000000,RE,0000100194,,
0001000240,000000,RG,0000100194,,
0001000240,000000,SP,0000100194,,10000
0001000241,000000,AG,0000103122,,
0001000241,000000,WE,0000103122,,
0001000241,000000,RE,0000103122,,
0001000241,000000,RG,0000103122,,
0001000241,000000,SP,0000103122,,10000
0001000242,000000,AG,0000101002,,
0001000242,000000,WE,0000101002,,
0001000242,000000,RE,0000101002,,
0001000242,000000,RG,0000101002,,
0001000242,000000,SP,0000101002,,10000
0001000243,000000,AG,0000102981,,
0001000243,000000,WE,0000102981,,
0001000243,000000,RE,0000102981,,
0001000243,000000,RG,0000102981,,
0001000243,000000,SP,0000102981,,10000
0001000244,000000,AG,0000100689,,
0001000244,000000,WE,0000100689,,
0001000244,000000,RE,0000100689,,
0001000244,000000,RG,0000100689,,
0001000244,000000,SP,0000100689,,10000
0001000245,000000,AG,0000100375,,
0001000245,000000,WE,0000100375,,
0001000245,000000,RE,0000100375,,
0001000245,000000,RG,0000100375,,
0001000245,000000,SP,0000100375,,10000
0001000246,000000,AG,0000100463,,
0001000246,000000,WE,0000100463,,
0001000246,000000,RE,0000100463,,
0001000246,000000,RG,0000100463,,
0001000246,000000,SP,0000100463,,10000
0001000247,000000,AG,0000104435,,
0001000247,000000,WE,0000104435,,
0001000247,000000,RE,0000104435,,
0001000247,000000,RG,0000104435,,
0001000247,000000,SP,0000104435,,10000
0001000248,000000,AG,0000100024,,
0001000248,000000,WE,0000100024,,
0001000248,000000,RE,0000100024,,
0001000248,000000,RG,0000100024,,
0001000248,000000,SP,0000100024,,10000
0001000249,000000,AG,0000104227,,
0001000249,000000,WE,0000104227,,
0001000249,000000,RE,0000104227,,
0001000249,000000,RG,0000104227,,
0001000249,000000,SP,0000104227,,10000
0001000250,000000,AG,0000102375,,
0001000250,000000,WE,0000102375,,
0001000250,000000,RE,0000102375,,
0001000250,000000,RG,0000102375,,
0001000250,000000,SP,0000102375,,10000
0001000251,000000,AG,0000103707,,
0001000251,000000,WE,0000103707,,
0001000251,000000,RE,0000103707,,
0001000251,000000,RG,0000103707,,
0001000251,000000,SP,0000103707,,10000
0001000252,000000,AG,0000103908,,
0001000252,000000,WE,0000103908,,
0001000252,000000,RE,0000103908,,
0001000252,000000,RG,0000103908,,
0001000252,000000,SP,0000103908,,10000
0001000253,000000,AG,0000104907,,
0001000253,000000,WE,0000104907,,
0001000253,000000,RE,0000104907,,
0001000253,000000,RG,0000104907,,
0001000253,000000,SP,0000104907,,10000
0001000254,000000,AG,0000101864,,
0001000254,000000,WE,0000101864,,
0001000254,000000,RE,0000101864,,
0001000254,000000,RG,0000101864,,
0001000254,000000,SP,0000101864,,10000
0001000255,000000,AG,0000104106,,
0001000255,000000,WE,0000104106,,
0001000255,000000,RE,0000104106,,
0001000255,000000,RG,0000104106,,
0001000255,000000,SP,0000104106,,10000
0001000256,000000,AG,0000101398,,
0001000256,000000,WE,0000101398,,
0001000256,000000,RE,0000101398,,
0001000256,000000,RG,0000101398,,
0001000256,000000,SP,0000101398,,10000
0001000257,000000,AG,0000101183,,
0001000257,000000,WE,0000101183,,
0001000257,000000,RE,0000101183,,
0001000257,000000,RG,0000101183,,
0001000257,000000,SP,0000101183,,10000
